epoch,train_core_loss,validation_core_loss,validation_mae,validation_rmse,gradient_l2_norm,parameter_l2_norm,mean_flow_displacement,median_flow_displacement,p95_flow_displacement,best_validation_core_loss_so_far,best_core_epoch,shadow_best_validation_mae_so_far,shadow_best_mae_epoch,stale_epochs
1,0.8310271501541138,0.8551652431488037,0.45454156398773193,0.6416870355606079,1.1443711519241333,7.022278785705566,0.0,0.0,0.0,0.8551652431488037,1,0.45454156398773193,1,0
2,0.8097467422485352,0.8378212451934814,0.45422834157943726,0.6421229839324951,1.1146305799484253,7.022891521453857,0.0,0.0,0.0,0.8378212451934814,2,0.45422834157943726,2,0
3,0.7891542315483093,0.8210546374320984,0.4539683163166046,0.6425283551216125,1.0860176086425781,7.023863792419434,0.0,0.0,0.0,0.8210546374320984,3,0.4539683163166046,3,0
4,0.7692382335662842,0.8048286437988281,0.45378708839416504,0.6428783535957336,1.0584908723831177,7.025158405303955,0.0,0.0,0.0,0.8048286437988281,4,0.45378708839416504,4,0
5,0.7499763369560242,0.7891212701797485,0.4536193311214447,0.6431786417961121,1.0320606231689453,7.026790142059326,0.0,0.0,0.0,0.7891212701797485,5,0.4536193311214447,5,0
6,0.7313371300697327,0.7739115953445435,0.4535065293312073,0.6434332728385925,1.0067111253738403,7.028738498687744,0.0,0.0,0.0,0.7739115953445435,6,0.4535065293312073,6,0
7,0.7132867574691772,0.7591792941093445,0.45329827070236206,0.6436391472816467,0.9823903441429138,7.030966281890869,0.0,0.0,0.0,0.7591792941093445,7,0.45329827070236206,7,0
8,0.6957941651344299,0.744903028011322,0.4531204402446747,0.6437886953353882,0.9590185880661011,7.0334391593933105,0.0,0.0,0.0,0.744903028011322,8,0.4531204402446747,8,0
9,0.6788307428359985,0.7310599088668823,0.45289069414138794,0.6438702344894409,0.9365037083625793,7.036136150360107,0.0,0.0,0.0,0.7310599088668823,9,0.45289069414138794,9,0
10,0.6623696684837341,0.7176259756088257,0.45259490609169006,0.643869161605835,0.9147520065307617,7.039056301116943,0.0,0.0,0.0,0.7176259756088257,10,0.45259490609169006,10,0
11,0.6463854908943176,0.7045775055885315,0.45221760869026184,0.6437697410583496,0.8936718702316284,7.042208671569824,0.0,0.0,0.0,0.7045775055885315,11,0.45221760869026184,11,0
12,0.6308543682098389,0.691892683506012,0.4517268240451813,0.6435571908950806,0.8731752634048462,7.045605659484863,0.0,0.0,0.0,0.691892683506012,12,0.4517268240451813,12,0
13,0.6157554388046265,0.6795520782470703,0.451145738363266,0.6432187557220459,0.8531799912452698,7.049248218536377,0.0,0.0,0.0,0.6795520782470703,13,0.451145738363266,13,0
14,0.6010707020759583,0.6675395965576172,0.45046859979629517,0.642744779586792,0.8336111903190613,7.053138732910156,0.0,0.0,0.0,0.6675395965576172,14,0.45046859979629517,14,0
15,0.586785614490509,0.6558417081832886,0.4497482180595398,0.6421286463737488,0.8144030570983887,7.057277202606201,0.0,0.0,0.0,0.6558417081832886,15,0.4497482180595398,15,0
16,0.5728893876075745,0.6444478034973145,0.4489246904850006,0.6413664221763611,0.7954986095428467,7.061662673950195,0.0,0.0,0.0,0.6444478034973145,16,0.4489246904850006,16,0
17,0.5593740940093994,0.633349597454071,0.4480309784412384,0.6404567360877991,0.776850163936615,7.066295623779297,0.0,0.0,0.0,0.633349597454071,17,0.4480309784412384,17,0
18,0.5462347865104675,0.6225411891937256,0.44705894589424133,0.6394011974334717,0.7584194540977478,7.071175575256348,0.0,0.0,0.0,0.6225411891937256,18,0.44705894589424133,18,0
19,0.5334687232971191,0.6120191216468811,0.4460243284702301,0.6382044553756714,0.7401768565177917,7.076300621032715,0.0,0.0,0.0,0.6120191216468811,19,0.4460243284702301,19,0
20,0.5210747718811035,0.6017820835113525,0.4450221657752991,0.6368743777275085,0.7221013903617859,7.081666946411133,0.0,0.0,0.0,0.6017820835113525,20,0.4450221657752991,20,0
21,0.5090528726577759,0.5918303728103638,0.4439827799797058,0.6354214549064636,0.7041798830032349,7.087268829345703,0.0,0.0,0.0,0.5918303728103638,21,0.4439827799797058,21,0
22,0.497403621673584,0.5821652412414551,0.44299352169036865,0.633857786655426,0.6864054799079895,7.093098163604736,0.0,0.0,0.0,0.5821652412414551,22,0.44299352169036865,22,0
23,0.4861273765563965,0.572788417339325,0.44199398159980774,0.6321964263916016,0.6687767505645752,7.099147319793701,0.0,0.0,0.0,0.572788417339325,23,0.44199398159980774,23,0
24,0.4752238392829895,0.5637010931968689,0.44096410274505615,0.6304498314857483,0.6512951254844666,7.10540771484375,0.0,0.0,0.0,0.5637010931968689,24,0.44096410274505615,24,0
25,0.4646914601325989,0.554904043674469,0.4399036765098572,0.6286295652389526,0.6339632272720337,7.11187219619751,0.0,0.0,0.0,0.554904043674469,25,0.4399036765098572,25,0
26,0.4545276165008545,0.5463966727256775,0.4388616979122162,0.6267461180686951,0.616783857345581,7.118530750274658,0.0,0.0,0.0,0.5463966727256775,26,0.4388616979122162,26,0
27,0.4447280764579773,0.5381779670715332,0.4378552734851837,0.6248089075088501,0.5997591018676758,7.1253790855407715,0.0,0.0,0.0,0.5381779670715332,27,0.4378552734851837,27,0
28,0.4352875351905823,0.5302463173866272,0.43681418895721436,0.6228272318840027,0.5828917026519775,7.1324076652526855,0.0,0.0,0.0,0.5302463173866272,28,0.43681418895721436,28,0
29,0.4262005686759949,0.522600531578064,0.4358236789703369,0.620811402797699,0.56618732213974,7.139610767364502,0.0,0.0,0.0,0.522600531578064,29,0.4358236789703369,29,0
30,0.41746169328689575,0.5152400732040405,0.4348641335964203,0.6187734007835388,0.5496569871902466,7.146981239318848,0.0,0.0,0.0,0.5152400732040405,30,0.4348641335964203,30,0
31,0.4090661406517029,0.5081652402877808,0.4338885247707367,0.616726815700531,0.5333195328712463,7.154511451721191,0.0,0.0,0.0,0.5081652402877808,31,0.4338885247707367,31,0
32,0.40100935101509094,0.501376748085022,0.43295976519584656,0.6146867871284485,0.5172017812728882,7.162196636199951,0.0,0.0,0.0,0.501376748085022,32,0.43295976519584656,32,0
33,0.3932872414588928,0.49487560987472534,0.4320324659347534,0.612669050693512,0.501338541507721,7.170029163360596,0.0,0.0,0.0,0.49487560987472534,33,0.4320324659347534,33,0
34,0.38589513301849365,0.4886624217033386,0.4310950040817261,0.6106892228126526,0.48577025532722473,7.178006172180176,0.0,0.0,0.0,0.4886624217033386,34,0.4310950040817261,34,0
35,0.37882763147354126,0.48273709416389465,0.43019920587539673,0.6087615489959717,0.4705396890640259,7.18612003326416,0.0,0.0,0.0,0.48273709416389465,35,0.43019920587539673,35,0
36,0.37207794189453125,0.47709816694259644,0.4293295443058014,0.6068986654281616,0.45568758249282837,7.19436502456665,0.0,0.0,0.0,0.47709816694259644,36,0.4293295443058014,36,0
