world,n_train,model,site_or_shift,metric,mean,median,sd,minimum,maximum,n,coverage_abs_error_from_0_90
jumps,10,flow_jump,all,coverage_90,0.8318289348309875,0.8156332904849164,0.07285669164429968,0.736130240758085,0.9164393278044524,5,0.0681710651690125
jumps,10,flow_jump_observation,all,coverage_90,0.8296312129294169,0.8157426906982469,0.07559280648421315,0.7293813013057132,0.916357485814055,5,0.07036878707058314
jumps,10,gru_from_scratch,all,coverage_90,0.8352963864105252,0.8732615460879624,0.07297125839742896,0.7196848658476117,0.8945056743780009,5,0.06470361358947485
jumps,20,flow_jump,all,coverage_90,0.8786331118187085,0.887563930749665,0.03132435283978801,0.826631383675251,0.9083483817196832,5,0.02136688818129151
jumps,20,flow_jump_observation,all,coverage_90,0.8793221479341963,0.887563930749665,0.030246319720370195,0.8292503273679616,0.9083483817196832,5,0.020677852065803748
jumps,20,gru_from_scratch,all,coverage_90,0.873720751941055,0.8781911817355622,0.044239159866517316,0.8058707987778263,0.9177107931657176,5,0.026279248058944993
jumps,40,flow_jump,all,coverage_90,0.8966157208225967,0.9028262767350502,0.01431229876608269,0.8714163752031064,0.9061208748829266,5,0.00338427917740336
jumps,40,flow_jump_observation,all,coverage_90,0.8967530884668278,0.9029081187254474,0.014299229584783087,0.871609154250778,0.90639634179935,5,0.0032469115331722476
jumps,40,gru_from_scratch,all,coverage_90,0.9002585258167135,0.8986407023493695,0.027172785308199845,0.8615918877621892,0.9270839072227426,5,0.00025852581671348407
jumps,80,flow_jump,all,coverage_90,0.8923340831633656,0.8922072510070843,0.025876493261002068,0.859767012750957,0.9204495853339152,5,0.007665916836634423
jumps,80,flow_jump_observation,all,coverage_90,0.8923389852330134,0.8920961244617308,0.02588844345080193,0.8601525708463,0.920695111305107,5,0.007661014766986662
jumps,80,gru_from_scratch,all,coverage_90,0.9117940945048655,0.9255688391824142,0.02234440197496855,0.8846630497645341,0.9313891313836752,5,0.01179409450486546
jumps,100,flow_jump,all,coverage_90,0.9033790660253198,0.9117099597166272,0.024893536636465836,0.8774998622665418,0.9337079877782628,5,0.003379066025319788
jumps,100,flow_jump_observation,all,coverage_90,0.9034721230250404,0.9116266148076122,0.02486750952326912,0.8776651424163958,0.933680707114797,5,0.003472123025040408
jumps,100,gru_from_scratch,all,coverage_90,0.9012569143854133,0.8982578016027132,0.010834596168815448,0.8911079279378546,0.9183489742470536,5,0.0012569143854133102
misspecified,5,flow_jump,all,coverage_90,0.737265738942422,0.7547827800216728,0.08250453092027615,0.6146185826162622,0.8157489823344954,5,0.16273426105757804
misspecified,5,flow_jump_observation,all,coverage_90,0.7494566350255778,0.7569303516894887,0.05371721628838808,0.6892971091559509,0.8025758714834013,5,0.15054336497442222
misspecified,5,gru_from_scratch,all,coverage_90,0.7431800130842673,0.756753598348363,0.06404108860571696,0.6530213671081891,0.8244083958369672,5,0.15681998691573273
misspecified,10,flow_jump,all,coverage_90,0.762040845146809,0.7420198848770277,0.08291373150129135,0.6772140675795488,0.89538982918801,5,0.137959154853191
misspecified,10,flow_jump_observation,all,coverage_90,0.7622241713225998,0.7420392658487897,0.08328700807359424,0.6772140675795488,0.8963441949243325,5,0.13777582867740024
misspecified,10,gru_from_scratch,all,coverage_90,0.8106843984580785,0.7751419656181561,0.07120338967374452,0.7510393502852171,0.8945916658457295,5,0.08931560154192153
misspecified,20,flow_jump,all,coverage_90,0.8819066764246685,0.8878229354419831,0.055232843800952704,0.8028765638853315,0.94175771052886,5,0.018093323575331555
misspecified,20,flow_jump_observation,all,coverage_90,0.8826251756770755,0.887842316413745,0.05306707500948456,0.8089646340262043,0.9418157207773372,5,0.017374824322924476
misspecified,20,gru_from_scratch,all,coverage_90,0.8475007056284799,0.8218697665254655,0.05885789359025551,0.7927828116962766,0.91263656579329,5,0.05249929437152012
misspecified,40,flow_jump,all,coverage_90,0.8979487106480699,0.9014019143381996,0.020955199534625005,0.8622402274896286,0.9160170933407192,5,0.002051289351930108
misspecified,40,flow_jump_observation,all,coverage_90,0.9000944043956742,0.90349028328338,0.018197033764467276,0.8693882320861656,0.9162149329323784,5,9.4404395674208e-05
misspecified,40,gru_from_scratch,all,coverage_90,0.9087243765513472,0.9072012609595114,0.014363393350628539,0.8902067949686997,0.9305650234696063,5,0.008724376551347168
misspecified,80,flow_jump,all,coverage_90,0.8871848562193394,0.894511929727377,0.012925388009884289,0.8728415353379096,0.9002462811545661,5,0.01281514378066062
misspecified,80,flow_jump_observation,all,coverage_90,0.8871133328698313,0.8933644600957543,0.013242335199160495,0.8721454123561829,0.8989459166584572,5,0.012886667130168727
misspecified,80,gru_from_scratch,all,coverage_90,0.8811086209110652,0.8771020456613777,0.009264758825783976,0.8728802062135396,0.8939808885824057,5,0.01889137908893479
misspecified,100,flow_jump,all,coverage_90,0.9204126612916197,0.9243659241087326,0.007585065730112764,0.9106343392057678,0.9283186696316348,5,0.02041266129161967
misspecified,100,flow_jump_observation,all,coverage_90,0.9205591148826235,0.923614133660428,0.007340495871989648,0.9107118630928156,0.9291501498598086,5,0.02055911488262352
misspecified,100,gru_from_scratch,all,coverage_90,0.9079360435099891,0.904008230127013,0.012761681898194937,0.8916409868790821,0.9253408102098036,5,0.00793604350998911
site_shift,5,flow_jump,all,coverage_90,0.8266778381926188,0.8471916873018445,0.10318820744605371,0.7158788791379432,0.9623241358039336,5,0.07332216180738127
site_shift,5,flow_jump,site_0,coverage_90,0.7554571179722726,0.7552870090634441,0.1310765120153774,0.6016798812497737,0.9189760114572144,5,0.14454288202772747
site_shift,5,flow_jump,site_1,coverage_90,0.7420599458305934,0.7348637758308381,0.11773259100069099,0.6114526663423121,0.8986752042393464,5,0.1579400541694066
site_shift,5,flow_jump,site_1_minus_site_0,coverage_90,-0.013397172141679181,-0.020423233232606,0.0358601628964251,-0.0435826365190776,0.0484256156963673,5,0.9133971721416791
site_shift,5,flow_jump_observation,all,coverage_90,0.8263413075136917,0.8471916873018445,0.10387413525365362,0.7153377408653507,0.963083347173124,5,0.0736586924863083
site_shift,5,flow_jump_observation,site_0,coverage_90,0.7662107569779798,0.7556226921785835,0.11999729676911168,0.6164150465225734,0.9197636949516648,5,0.13378924302202022
site_shift,5,flow_jump_observation,site_1,coverage_90,0.7533775249943022,0.735078185649329,0.10348402567757446,0.6583587656832824,0.8991756826378156,5,0.1466224750056978
site_shift,5,flow_jump_observation,site_1_minus_site_0,coverage_90,-0.012833231983677579,-0.0205880123138493,0.03261920967981267,-0.0356211674270854,0.044277161510001,5,0.9128332319836776
site_shift,5,gru_from_scratch,all,coverage_90,0.8044464830127689,0.7415472911990002,0.10837938830001079,0.7159875934019456,0.9708415383520368,5,0.09555351698723114
site_shift,10,flow_jump,all,coverage_90,0.8905922295338339,0.9103811269326566,0.05032939891349831,0.8270546745451572,0.936875044114533,5,0.009407770466166143
site_shift,10,flow_jump,site_0,coverage_90,0.8854301117995647,0.866784948621276,0.0461562882723051,0.8460333445227705,0.9626532887402452,5,0.014569888200435366
site_shift,10,flow_jump,site_1,coverage_90,0.880758235669993,0.8545079855744462,0.050993454506509904,0.8352519315367269,0.961423916729326,5,0.019241764330007016
site_shift,10,flow_jump,site_1_minus_site_0,coverage_90,-0.004671876129571559,-0.0059288207270217,0.008773528586067716,-0.0138777706859355,0.0084579957620621,5,0.9046718761295716
site_shift,10,flow_jump_observation,all,coverage_90,0.8843951480407602,0.9055596075571136,0.04492076981905631,0.8268211224513627,0.9315048992858668,5,0.015604851959239774
site_shift,10,flow_jump_observation,site_0,coverage_90,0.8852904821795768,0.8659347970725216,0.04635620844614614,0.8460333445227705,0.9628390932738758,5,0.014709517820423179
site_shift,10,flow_jump_observation,site_1,coverage_90,0.8809009232064513,0.8559137410760286,0.05112817894601023,0.834490407008983,0.961475518598788,5,0.01909907679354872
site_shift,10,flow_jump_observation,site_1_minus_site_0,coverage_90,-0.0043895589731254205,-0.0043082424542256,0.008916532890205983,-0.0135356482052791,0.0088026079827527,5,0.9043895589731255
site_shift,10,gru_from_scratch,all,coverage_90,0.8609770290697114,0.8339677616429344,0.04357693452745165,0.8255474625732521,0.9150648189539562,5,0.039022970930288614
site_shift,20,flow_jump,all,coverage_90,0.8596053640916785,0.8528846821411215,0.054945343246974594,0.8063113868132901,0.9480177465657548,5,0.040394635908321486
site_shift,20,flow_jump,site_0,coverage_90,0.8774903780420562,0.8603164042285799,0.04654349769351844,0.8462198351422924,0.9599713569638382,5,0.022509621957943815
site_shift,20,flow_jump,site_1,coverage_90,0.8340483321874025,0.8040589996672951,0.07625325260750213,0.7773305615757736,0.9672481048060646,5,0.06595166781259754
site_shift,20,flow_jump,site_1_minus_site_0,coverage_90,-0.043442045854653624,-0.0421608354749972,0.032955441458815515,-0.0809005792640629,0.0072767478422264,5,0.9434420458546536
site_shift,20,flow_jump_observation,all,coverage_90,0.8589431302675881,0.8512184397491379,0.0554591684578455,0.8048310540908877,0.9481126479869036,5,0.04105686973241196
site_shift,20,flow_jump_observation,site_0,coverage_90,0.8772501748807844,0.8611296915644742,0.04549100329508335,0.8453992764163962,0.9577157178660938,5,0.02274982511921564
site_shift,20,flow_jump_observation,site_1,coverage_90,0.8347287113540285,0.8030239177849248,0.07415021324316647,0.7822474825659398,0.9650033119894016,5,0.06527128864597154
site_shift,20,flow_jump_observation,site_1_minus_site_0,coverage_90,-0.04252146352675596,-0.0423753586314714,0.03209548970749241,-0.0788822089985343,0.0072875941233078,5,0.942521463526756
site_shift,20,gru_from_scratch,all,coverage_90,0.8668813339658316,0.8498223654800837,0.051684237518607526,0.823956862835852,0.9525730147808964,5,0.033118666034168465
site_shift,40,flow_jump,all,coverage_90,0.8986197223645167,0.9026505004934442,0.04215382325531028,0.8442294786049849,0.953877909321692,5,0.001380277635483318
site_shift,40,flow_jump,site_0,coverage_90,0.9178590906380544,0.914282546019073,0.03116130244311634,0.8697729988052568,0.9477517651430696,5,0.017859090638054353
site_shift,40,flow_jump,site_1,coverage_90,0.890182104458496,0.9005078383749172,0.054830318539707275,0.7952766981306681,0.9280692026172784,5,0.00981789554150403
site_shift,40,flow_jump,site_1_minus_site_0,coverage_90,-0.027676986179558237,-0.0153122452958914,0.026300330522221572,-0.0744963006745886,-0.0135988569347855,5,0.9276769861795583
site_shift,40,flow_jump_observation,all,coverage_90,0.8981306990736384,0.9028619765966446,0.04268351232921076,0.8436740644743237,0.9539728107428408,5,0.0018693009263616167
site_shift,40,flow_jump_observation,site_0,coverage_90,0.9185873723079763,0.9150375939849624,0.030715500727978736,0.8712573766337207,0.9479375696767,5,0.018587372307976247
site_shift,40,flow_jump_observation,site_1,coverage_90,0.8905810806707668,0.9007139177154633,0.05458100370200331,0.7961576901721266,0.928549776348379,5,0.009418919329233222
site_shift,40,flow_jump_observation,site_1_minus_site_0,coverage_90,-0.02800629163720934,-0.0154284415472608,0.026435978231894607,-0.0750996864615941,-0.0143236762694991,5,0.9280062916372094
site_shift,40,gru_from_scratch,all,coverage_90,0.9205318316317749,0.9063865783166504,0.025499553705164026,0.896676553705304,0.9525018387150348,5,0.020531831631774855
site_shift,80,flow_jump,all,coverage_90,0.9010501690245677,0.8867897927534188,0.02563682380267914,0.8794637643926477,0.9331188817662168,5,0.001050169024567671
site_shift,80,flow_jump,site_0,coverage_90,0.9062280576308218,0.9053618623511096,0.010817530719726055,0.8940914158305463,0.9227928835179592,5,0.006228057630821793
site_shift,80,flow_jump,site_1,coverage_90,0.8803760486190294,0.8917786414954655,0.025527911534852614,0.8509074557329677,0.9105984991312706,5,0.019623951380970617
site_shift,80,flow_jump,site_1_minus_site_0,coverage_90,-0.02585200901179252,-0.0169605953501549,0.015986427646345065,-0.0433378843688964,-0.0121943843866885,5,0.9258520090117925
site_shift,80,flow_jump_observation,all,coverage_90,0.901859211557427,0.8867427980638188,0.026289584703195246,0.8799542237896163,0.9332114507879938,5,0.0018592115574269652
site_shift,80,flow_jump_observation,site_0,coverage_90,0.9054335579316151,0.9062307664458202,0.011077563401299527,0.893719806763285,0.922680989146246,5,0.005433557931615041
site_shift,80,flow_jump_observation,site_1,coverage_90,0.8785438718408045,0.8873702804151027,0.026501162498465708,0.8506199596031079,0.9105763188052196,5,0.02145612815919551
site_shift,80,flow_jump_observation,site_1_minus_site_0,coverage_90,-0.02688968609081046,-0.019110206516512,0.016597478247777853,-0.0464959438772464,-0.0121046703410262,5,0.9268896860908105
site_shift,80,gru_from_scratch,all,coverage_90,0.9185386032511683,0.91520598545985,0.02926433445509185,0.8846019104561272,0.9545486103075606,5,0.018538603251168295
site_shift,100,flow_jump,all,coverage_90,0.9069715820221145,0.9031926571221712,0.019758092237221535,0.8820789120767946,0.9271481798616094,5,0.006971582022114453
site_shift,100,flow_jump,site_0,coverage_90,0.9070358206535121,0.9046822742474916,0.010229926848715484,0.8963485136697624,0.9234124343904784,5,0.007035820653512048
site_shift,100,flow_jump,site_1,coverage_90,0.8637689086496947,0.8598207909055434,0.01575365058130664,0.845203504491516,0.88831389968536,5,0.03623109135030533
site_shift,100,flow_jump,site_1_minus_site_0,coverage_90,-0.043266912003817284,-0.0456659533133503,0.016261805184087492,-0.0635916434849348,-0.020595987719151,5,0.9432669120038173
site_shift,100,flow_jump_observation,all,coverage_90,0.906125033978063,0.90153443725623,0.019684351756541995,0.8819377455709009,0.9273796024160514,5,0.006125033978062966
site_shift,100,flow_jump_observation,site_0,coverage_90,0.9065753186126461,0.9040876997398736,0.010485624765900781,0.8958263399351013,0.9232645819472168,5,0.006575318612646042
site_shift,100,flow_jump_observation,site_1,coverage_90,0.8612468513853786,0.8582054344140239,0.015906713553902597,0.845417914310007,0.8879363316675921,5,0.038753148614621424
site_shift,100,flow_jump_observation,site_1_minus_site_0,coverage_90,-0.04532846722726748,-0.0458822653258498,0.015470229040489603,-0.0637603888667198,-0.0210097600741985,5,0.9453284672272675
site_shift,100,gru_from_scratch,all,coverage_90,0.9125418000908454,0.914916972230656,0.012788722461843415,0.8917488177305132,0.922913147115318,5,0.012541800090845379
smooth,5,flow_jump,all,coverage_90,0.8747052489252894,0.8700452538029552,0.050851415465452826,0.8254121943122718,0.9588054962500684,5,0.025294751074710575
smooth,5,flow_jump_observation,all,coverage_90,0.8743000545577722,0.869690856550897,0.050893006272131766,0.825190881929844,0.9585317786171784,5,0.025699945442227867
smooth,5,gru_from_scratch,all,coverage_90,0.8826481864427317,0.8556051600887403,0.054075636095602585,0.8350915550696911,0.9674549734493896,5,0.017351813557268336
smooth,10,flow_jump,all,coverage_90,0.8509502022418225,0.8673838068648382,0.0474987744925927,0.775102487018311,0.9014053336284163,5,0.04904979775817753
smooth,10,flow_jump_observation,all,coverage_90,0.8492144202054821,0.8633054141347786,0.04681664113883198,0.7749931675321126,0.9013500055328096,5,0.05078557979451792
smooth,10,gru_from_scratch,all,coverage_90,0.8503684826025151,0.8424432905165345,0.039806228278725105,0.7951770953084798,0.9018651913122072,5,0.04963151739748495
smooth,20,flow_jump,all,coverage_90,0.8650119316056042,0.8524399690162665,0.044219524102625966,0.8138172661082826,0.914074883848046,5,0.03498806839439583
smooth,20,flow_jump_observation,all,coverage_90,0.8638437279263147,0.8513887351997345,0.04555392715807482,0.8093282969288882,0.9138015851325498,5,0.036156272073685325
smooth,20,gru_from_scratch,all,coverage_90,0.8865885564729592,0.8824737750267043,0.04567989539009845,0.8171839929928286,0.9330691445750204,5,0.013411443527040823
smooth,40,flow_jump,all,coverage_90,0.9027146747094564,0.8922485338054664,0.038807467224028454,0.8656561801428494,0.9670991405266328,5,0.0027146747094564105
smooth,40,flow_jump_observation,all,coverage_90,0.9027122184076063,0.8933550957176054,0.03880199765716245,0.8648110790033259,0.9667706793671648,5,0.0027122184076062705
smooth,40,gru_from_scratch,all,coverage_90,0.898249991460734,0.8965917893106119,0.024691431789808687,0.8686697159760073,0.9315660016397924,5,0.0017500085392659903
smooth,80,flow_jump,all,coverage_90,0.900825026810417,0.9029789559989068,0.019437044669765913,0.8755394489321677,0.9279848907866644,5,0.0008250268104169622
smooth,80,flow_jump_observation,all,coverage_90,0.8995184769051257,0.8999453402569008,0.019561564655900962,0.8755671129799713,0.9279848907866644,5,0.00048152309487436984
smooth,80,gru_from_scratch,all,coverage_90,0.9153920414961523,0.9218536158099304,0.014798892298241115,0.8922761978532698,0.926898742844622,5,0.015392041496152253
smooth,100,flow_jump,all,coverage_90,0.8966640072639247,0.8948262167565939,0.010238566567844859,0.8851207094761044,0.9131348898970898,5,0.0033359927360753217
smooth,100,flow_jump_observation,all,coverage_90,0.8979392637169898,0.8968843946433451,0.010902291874145808,0.883314173099031,0.913439194422928,5,0.0020607362830101783
smooth,100,gru_from_scratch,all,coverage_90,0.9095688069450812,0.9053983730930404,0.011825481434450969,0.8959872995018339,0.9259433440300984,5,0.00956880694508122
informative_observation,5,flow_jump,all,nll,136.95089309721834,1.6607051839703462,213.79586854390206,1.0978036155674435,490.1761425290116,5,
informative_observation,5,flow_jump_observation,all,nll,132.41444349256614,1.6756179381686211,201.09023444804916,1.0909579766881692,457.2337510849941,5,
informative_observation,5,gru_from_scratch,all,nll,2.0194890499035454,1.6207508274014464,1.0949746972220011,1.0743970302967358,3.664989838897795,5,
informative_observation,10,flow_jump,all,nll,4.506254113646527,1.1509694556961898,6.596458977577108,0.8949835026550776,16.188938263342393,5,
informative_observation,10,flow_jump_observation,all,nll,3.173267448421562,1.169486536894388,3.705893285896951,0.8947194991982749,9.608053050447554,5,
informative_observation,10,gru_from_scratch,all,nll,1.1527301529222171,0.9736962007295028,0.425140561591908,0.7432722577291221,1.711230447636664,5,
informative_observation,20,flow_jump,all,nll,6.691351077923952,1.4569083834688046,11.41247641739356,1.16005710710151,27.089248637607238,5,
informative_observation,20,flow_jump_observation,all,nll,5.972918255946617,1.460910133177308,9.883952961414575,1.1689737356126462,23.63732270349012,5,
informative_observation,20,gru_from_scratch,all,nll,1.0376138358652978,1.0353874838492487,0.17147320459257817,0.8044397316723547,1.2624923711810456,5,
informative_observation,40,flow_jump,all,nll,1.0408614655428485,1.028101914162846,0.11439338566419958,0.8955898869783292,1.1822926509206857,5,
informative_observation,40,flow_jump_observation,all,nll,1.0415127931518937,1.0316842535420196,0.11104167406846482,0.9003239234539523,1.1763089550768784,5,
informative_observation,40,gru_from_scratch,all,nll,0.8842778029250808,0.9030517844379092,0.19487259651034153,0.6252766860049487,1.1571277910233362,5,
informative_observation,80,flow_jump,all,nll,0.808788043285387,0.7945671416981107,0.17535430709641409,0.6113481165539527,1.038581177805527,5,
informative_observation,80,flow_jump_observation,all,nll,0.8015596847739452,0.7932735792914014,0.1709136368287383,0.6132223172241971,1.0399017339231236,5,
informative_observation,80,gru_from_scratch,all,nll,0.6913748763122005,0.5680701693446204,0.22207529429712447,0.5420662850430817,1.0705289977899095,5,
informative_observation,100,flow_jump,all,nll,0.6650333359591876,0.6251963803364935,0.08306743243809711,0.5795683188579258,0.7891554410781146,5,
informative_observation,100,flow_jump_observation,all,nll,0.6585114841392261,0.624205332777829,0.07937437447137098,0.5803045573552545,0.7769560064855415,5,
informative_observation,100,gru_from_scratch,all,nll,0.5677452260111279,0.5597859017782922,0.05747956242047269,0.4843764512406588,0.6409017676657192,5,
jumps,5,flow_jump,all,nll,4.661894959885299,3.1434903721529768,4.491353102619745,1.7369722684695093,12.553083064316096,5,
jumps,5,flow_jump_observation,all,nll,5.141002223222519,3.128840514234072,4.568290456173275,1.6938513582707722,12.683229007001923,5,
jumps,5,gru_from_scratch,all,nll,5.943223031759451,3.643739391268616,6.235490792674155,1.4566529839219555,16.82183988649501,5,
jumps,10,flow_jump,all,nll,2.8798877332062007,1.903917866805077,1.9110131692084793,1.491340361759692,6.040915136415474,5,
jumps,10,flow_jump_observation,all,nll,2.9797700469365087,1.976707618602363,2.0802927617105236,1.4912245364430388,6.468993338872235,5,
jumps,10,gru_from_scratch,all,nll,1.7807299284235796,1.3370965867682942,0.7227493714520354,1.2821336918221478,2.9258699567784765,5,
jumps,20,flow_jump,all,nll,10.351078405512677,1.8499082472717177,19.270706436150476,1.4010709118669054,44.821794455090384,5,
jumps,20,flow_jump_observation,all,nll,9.684466240546504,1.8200979539554727,17.797565349052576,1.3978232872079708,41.51984477550454,5,
jumps,20,gru_from_scratch,all,nll,1.433039697190617,1.5801917849422529,0.2595926947849112,1.126423479345199,1.6954468564339342,5,
jumps,40,flow_jump,all,nll,10.288374791329437,1.6666395460549157,19.610550820929653,1.1941839708344713,45.36664769817167,5,
jumps,40,flow_jump_observation,all,nll,10.139642531712848,1.6665432367170483,19.279290922169746,1.1935210479983758,44.62530347024945,5,
jumps,40,gru_from_scratch,all,nll,1.2567776486627635,1.1885131067467296,0.19414006117144852,1.135063984120659,1.599550537163542,5,
jumps,80,flow_jump,all,nll,1.4124520756254164,1.4094685081630092,0.1645396808466142,1.2010649161292155,1.6308542703539843,5,
jumps,80,flow_jump_observation,all,nll,1.4149568566822395,1.4115700937272802,0.16701906522758603,1.199734930258861,1.6307077683536573,5,
jumps,80,gru_from_scratch,all,nll,1.293639925897313,1.215248150552022,0.16726410704305295,1.1318020176366526,1.533865398710583,5,
jumps,100,flow_jump,all,nll,1.2747564707913726,1.2979846055915774,0.08860688508015342,1.1513125432958506,1.366593629972803,5,
jumps,100,flow_jump_observation,all,nll,1.2731292205123728,1.2956589763018571,0.08821913095125933,1.15080588997267,1.364320607910615,5,
jumps,100,gru_from_scratch,all,nll,1.1629786912259603,1.1745811688578909,0.07669860515993505,1.0661992536035734,1.237603867479798,5,
misspecified,5,flow_jump,all,nll,66.56405228058784,8.084814257084464,129.58802356015005,3.3921081077665973,298.20704846656423,5,
misspecified,5,flow_jump_observation,all,nll,22.07442285535374,6.843056815911071,36.1387759337741,3.3916068606045084,86.64065478582688,5,
misspecified,5,gru_from_scratch,all,nll,4.780481353737814,3.786761243572476,2.9191147371182713,2.247880871368006,9.533517913566936,5,
misspecified,10,flow_jump,all,nll,7.2180740807896715,4.123174515315521,7.187757792372861,2.6518659859933984,19.88405313563056,5,
misspecified,10,flow_jump_observation,all,nll,4.285956737384069,4.222737815713175,1.324600319946337,2.6524164183222223,5.995130558876355,5,
misspecified,10,gru_from_scratch,all,nll,2.543437563886438,2.2073669032095924,0.5927277946529611,2.040006869809323,3.42558623892956,5,
misspecified,20,flow_jump,all,nll,4.865370658156735,2.327030592494044,5.706166251161792,1.9515356504088788,15.06004118916304,5,
misspecified,20,flow_jump_observation,all,nll,6.627608020463941,2.3291002168496253,9.557402952539043,2.235150259172104,23.722519977125657,5,
misspecified,20,gru_from_scratch,all,nll,2.137287978495054,2.0123080851348054,0.49294702038242116,1.6801697925766046,2.909374343642241,5,
misspecified,40,flow_jump,all,nll,2.5091544914048094,2.490352932105514,0.7145653351395435,1.892204778411981,3.680317656256682,5,
misspecified,40,flow_jump_observation,all,nll,3.256914810562131,2.459249019357664,1.9867433221974615,1.8607646643118645,6.642396034307779,5,
misspecified,40,gru_from_scratch,all,nll,1.8179925002505155,1.724694860870596,0.2095668558874989,1.6260147675330388,2.14395577220048,5,
misspecified,80,flow_jump,all,nll,9.755515887902053,2.0426434493630774,17.3017677507084,1.7342562575109537,40.70197494603948,5,
misspecified,80,flow_jump_observation,all,nll,8.59621591846448,2.147629059877361,14.53591471689441,1.8146693827211864,34.59271838046177,5,
misspecified,80,gru_from_scratch,all,nll,1.6824503308420073,1.6521698369424311,0.16069778261975537,1.4595051959775558,1.8820481446157051,5,
misspecified,100,flow_jump,all,nll,1.882503310269702,1.9352229066086732,0.15086106868799193,1.6576345620618655,2.052905134708473,5,
misspecified,100,flow_jump_observation,all,nll,1.9367363095384267,1.9465419777787976,0.23298929429699206,1.662661123041968,2.248224329206766,5,
misspecified,100,gru_from_scratch,all,nll,1.6327522396166319,1.6873639404815357,0.12948562939203978,1.4582011928793617,1.7840282770756148,5,
site_shift,5,flow_jump,all,nll,1.8982376909806753,1.825653516828472,0.8367700640704097,1.1449098993208362,3.226535940343076,5,
site_shift,5,flow_jump,site_0,nll,13.463172750526544,2.178237652452492,24.404268112705182,1.284843912443121,57.03340212107659,5,
site_shift,5,flow_jump,site_1,nll,18.434996429415975,7.565014532004347,27.521618107047992,1.558127557688319,67.19288536838596,5,
site_shift,5,flow_jump,site_1_minus_site_0,nll,4.971823678889431,2.477738919257299,4.545505866183574,0.2732836452451979,10.159483247309367,5,
