world,n_train,cohort_seed,subset_seed,model_seed,flow_jump,gru_from_scratch,representation_linear,delta_vs_gru,delta_vs_representation_linear,relative_vs_gru,relative_vs_representation_linear,beats_gru,beats_representation_linear,beats_both
informative_observation,40,103,203,303,0.7127693891525269,0.6130922436714172,0.6202999805829827,-0.09967714548110962,-0.09246940856954411,-0.16258099251787458,-0.14907208038703734,False,False,False
informative_observation,40,104,204,304,0.6291261315345764,0.5999733209609985,0.6949111390683058,-0.02915281057357788,0.0657850075337294,-0.04859017818806141,0.09466679095391951,False,True,False
informative_observation,40,105,205,305,0.6920798420906067,0.5751873254776001,0.5971551584863685,-0.11689251661300659,-0.09492468360423822,-0.20322512585955585,-0.15896150649497423,False,False,False
informative_observation,80,101,201,301,0.3800892829895019,0.4817033410072326,0.6145139455776611,0.10161405801773071,0.23442466258815925,0.21094738061242763,0.38147980900220774,True,True,True
informative_observation,80,102,202,302,0.4491568505764007,0.5037611126899719,0.6642979694871005,0.05460426211357122,0.2151411189106998,0.10839316639983711,0.3238623762117001,True,True,True
informative_observation,80,103,203,303,0.6849482655525208,0.593447744846344,0.6174568863708148,-0.09150052070617676,-0.067491379181706,-0.15418462956644674,-0.10930541171610474,False,False,False
informative_observation,80,104,204,304,0.6028361916542053,0.5057581067085266,0.681886313807047,-0.09707808494567871,0.07905012215284168,-0.19194568244780655,0.11592859477043332,False,True,False
informative_observation,80,105,205,305,0.5194072127342224,0.4503128826618194,0.6506729426841016,-0.06909433007240301,0.13126572994987917,-0.15343627227358755,0.20173841778081744,False,True,False
informative_observation,100,101,201,301,0.3930202722549438,0.4804427623748779,0.645936902292351,0.08742249011993408,0.2529166300374072,0.18196234175283596,0.39155005564759815,True,True,True
informative_observation,100,102,202,302,0.4404313266277313,0.473755419254303,0.6611373166285508,0.033324092626571655,0.22070599000081947,0.07034028798873519,0.33382776081420246,True,True,True
informative_observation,100,103,203,303,0.4865238070487976,0.4814415276050567,0.7052247860593769,-0.0050822794437409,0.21870097901057928,-0.010556379440350379,0.3101152757727457,False,True,False
informative_observation,100,104,204,304,0.4151743352413177,0.5104515552520752,0.6568577945877507,0.0952772200107575,0.24168345934643304,0.18665281559129926,0.3679387857429865,True,True,True
informative_observation,100,105,205,305,0.4997662305831909,0.4452402591705322,0.6708987217733413,-0.05452597141265869,0.1711324911901504,-0.1224641534308662,0.2550794712170675,False,True,False
jumps,5,101,201,301,1.1140356063842771,1.047789216041565,1.153495650697458,-0.06624639034271218,0.03946004431318095,-0.06322492093685018,0.034209096748064494,False,True,False
