world,n_train,model,mean,median,sd,minimum,maximum,n
site_shift,80,gru_from_scratch,0.5095283269882203,0.494154542684555,0.05021242233260132,0.4662465155124664,0.5903971791267395,5
site_shift,100,gru_from_scratch,0.4873357594013214,0.4948897957801819,0.02992331475115434,0.4516214430332184,0.5286607146263123,5
site_shift,5,representation_linear,0.7493767567385841,0.7411351427057296,0.0715471580258063,0.6716185003861899,0.864139948633551,5
site_shift,10,representation_linear,0.8008754801632909,0.770573197700452,0.117864053265347,0.6926485740557711,0.985325939554727,5
site_shift,20,representation_linear,0.6853208466863656,0.6814352966760036,0.04001503105043142,0.6384475022669328,0.740696376030529,5
site_shift,40,representation_linear,0.6675582338098209,0.6639267674477088,0.03016653777162425,0.6437667242036121,0.7187251160466968,5
site_shift,80,representation_linear,0.6813440303345732,0.6890890352791975,0.027341054616502367,0.6469585851755516,0.7150270567760177,5
site_shift,100,representation_linear,0.7033118183021053,0.697726356817821,0.02572144333459962,0.6734583825621446,0.7408091762572687,5
smooth,5,flow_jump,0.36677074432373047,0.3516337275505066,0.03674891258295634,0.3341741859912872,0.4178653657436371,5
smooth,10,flow_jump,0.33805795907974245,0.3390527069568634,0.005162372012556966,0.3305659592151642,0.342727780342102,5
smooth,20,flow_jump,0.3316520988941193,0.3291158676147461,0.03103470808968456,0.3067580461502075,0.3829705417156219,5
smooth,40,flow_jump,0.3206303477287292,0.320194274187088,0.012110812631086015,0.3024895191192627,0.3344254195690155,5
smooth,80,flow_jump,0.29327683448791503,0.2888700664043426,0.0176211919712581,0.275347501039505,0.3183062374591827,5
smooth,100,flow_jump,0.29236813187599175,0.2928628325462341,0.017533849744120183,0.2638812065124511,0.3097918331623077,5
smooth,5,gru_from_scratch,0.349574613571167,0.3355317115783691,0.04478915047081452,0.3027779161930084,0.4046676456928253,5
smooth,10,gru_from_scratch,0.30822951793670655,0.3186186850070953,0.02671492305226837,0.2772250473499298,0.3407026827335357,5
smooth,20,gru_from_scratch,0.29466835856437684,0.2936912178993225,0.04628699957114272,0.2401845753192901,0.3645452558994293,5
smooth,40,gru_from_scratch,0.2707535445690155,0.2546779215335846,0.03714390362487622,0.2267909944057464,0.3179330825805664,5
smooth,80,gru_from_scratch,0.27261211872100827,0.2622853219509125,0.026181061612832155,0.2500313818454742,0.3136096596717834,5
smooth,100,gru_from_scratch,0.2542539268732071,0.2538968622684479,0.015054506736944155,0.2353140264749527,0.2759532928466797,5
smooth,5,representation_linear,0.4450219167334758,0.452552299896672,0.05777454773250004,0.3658315857513969,0.5078550509263206,5
smooth,10,representation_linear,0.3665753646562615,0.3721334597739915,0.014710132841851051,0.3506579680070145,0.38377344784216,5
smooth,20,representation_linear,0.35480258990707103,0.3419674686698012,0.022551862429971356,0.3328275522897378,0.380776333075792,5
smooth,40,representation_linear,0.34286773488916233,0.3411613574200185,0.006525672892333204,0.3361940136126901,0.3506930001905757,5
smooth,80,representation_linear,0.3365207040448489,0.3391282073884388,0.010340156716256784,0.3208624877277741,0.3467040275827184,5
