world,n_train,model,site_or_shift,metric,mean,median,sd,minimum,maximum,n
informative_observation,5,flow_jump,all,latent_aligned_r2,0.5328260320037808,0.5350019145118996,0.02802711971870226,0.5010026945798169,0.5738108825582431,5
informative_observation,5,flow_jump_observation,all,latent_aligned_r2,0.5330682096703383,0.5356881584534139,0.028089266801327336,0.5018390748206252,0.5740425217286723,5
informative_observation,5,gru_from_scratch,all,latent_aligned_r2,0.6878818652602305,0.6874770772605543,0.007700099672094957,0.6775616756931372,0.6961177815035382,5
informative_observation,10,flow_jump,all,latent_aligned_r2,0.5484971052634052,0.5389362835034752,0.020013423395897317,0.5338032566666829,0.5810625356096976,5
informative_observation,10,flow_jump_observation,all,latent_aligned_r2,0.5499769153996015,0.5402015663236196,0.018878598743590047,0.5350385564418121,0.5810923095091612,5
informative_observation,10,gru_from_scratch,all,latent_aligned_r2,0.6869066899203204,0.6865665711733487,0.010250066337000256,0.6759929396174242,0.6974640617795274,5
informative_observation,20,flow_jump,all,latent_aligned_r2,0.5461115728465342,0.547658456900518,0.028269125113392277,0.5035451677233848,0.5819690833905081,5
informative_observation,20,flow_jump_observation,all,latent_aligned_r2,0.5459838942064257,0.5462661686255507,0.02812143293947427,0.50376240125244,0.5821078352752972,5
informative_observation,20,gru_from_scratch,all,latent_aligned_r2,0.6827371266744766,0.6838125578780143,0.01150268452837028,0.6652341543651307,0.6946386776852385,5
informative_observation,40,flow_jump,all,latent_aligned_r2,0.5552950546661064,0.5649390871223804,0.023133720972957083,0.5297982881514058,0.5806804463755868,5
informative_observation,40,flow_jump_observation,all,latent_aligned_r2,0.5560512575138012,0.5675274674595957,0.022782726182596497,0.5312647411965787,0.5808886725039093,5
informative_observation,40,gru_from_scratch,all,latent_aligned_r2,0.6876205678936391,0.6884665047552805,0.008826495249302645,0.6758347806288835,0.6961336333807768,5
informative_observation,80,flow_jump,all,latent_aligned_r2,0.57683458645633,0.5697355936817404,0.028923018276374883,0.5445308678199058,0.6102939934464301,5
informative_observation,80,flow_jump_observation,all,latent_aligned_r2,0.5788116185329988,0.5700980585821616,0.02698903283680391,0.5449769933079603,0.6101866370649945,5
informative_observation,80,gru_from_scratch,all,latent_aligned_r2,0.6868865203687594,0.687817609512105,0.009057702727946117,0.6755200025610489,0.6981313516945401,5
informative_observation,100,flow_jump,all,latent_aligned_r2,0.582886186281784,0.5831771930192973,0.01591915191551895,0.5600673099654847,0.6012199129472284,5
informative_observation,100,flow_jump_observation,all,latent_aligned_r2,0.5836376028598689,0.5814243690722041,0.01714611524448268,0.5608294978381024,0.605240342180746,5
informative_observation,100,gru_from_scratch,all,latent_aligned_r2,0.6916255307623745,0.6943387490399394,0.009019583412792867,0.6791897528027837,0.7015075819219246,5
jumps,5,flow_jump,all,latent_aligned_r2,0.6119434662168026,0.6004656813887413,0.021872613512477768,0.5954527850318486,0.646610491421588,5
jumps,5,flow_jump_observation,all,latent_aligned_r2,0.6113922824176037,0.5999618124615277,0.022080479655372427,0.5937115811728083,0.6461552697080214,5
jumps,5,gru_from_scratch,all,latent_aligned_r2,0.8099666857446941,0.8151057922809907,0.01783704992679764,0.7802077905932903,0.8265494559719005,5
jumps,10,flow_jump,all,latent_aligned_r2,0.6246306332705889,0.6299270974677756,0.020385185582468508,0.5912441872339117,0.6435280822038733,5
jumps,10,flow_jump_observation,all,latent_aligned_r2,0.6251856333493646,0.6308726239628768,0.0193711885874392,0.5933551601847664,0.642570220396609,5
jumps,10,gru_from_scratch,all,latent_aligned_r2,0.81590323672614,0.8202641838164741,0.011259606238722764,0.7961448932680392,0.8228350903054463,5
jumps,20,flow_jump,all,latent_aligned_r2,0.6225142214190005,0.6336867165569982,0.08222398307083949,0.5339280387830677,0.7271624398068798,5
jumps,20,flow_jump_observation,all,latent_aligned_r2,0.6229222543586956,0.6339339526663691,0.08176086642047961,0.5340038779496603,0.726835911145161,5
jumps,20,gru_from_scratch,all,latent_aligned_r2,0.8134968845538879,0.8160953723576801,0.016811302640093968,0.7915942129826253,0.8354606912289249,5
jumps,40,flow_jump,all,latent_aligned_r2,0.6027806658292552,0.6298982765518761,0.05729610992549723,0.5170294546799934,0.6600818677500725,5
jumps,40,flow_jump_observation,all,latent_aligned_r2,0.6037807400359927,0.632921141967132,0.0579782912564466,0.5167254004423167,0.6604785023361405,5
jumps,40,gru_from_scratch,all,latent_aligned_r2,0.8101318682869572,0.8108010552375731,0.013413748587023674,0.7911357219158353,0.8288755490063435,5
jumps,80,flow_jump,all,latent_aligned_r2,0.6374317883788656,0.6450670576960593,0.06526905784739641,0.5457464624174897,0.7049604831730547,5
jumps,80,flow_jump_observation,all,latent_aligned_r2,0.6376432180625864,0.6430065653462865,0.06489740371346496,0.5457664829029049,0.705258188292273,5
jumps,80,gru_from_scratch,all,latent_aligned_r2,0.8087252008594117,0.8052588747273195,0.01978864466335117,0.7892478821602865,0.8326675200677883,5
jumps,100,flow_jump,all,latent_aligned_r2,0.6529365365767374,0.62788432238542,0.03994748009727653,0.6192875314793789,0.6991287890780703,5
jumps,100,flow_jump_observation,all,latent_aligned_r2,0.6534734461808569,0.6284214826047833,0.039327804351745384,0.6199811070240083,0.6988949990371257,5
jumps,100,gru_from_scratch,all,latent_aligned_r2,0.8165795303165059,0.8110808573045576,0.01436946758106079,0.8007253504817694,0.8330725033485238,5
misspecified,5,flow_jump,all,latent_aligned_r2,0.6027267293578716,0.5968709855606317,0.026965270610398114,0.5712360682011696,0.6338793979748473,5
misspecified,5,flow_jump_observation,all,latent_aligned_r2,0.5942763023581235,0.5977220328696478,0.029623737431490743,0.5512647920404311,0.6321928543887215,5
misspecified,5,gru_from_scratch,all,latent_aligned_r2,0.7294466280354551,0.7291682206662529,0.014911509621997245,0.7090028660283603,0.7470636292998656,5
misspecified,10,flow_jump,all,latent_aligned_r2,0.6270525376745388,0.6262602250471986,0.022839476536246378,0.6015392132124758,0.6578385359636507,5
misspecified,10,flow_jump_observation,all,latent_aligned_r2,0.6272148678600479,0.6265409232803799,0.022602937930865433,0.6032988897971188,0.6578495452277257,5
misspecified,10,gru_from_scratch,all,latent_aligned_r2,0.7279008215542687,0.7306148822367248,0.011157028698625731,0.708925637824573,0.7385918007761869,5
misspecified,20,flow_jump,all,latent_aligned_r2,0.6039966969918159,0.5918166685110812,0.04225726701166928,0.5498950716360631,0.654478056671095,5
misspecified,20,flow_jump_observation,all,latent_aligned_r2,0.6158581441212715,0.6301075584731117,0.04315510193605481,0.5465002228710731,0.6565306183611941,5
misspecified,20,gru_from_scratch,all,latent_aligned_r2,0.7259100032618976,0.726155932709382,0.01715695222265999,0.701031785572918,0.7479642108432648,5
misspecified,40,flow_jump,all,latent_aligned_r2,0.6250524480446347,0.6146953015046315,0.03888136193261915,0.5807629081401098,0.6730861620152494,5
misspecified,40,flow_jump_observation,all,latent_aligned_r2,0.6255905555849915,0.6178360240372515,0.03962548928411414,0.5785276200470519,0.6736142437002263,5
misspecified,40,gru_from_scratch,all,latent_aligned_r2,0.7287646542639544,0.728142668508166,0.01305635409600516,0.7089240864771083,0.7438382458656961,5
misspecified,80,flow_jump,all,latent_aligned_r2,0.6326472692177185,0.6230282393016222,0.02878222007881415,0.6021580485280211,0.6744540395117744,5
misspecified,80,flow_jump_observation,all,latent_aligned_r2,0.6317542740138142,0.6206741846792468,0.029664819615775904,0.6023353216606314,0.6746379018452154,5
misspecified,80,gru_from_scratch,all,latent_aligned_r2,0.7279977947059246,0.7298612564992814,0.016280024509679945,0.7045383617101381,0.7433739026097074,5
misspecified,100,flow_jump,all,latent_aligned_r2,0.6268398688839827,0.640806339046158,0.04096875405400451,0.5613607460607929,0.6664680726508451,5
misspecified,100,flow_jump_observation,all,latent_aligned_r2,0.6254132524404314,0.6326224488032915,0.0402635714217868,0.5619604616284664,0.6673655884054297,5
misspecified,100,gru_from_scratch,all,latent_aligned_r2,0.7284980056109918,0.7325524248510177,0.014247116809904538,0.7045506468686664,0.7420743305528159,5
