model,n_train,n_fit,n_validation,seed,cohort_seed,subset_seed,model_seed,split,site_or_shift,metric,world,benchmark,ablation,ablated_value,ablated_parameters,full_value,full_parameters,raw_delta_ablated_minus_full,oriented_component_benefit
flow_jump_observation,10,8,2,204,104,204,304,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4787591038542933,5554,0.4812842836800396,7642,-0.002525179825746293,0.002525179825746293
flow_jump,10,8,2,205,105,205,305,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4843875570392945,4879,0.4918233871032229,6967,-0.007435830063928395,0.007435830063928395
flow_jump_observation,10,8,2,205,105,205,305,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4844073641804376,5554,0.4919862528957949,7642,-0.007578888715357279,0.007578888715357279
flow_jump,10,8,2,201,101,201,301,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5213535092310376,4879,0.4844430419151024,6967,0.036910467315935225,-0.036910467315935225
flow_jump_observation,10,8,2,201,101,201,301,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5213516672600446,5554,0.4843976504870566,7642,0.036954016772987985,-0.036954016772987985
flow_jump,10,8,2,202,102,202,302,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5020688213332986,4879,0.5354363321748914,6967,-0.03336751084159284,0.03336751084159284
flow_jump_observation,10,8,2,202,102,202,302,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5032838855158279,5554,0.5353241765922316,7642,-0.032040291076403715,0.032040291076403715
flow_jump,10,8,2,203,103,203,303,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4960601794664851,4879,0.4910122989593188,6967,0.0050478805071663135,-0.0050478805071663135
flow_jump_observation,10,8,2,203,103,203,303,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.496149990704566,5554,0.4916415596818668,7642,0.004508431022699211,-0.004508431022699211
flow_jump,10,8,2,204,104,204,304,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5091898981672002,4879,0.5000548339620484,6967,0.009135064205151755,-0.009135064205151755
flow_jump_observation,10,8,2,204,104,204,304,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5091412560966316,5554,0.4995637693377533,7642,0.009577486758878317,-0.009577486758878317
flow_jump,10,8,2,205,105,205,305,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4873638228182131,4879,0.5297064553888173,6967,-0.04234263257060422,0.04234263257060422
flow_jump_observation,10,8,2,205,105,205,305,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4872589625377984,5554,0.5297409168151225,7642,-0.0424819542773241,0.0424819542773241
flow_jump,10,8,2,201,101,201,301,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4964880595059509,4879,0.5071177595534555,6967,-0.010629700047504631,0.010629700047504631
flow_jump_observation,10,8,2,201,101,201,301,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4966100859158626,5554,0.5071225853401582,7642,-0.010512499424295607,0.010512499424295607
flow_jump,10,8,2,202,102,202,302,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4953305634911272,4879,0.4940727536962868,6967,0.0012578097948404143,-0.0012578097948404143
flow_jump_observation,10,8,2,202,102,202,302,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4953898881580874,5554,0.4939545701591167,7642,0.0014353179989706755,-0.0014353179989706755
flow_jump,10,8,2,203,103,203,303,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.5019985443354684,4879,0.5055742766020966,6967,-0.0035757322666282176,0.0035757322666282176
flow_jump_observation,10,8,2,203,103,203,303,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.5019945151873487,5554,0.5059086805663573,7642,-0.003914165379008572,0.003914165379008572
flow_jump,10,8,2,204,104,204,304,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.5053018357057389,4879,0.4888368912640103,6967,0.016464944441728635,-0.016464944441728635
flow_jump_observation,10,8,2,204,104,204,304,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.5052494060444286,5554,0.4885167137097627,7642,0.0167326923346659,-0.0167326923346659
flow_jump,10,8,2,205,105,205,305,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4884450092152738,4879,0.522917499137735,6967,-0.034472489922461214,0.034472489922461214
flow_jump_observation,10,8,2,205,105,205,305,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4884663529662874,5554,0.5229604807012652,7642,-0.03449412773497784,0.03449412773497784
flow_jump,10,8,2,201,101,201,301,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0248654497250867,4879,0.022674717638353,6967,-0.0475401673634397,0.0475401673634397
flow_jump_observation,10,8,2,201,101,201,301,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0247415813441819,5554,0.0227249348531015,7642,-0.0474665161972834,0.0474665161972834
flow_jump,10,8,2,202,102,202,302,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0067382578421713,4879,-0.0413635784786046,6967,0.034625320636433296,-0.034625320636433296
flow_jump_observation,10,8,2,202,102,202,302,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0078939973577405,5554,-0.0413696064331148,7642,0.033475609075374294,-0.033475609075374294
flow_jump,10,8,2,203,103,203,303,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.0059383648689833,4879,0.0145619776427777,6967,-0.0086236127737944,0.0086236127737944
flow_jump_observation,10,8,2,203,103,203,303,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.0058445244827827,5554,0.0142671208844904,7642,-0.0084225964017077,0.0084225964017077
flow_jump,10,8,2,204,104,204,304,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0038880624614612,4879,-0.0112179426980381,6967,0.007329880236576899,-0.007329880236576899
flow_jump_observation,10,8,2,204,104,204,304,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.003891850052203,5554,-0.0110470556279906,7642,0.007155205575787601,-0.007155205575787601
flow_jump,10,8,2,205,105,205,305,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.0010811863970606,4879,-0.0067889562510823,6967,0.0078701426481429,-0.0078701426481429
flow_jump_observation,10,8,2,205,105,205,305,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.0012073904284889,5554,-0.0067804361138572,7642,0.0079878265423461,-0.0079878265423461
flow_jump,20,16,4,201,101,201,301,test,all,event_roc_auc,site_shift,low_n,no_jump,0.497345240280042,4879,0.5109263224345414,6967,-0.01358108215449938,0.01358108215449938
flow_jump_observation,20,16,4,201,101,201,301,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4974420265040035,5554,0.5109817439834909,7642,-0.013539717479487456,0.013539717479487456
flow_jump,20,16,4,202,102,202,302,test,all,event_roc_auc,site_shift,low_n,no_jump,0.5032872106207085,4879,0.5092654659350871,6967,-0.005978255314378678,0.005978255314378678
flow_jump_observation,20,16,4,202,102,202,302,test,all,event_roc_auc,site_shift,low_n,no_jump,0.5033210869376887,5554,0.5091987675723271,7642,-0.005877680634638338,0.005877680634638338
flow_jump,20,16,4,203,103,203,303,test,all,event_roc_auc,site_shift,low_n,no_jump,0.5050155284688689,4879,0.5048094772548148,6967,0.00020605121405403715,-0.00020605121405403715
flow_jump_observation,20,16,4,203,103,203,303,test,all,event_roc_auc,site_shift,low_n,no_jump,0.5050367716563405,5554,0.5048711266237976,7642,0.00016564503254290486,-0.00016564503254290486
flow_jump,20,16,4,204,104,204,304,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4840678398959881,4879,0.4769586302287361,6967,0.007109209667252037,-0.007109209667252037
flow_jump_observation,20,16,4,204,104,204,304,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4841101510086,5554,0.4767889425458148,7642,0.0073212084627852225,-0.0073212084627852225
flow_jump,20,16,4,205,105,205,305,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4854229136000332,4879,0.4861648640564218,6967,-0.0007419504563885848,0.0007419504563885848
flow_jump_observation,20,16,4,205,105,205,305,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4854088738115273,5554,0.4859176887677516,7642,-0.0005088149562242905,0.0005088149562242905
flow_jump,20,16,4,201,101,201,301,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5153156598847927,4879,0.5089669779334507,6967,0.006348681951341972,-0.006348681951341972
flow_jump_observation,20,16,4,201,101,201,301,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.51510337272783,5554,0.5090522348765629,7642,0.006051137851267097,-0.006051137851267097
flow_jump,20,16,4,202,102,202,302,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4824232193633891,4879,0.4880645498933773,6967,-0.005641330529988164,0.005641330529988164
flow_jump_observation,20,16,4,202,102,202,302,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4824774596542749,5554,0.4879561373671777,7642,-0.00547867771290278,0.00547867771290278
flow_jump,20,16,4,203,103,203,303,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4768979652370557,4879,0.4802625398431872,6967,-0.0033645746061314874,0.0033645746061314874
flow_jump_observation,20,16,4,203,103,203,303,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4765859832305015,5554,0.481020318526644,7642,-0.004434335296142511,0.004434335296142511
flow_jump,20,16,4,204,104,204,304,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5066341949588478,4879,0.4917911594078646,6967,0.014843035550983152,-0.014843035550983152
flow_jump_observation,20,16,4,204,104,204,304,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5065681084247827,5554,0.4914947821406797,7642,0.015073326284103017,-0.015073326284103017
flow_jump,20,16,4,205,105,205,305,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.481464565696185,4879,0.5013156307275276,6967,-0.019851065031342596,0.019851065031342596
flow_jump_observation,20,16,4,205,105,205,305,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4809063804336107,5554,0.5025072131551521,7642,-0.021600832721541396,0.021600832721541396
flow_jump,20,16,4,201,101,201,301,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.5053882357518273,4879,0.5036930260777625,6967,0.0016952096740648903,-0.0016952096740648903
flow_jump_observation,20,16,4,201,101,201,301,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.5055150415466465,5554,0.5036564485737436,7642,0.0018585929729029171,-0.0018585929729029171
flow_jump,20,16,4,202,102,202,302,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4732010331153888,4879,0.4781573087496644,6967,-0.0049562756342755865,0.0049562756342755865
flow_jump_observation,20,16,4,202,102,202,302,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4732355466724702,5554,0.4779929890354368,7642,-0.004757442362966602,0.004757442362966602
flow_jump,20,16,4,203,103,203,303,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4996755092219817,4879,0.5032611904440809,6967,-0.003585681222099235,0.003585681222099235
flow_jump_observation,20,16,4,203,103,203,303,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4996764213373137,5554,0.5034450749389869,7642,-0.003768653601673222,0.003768653601673222
flow_jump,20,16,4,204,104,204,304,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4924248619021135,4879,0.4893148013081049,6967,0.00311006059400859,-0.00311006059400859
flow_jump_observation,20,16,4,204,104,204,304,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4924129053976049,5554,0.4890045157512968,7642,0.00340838964630813,-0.00340838964630813
flow_jump,20,16,4,205,105,205,305,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4793134713318111,4879,0.490442285172704,6967,-0.01112881384089287,0.01112881384089287
flow_jump_observation,20,16,4,205,105,205,305,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4781846536041921,5554,0.4907687369111307,7642,-0.01258408330693861,0.01258408330693861
flow_jump,20,16,4,201,101,201,301,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0099274241329653,4879,-0.0052739518556882,6967,-0.004653472277277099,0.004653472277277099
flow_jump_observation,20,16,4,201,101,201,301,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0095883311811835,5554,-0.0053957863028193,7642,-0.004192544878364201,0.004192544878364201
flow_jump,20,16,4,202,102,202,302,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0092221862480003,4879,-0.0099072411437129,6967,0.0006850548957126005,-0.0006850548957126005
flow_jump_observation,20,16,4,202,102,202,302,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0092419129818047,5554,-0.0099631483317408,7642,0.0007212353499360998,-0.0007212353499360998
flow_jump,20,16,4,203,103,203,303,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.0227775439849259,4879,0.0229986506008937,6967,-0.00022110661596779976,0.00022110661596779976
flow_jump_observation,20,16,4,203,103,203,303,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.0230904381068122,5554,0.0224247564123428,7642,0.0006656816944694,-0.0006656816944694
flow_jump,20,16,4,204,104,204,304,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0142093330567342,4879,-0.0024763580997597,6967,-0.0117329749569745,0.0117329749569745
flow_jump_observation,20,16,4,204,104,204,304,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0141552030271777,5554,-0.0024902663893829,7642,-0.011664936637794799,0.011664936637794799
flow_jump,20,16,4,205,105,205,305,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0021510943643738,4879,-0.0108733455548235,6967,0.0087222511904497,-0.0087222511904497
flow_jump_observation,20,16,4,205,105,205,305,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0027217268294185,5554,-0.0117384762440213,7642,0.009016749414602801,-0.009016749414602801
flow_jump,40,32,8,201,101,201,301,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4906177554640071,4879,0.5182083930399538,6967,-0.027590637575946708,0.027590637575946708
flow_jump_observation,40,32,8,201,101,201,301,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4906891289509945,5554,0.5182147825281074,7642,-0.027525653577112896,0.027525653577112896
flow_jump,40,32,8,202,102,202,302,test,all,event_roc_auc,site_shift,low_n,no_jump,0.490269321188427,4879,0.4857325967193984,6967,0.004536724469028586,-0.004536724469028586
flow_jump_observation,40,32,8,202,102,202,302,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4907137209361168,5554,0.4860705220577832,7642,0.004643198878333588,-0.004643198878333588
flow_jump,40,32,8,203,103,203,303,test,all,event_roc_auc,site_shift,low_n,no_jump,0.5041665153798716,4879,0.5017568109034971,6967,0.0024097044763744524,-0.0024097044763744524
flow_jump_observation,40,32,8,203,103,203,303,test,all,event_roc_auc,site_shift,low_n,no_jump,0.5041911555162135,5554,0.501733039265423,7642,0.0024581162507905097,-0.0024581162507905097
flow_jump,40,32,8,204,104,204,304,test,all,event_roc_auc,site_shift,low_n,no_jump,0.5111762475235265,4879,0.4782852883403125,6967,0.03289095918321405,-0.03289095918321405
flow_jump_observation,40,32,8,204,104,204,304,test,all,event_roc_auc,site_shift,low_n,no_jump,0.5112636698523121,5554,0.478013650153091,7642,0.03325001969922109,-0.03325001969922109
flow_jump,40,32,8,205,105,205,305,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4832519193077308,4879,0.4914862057308803,6967,-0.008234286423149495,0.008234286423149495
flow_jump_observation,40,32,8,205,105,205,305,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4844956931321161,5554,0.4915809672267886,7642,-0.007085274094672522,0.007085274094672522
flow_jump,40,32,8,201,101,201,301,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5122358843842173,4879,0.4828857870097364,6967,0.02935009737448091,-0.02935009737448091
flow_jump_observation,40,32,8,201,101,201,301,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5121665473332602,5554,0.4828667752376998,7642,0.029299772095560395,-0.029299772095560395
flow_jump,40,32,8,202,102,202,302,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4814379788475115,4879,0.5053828554675235,6967,-0.02394487662001199,0.02394487662001199
flow_jump_observation,40,32,8,202,102,202,302,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4813832621676216,5554,0.505249058212967,7642,-0.023865796045345333,0.023865796045345333
flow_jump,40,32,8,203,103,203,303,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4746872002047905,4879,0.505011327391473,6967,-0.030324127186682537,0.030324127186682537
flow_jump_observation,40,32,8,203,103,203,303,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4744836552277532,5554,0.5053486288332607,7642,-0.030864973605507495,0.030864973605507495
flow_jump,40,32,8,204,104,204,304,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5127673230071635,4879,0.5012859486930346,6967,0.01148137431412899,-0.01148137431412899
flow_jump_observation,40,32,8,204,104,204,304,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.512768454218107,5554,0.5007033155197379,7642,0.012065138698369116,-0.012065138698369116
flow_jump,40,32,8,205,105,205,305,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4835507975542014,4879,0.5077450932576252,6967,-0.024194295703423796,0.024194295703423796
flow_jump_observation,40,32,8,205,105,205,305,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4834418943131587,5554,0.5076505649877043,7642,-0.02420867067454563,0.02420867067454563
flow_jump,40,32,8,201,101,201,301,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.5006975813884007,4879,0.5139561699881923,6967,-0.013258588599791565,0.013258588599791565
flow_jump_observation,40,32,8,201,101,201,301,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.50071714490084,5554,0.5139096341433442,7642,-0.013192489242504268,0.013192489242504268
flow_jump,40,32,8,202,102,202,302,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4780943270826862,4879,0.4836646045960155,6967,-0.005570277513329336,0.005570277513329336
flow_jump_observation,40,32,8,202,102,202,302,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4780387634767202,5554,0.4837663514542424,7642,-0.005727587977522208,0.005727587977522208
flow_jump,40,32,8,203,103,203,303,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4944825325979289,4879,0.5133743139002043,6967,-0.018891781302275368,0.018891781302275368
flow_jump_observation,40,32,8,203,103,203,303,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4944460658692595,5554,0.5134597027139688,7642,-0.019013636844709303,0.019013636844709303
flow_jump,40,32,8,204,104,204,304,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4916075297780765,4879,0.4916270829423911,6967,-1.955316431462295e-05,1.955316431462295e-05
flow_jump_observation,40,32,8,204,104,204,304,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4916558771100818,5554,0.4914146462024149,7642,0.0002412309076669228,-0.0002412309076669228
flow_jump,40,32,8,205,105,205,305,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4849403586505013,4879,0.4930762809960897,6967,-0.008135922345588409,0.008135922345588409
flow_jump_observation,40,32,8,205,105,205,305,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4850234527601139,5554,0.4929970915118272,7642,-0.007973638751713308,0.007973638751713308
flow_jump,40,32,8,201,101,201,301,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0115383029958165,4879,0.0310703829784558,6967,-0.0426086859742723,0.0426086859742723
flow_jump_observation,40,32,8,201,101,201,301,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0114494024324202,5554,0.0310428589056444,7642,-0.0424922613380646,0.0424922613380646
flow_jump,40,32,8,202,102,202,302,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0033436517648253,4879,-0.0217182508715079,6967,0.0183745991066826,-0.0183745991066826
flow_jump_observation,40,32,8,202,102,202,302,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0033444986909014,5554,-0.0214827067587244,7642,0.018138208067823,-0.018138208067823
flow_jump,40,32,8,203,103,203,303,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.0197953323931383,4879,0.0083629865087312,6967,0.011432345884407098,-0.011432345884407098
flow_jump_observation,40,32,8,203,103,203,303,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.0199624106415062,5554,0.008111073880708,7642,0.0118513367607982,-0.0118513367607982
flow_jump,40,32,8,204,104,204,304,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.021159793229087,4879,-0.0096588657506434,6967,-0.011500927478443598,0.011500927478443598
flow_jump_observation,40,32,8,204,104,204,304,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0211125771080251,5554,-0.0092886693173229,7642,-0.0118239077907022,0.0118239077907022
flow_jump,40,32,8,205,105,205,305,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.0013895610962999,4879,-0.0146688122615354,6967,0.0160583733578353,-0.0160583733578353
flow_jump_observation,40,32,8,205,105,205,305,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.0015815584469551,5554,-0.014653473475877,7642,0.0162350319228321,-0.0162350319228321
flow_jump,80,64,16,201,101,201,301,test,all,event_roc_auc,site_shift,low_n,no_jump,0.498424025486158,4879,0.4957553250647741,6967,0.002668700421383896,-0.002668700421383896
flow_jump_observation,80,64,16,201,101,201,301,test,all,event_roc_auc,site_shift,low_n,no_jump,0.49847508330513,5554,0.4957361783826597,7642,0.002738904922470309,-0.002738904922470309
flow_jump,80,64,16,202,102,202,302,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4970244975762374,4879,0.5043887215491302,6967,-0.007364223972892769,0.007364223972892769
flow_jump_observation,80,64,16,202,102,202,302,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4973493178348671,5554,0.5046526105179234,7642,-0.0073032926830563505,0.0073032926830563505
flow_jump,80,64,16,203,103,203,303,test,all,event_roc_auc,site_shift,low_n,no_jump,0.5050702858838549,4879,0.4988834754364596,6967,0.00618681044739533,-0.00618681044739533
flow_jump_observation,80,64,16,203,103,203,303,test,all,event_roc_auc,site_shift,low_n,no_jump,0.5051084998076416,5554,0.4987785902625767,7642,0.0063299095450649046,-0.0063299095450649046
flow_jump,80,64,16,204,104,204,304,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4851320903124859,4879,0.4797019015376649,6967,0.005430188774820988,-0.005430188774820988
flow_jump_observation,80,64,16,204,104,204,304,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4855985467603224,5554,0.4796505780314287,7642,0.005947968728893693,-0.005947968728893693
flow_jump,80,64,16,205,105,205,305,test,all,event_roc_auc,site_shift,low_n,no_jump,0.4864281454734384,4879,0.489843147114834,6967,-0.003415001641395632,0.003415001641395632
flow_jump_observation,80,64,16,205,105,205,305,test,all,event_roc_auc,site_shift,low_n,no_jump,0.486438491325654,5554,0.4899046490311166,7642,-0.0034661577054626025,0.0034661577054626025
flow_jump,80,64,16,201,101,201,301,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5199755175741136,4879,0.4831641219837396,6967,0.03681139559037405,-0.03681139559037405
flow_jump_observation,80,64,16,201,101,201,301,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.5197710587938721,5554,0.4831322821994291,7642,0.03663877659444298,-0.03663877659444298
flow_jump,80,64,16,202,102,202,302,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4943137527924902,4879,0.4981558301098812,6967,-0.0038420773173910017,0.0038420773173910017
flow_jump_observation,80,64,16,202,102,202,302,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4944144750390536,5554,0.4996905513141054,7642,-0.0052760762750517776,0.0052760762750517776
flow_jump,80,64,16,203,103,203,303,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.474949300013655,4879,0.4859792026741049,6967,-0.011029902660449897,0.011029902660449897
flow_jump_observation,80,64,16,203,103,203,303,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4745375536117214,5554,0.4874422003858099,7642,-0.01290464677408848,0.01290464677408848
flow_jump,80,64,16,204,104,204,304,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4948190538789818,4879,0.4839738964144185,6967,0.010845157464563271,-0.010845157464563271
flow_jump_observation,80,64,16,204,104,204,304,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4945923353909465,5554,0.4835484420248437,7642,0.011043893366102786,-0.011043893366102786
flow_jump,80,64,16,205,105,205,305,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4839303224614057,4879,0.5126954097636858,6967,-0.028765087302280057,0.028765087302280057
flow_jump_observation,80,64,16,205,105,205,305,test,site_0,event_roc_auc,site_shift,observation_shift,no_jump,0.4832185688689464,5554,0.511248735772629,7642,-0.028030166903682596,0.028030166903682596
flow_jump,80,64,16,201,101,201,301,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4983623929989425,4879,0.5096611012405041,6967,-0.011298708241561595,0.011298708241561595
flow_jump_observation,80,64,16,201,101,201,301,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4984526651136604,5554,0.5096535274363735,7642,-0.011200862322713112,0.011200862322713112
flow_jump,80,64,16,202,102,202,302,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4752354722738275,4879,0.4737627121445903,6967,0.001472760129237194,-0.001472760129237194
flow_jump_observation,80,64,16,202,102,202,302,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4754614084741322,5554,0.4740118415543594,7642,0.0014495669197728267,-0.0014495669197728267
flow_jump,80,64,16,203,103,203,303,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4941793883846154,4879,0.5032488628349007,6967,-0.009069474450285275,0.009069474450285275
flow_jump_observation,80,64,16,203,103,203,303,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4942116777783605,5554,0.5037035127263032,7642,-0.009491834947942701,0.009491834947942701
flow_jump,80,64,16,204,104,204,304,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4944183379975285,4879,0.4807436137638009,6967,0.013674724233727564,-0.013674724233727564
flow_jump_observation,80,64,16,204,104,204,304,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4942686249245884,5554,0.4805470446799168,7642,0.013721580244671572,-0.013721580244671572
flow_jump,80,64,16,205,105,205,305,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4830595284912509,4879,0.4913384030832047,6967,-0.008278874591953811,0.008278874591953811
flow_jump_observation,80,64,16,205,105,205,305,test,site_1,event_roc_auc,site_shift,observation_shift,no_jump,0.4828396165139335,5554,0.4901269464020389,7642,-0.007287329888105432,0.007287329888105432
flow_jump,80,64,16,201,101,201,301,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0216131245751711,4879,0.0264969792567645,6967,-0.0481101038319356,0.0481101038319356
flow_jump_observation,80,64,16,201,101,201,301,test,site_1_minus_site_0,event_roc_auc,site_shift,observation_shift,no_jump,-0.0213183936802117,5554,0.0265212452369443,7642,-0.047839638917156,0.047839638917156
