model,n_train,n_fit,n_validation,seed,cohort_seed,subset_seed,model_seed,split,site_or_shift,metric,world,benchmark,ablation,ablated_value,ablated_parameters,full_value,full_parameters,raw_delta_ablated_minus_full,oriented_component_benefit
flow_jump_observation,20,16,4,202,102,202,302,test,all,mae,jumps,low_n,no_jump,1.2121541500091553,5554,1.3517862558364868,7642,-0.13963210582733154,-0.13963210582733154
flow_jump,20,16,4,203,103,203,303,test,all,mae,jumps,low_n,no_jump,0.9948131442070008,4879,1.0728731155395508,6967,-0.07805997133254994,-0.07805997133254994
flow_jump_observation,20,16,4,203,103,203,303,test,all,mae,jumps,low_n,no_jump,0.9974725842475892,5554,1.0725001096725464,7642,-0.07502752542495716,-0.07502752542495716
flow_jump,20,16,4,204,104,204,304,test,all,mae,jumps,low_n,no_jump,1.3805650472640991,4879,1.000491738319397,6967,0.38007330894470215,0.38007330894470215
flow_jump_observation,20,16,4,204,104,204,304,test,all,mae,jumps,low_n,no_jump,1.3804311752319336,5554,1.0024468898773191,7642,0.3779842853546145,0.3779842853546145
flow_jump,20,16,4,205,105,205,305,test,all,mae,jumps,low_n,no_jump,0.957064688205719,4879,1.188221096992493,6967,-0.2311564087867739,-0.2311564087867739
flow_jump_observation,20,16,4,205,105,205,305,test,all,mae,jumps,low_n,no_jump,0.9579046368598938,5554,1.188234567642212,7642,-0.23032993078231812,-0.23032993078231812
flow_jump,40,32,8,201,101,201,301,test,all,mae,jumps,low_n,no_jump,1.0374672412872314,4879,0.9127888679504396,6967,0.12467837333679188,0.12467837333679188
flow_jump_observation,40,32,8,201,101,201,301,test,all,mae,jumps,low_n,no_jump,1.0376694202423096,5554,0.9126986265182496,7642,0.12497079372405995,0.12497079372405995
flow_jump,40,32,8,202,102,202,302,test,all,mae,jumps,low_n,no_jump,0.8849999904632568,4879,1.375932216644287,6967,-0.4909322261810303,-0.4909322261810303
flow_jump_observation,40,32,8,202,102,202,302,test,all,mae,jumps,low_n,no_jump,0.8854689598083496,5554,1.37570321559906,7642,-0.49023425579071045,-0.49023425579071045
flow_jump,40,32,8,203,103,203,303,test,all,mae,jumps,low_n,no_jump,1.2487789392471311,4879,1.0622025728225708,6967,0.18657636642456032,0.18657636642456032
flow_jump_observation,40,32,8,203,103,203,303,test,all,mae,jumps,low_n,no_jump,1.2512445449829102,5554,1.0623916387557983,7642,0.18885290622711182,0.18885290622711182
flow_jump,40,32,8,204,104,204,304,test,all,mae,jumps,low_n,no_jump,1.333954691886902,4879,1.1195999383926392,6967,0.21435475349426292,0.21435475349426292
flow_jump_observation,40,32,8,204,104,204,304,test,all,mae,jumps,low_n,no_jump,1.333970308303833,5554,1.1195800304412842,7642,0.21439027786254883,0.21439027786254883
flow_jump,40,32,8,205,105,205,305,test,all,mae,jumps,low_n,no_jump,0.9055865406990052,4879,1.054357886314392,6967,-0.14877134561538685,-0.14877134561538685
flow_jump_observation,40,32,8,205,105,205,305,test,all,mae,jumps,low_n,no_jump,0.9081295728683472,5554,1.054218292236328,7642,-0.14608871936798073,-0.14608871936798073
flow_jump,80,64,16,201,101,201,301,test,all,mae,jumps,low_n,no_jump,0.9195922017097472,4879,0.929795503616333,6967,-0.010203301906585804,-0.010203301906585804
flow_jump_observation,80,64,16,201,101,201,301,test,all,mae,jumps,low_n,no_jump,0.9217153787612916,5554,0.9297186732292176,7642,-0.008003294467926025,-0.008003294467926025
flow_jump,80,64,16,202,102,202,302,test,all,mae,jumps,low_n,no_jump,0.8500171303749084,4879,1.1937865018844604,6967,-0.343769371509552,-0.343769371509552
flow_jump_observation,80,64,16,202,102,202,302,test,all,mae,jumps,low_n,no_jump,0.8498530387878418,5554,1.1933345794677734,7642,-0.34348154067993164,-0.34348154067993164
flow_jump,80,64,16,203,103,203,303,test,all,mae,jumps,low_n,no_jump,1.2144567966461182,4879,1.0122064352035522,6967,0.20225036144256592,0.20225036144256592
flow_jump_observation,80,64,16,203,103,203,303,test,all,mae,jumps,low_n,no_jump,1.21363365650177,5554,1.012120008468628,7642,0.2015136480331421,0.2015136480331421
flow_jump,80,64,16,204,104,204,304,test,all,mae,jumps,low_n,no_jump,1.1456694602966309,4879,0.9739654064178468,6967,0.17170405387878407,0.17170405387878407
flow_jump_observation,80,64,16,204,104,204,304,test,all,mae,jumps,low_n,no_jump,1.1453737020492554,5554,0.9738642573356628,7642,0.17150944471359253,0.17150944471359253
flow_jump,80,64,16,205,105,205,305,test,all,mae,jumps,low_n,no_jump,0.7747460007667542,4879,1.1305537223815918,6967,-0.35580772161483765,-0.35580772161483765
flow_jump_observation,80,64,16,205,105,205,305,test,all,mae,jumps,low_n,no_jump,0.7739666700363159,5554,1.1305097341537476,7642,-0.35654306411743164,-0.35654306411743164
flow_jump,100,80,20,201,101,201,301,test,all,mae,jumps,low_n,no_jump,0.982260763645172,4879,0.9227391481399536,6967,0.059521615505218395,0.059521615505218395
flow_jump_observation,100,80,20,201,101,201,301,test,all,mae,jumps,low_n,no_jump,0.9768521785736084,5554,0.9227905869483948,7642,0.05406159162521362,0.05406159162521362
flow_jump,100,80,20,202,102,202,302,test,all,mae,jumps,low_n,no_jump,0.8391194343566895,4879,1.1255658864974976,6967,-0.2864464521408081,-0.2864464521408081
flow_jump_observation,100,80,20,202,102,202,302,test,all,mae,jumps,low_n,no_jump,0.8381856679916382,5554,1.1245981454849243,7642,-0.28641247749328613,-0.28641247749328613
flow_jump,100,80,20,203,103,203,303,test,all,mae,jumps,low_n,no_jump,0.9779943823814392,4879,0.9693376421928406,6967,0.008656740188598633,0.008656740188598633
flow_jump_observation,100,80,20,203,103,203,303,test,all,mae,jumps,low_n,no_jump,0.9791359901428224,5554,0.9693206548690796,7642,0.009815335273742787,0.009815335273742787
flow_jump,100,80,20,204,104,204,304,test,all,mae,jumps,low_n,no_jump,1.2649619579315186,4879,0.9490113854408264,6967,0.31595057249069214,0.31595057249069214
flow_jump_observation,100,80,20,204,104,204,304,test,all,mae,jumps,low_n,no_jump,1.264763355255127,5554,0.9485891461372375,7642,0.3161742091178894,0.3161742091178894
flow_jump,100,80,20,205,105,205,305,test,all,mae,jumps,low_n,no_jump,0.863757312297821,4879,1.018952488899231,6967,-0.1551951766014099,-0.1551951766014099
flow_jump_observation,100,80,20,205,105,205,305,test,all,mae,jumps,low_n,no_jump,0.8451694846153259,5554,1.017646074295044,7642,-0.17247658967971802,-0.17247658967971802
flow_jump,5,4,1,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.6632215976715088,4879,1.7882914543151855,6967,-0.12506985664367676,-0.12506985664367676
flow_jump_observation,5,4,1,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.6629753112792969,5554,1.7883583307266235,7642,-0.12538301944732666,-0.12538301944732666
flow_jump,5,4,1,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.7707154750823977,4879,1.925134539604187,6967,-0.15441906452178933,-0.15441906452178933
flow_jump_observation,5,4,1,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.7710672616958618,5554,1.92448890209198,7642,-0.15342164039611816,-0.15342164039611816
flow_jump,5,4,1,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,1.6114087104797363,4879,1.6679874658584597,6967,-0.05657875537872337,-0.05657875537872337
flow_jump_observation,5,4,1,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,1.6642740964889526,5554,1.727460265159607,7642,-0.0631861686706543,-0.0631861686706543
flow_jump,5,4,1,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,2.1215484142303467,4879,2.040388822555542,6967,0.08115959167480469,0.08115959167480469
flow_jump_observation,5,4,1,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,2.121569395065308,5554,2.040395021438598,7642,0.08117437362670987,0.08117437362670987
flow_jump,5,4,1,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,1.7625362873077393,4879,1.715030312538147,6967,0.047505974769592285,0.047505974769592285
flow_jump_observation,5,4,1,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,1.753580927848816,5554,1.714439868927002,7642,0.039141058921813965,0.039141058921813965
flow_jump,10,8,2,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.7978465557098389,4879,1.9850255250930784,6967,-0.18717896938323952,-0.18717896938323952
flow_jump_observation,10,8,2,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.7976089715957642,5554,1.9850376844406128,7642,-0.18742871284484863,-0.18742871284484863
flow_jump,10,8,2,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.8631000518798828,4879,1.8272113800048828,6967,0.035888671875,0.035888671875
flow_jump_observation,10,8,2,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.859529733657837,5554,1.827064156532288,7642,0.03246557712554887,0.03246557712554887
flow_jump,10,8,2,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,1.8518065214157104,4879,1.9419660568237305,6967,-0.09015953540802002,-0.09015953540802002
flow_jump_observation,10,8,2,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,1.8629395961761477,5554,1.942336916923523,7642,-0.07939732074737527,-0.07939732074737527
flow_jump,10,8,2,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,2.1967313289642334,4879,1.7318998575210571,6967,0.46483147144317627,0.46483147144317627
flow_jump_observation,10,8,2,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,2.1966772079467773,5554,1.7316477298736572,7642,0.4650294780731201,0.4650294780731201
flow_jump,10,8,2,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,2.2210872173309326,4879,1.8487334251403809,6967,0.37235379219055176,0.37235379219055176
flow_jump_observation,10,8,2,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,2.222617626190185,5554,1.8484662771224976,7642,0.37415134906768754,0.37415134906768754
flow_jump,20,16,4,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.365492582321167,4879,1.169053077697754,6967,0.19643950462341309,0.19643950462341309
flow_jump_observation,20,16,4,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.3750402927398682,5554,1.188030242919922,7642,0.18701004981994607,0.18701004981994607
flow_jump,20,16,4,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.8525389432907104,4879,2.0020952224731445,6967,-0.14955627918243408,-0.14955627918243408
flow_jump_observation,20,16,4,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.8529291152954104,5554,1.9036221504211424,7642,-0.05069303512573198,-0.05069303512573198
flow_jump,20,16,4,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,1.9087985754013064,4879,1.853951930999756,6967,0.05484664440155029,0.05484664440155029
flow_jump_observation,20,16,4,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,1.9047271013259888,5554,1.8518846035003664,7642,0.05284249782562234,0.05284249782562234
flow_jump,20,16,4,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,1.7559804916381836,4879,1.6055229902267456,6967,0.150457501411438,0.150457501411438
flow_jump_observation,20,16,4,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,1.7568764686584473,5554,1.6043157577514648,7642,0.15256071090698242,0.15256071090698242
flow_jump,20,16,4,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,1.2020580768585205,4879,1.3810632228851318,6967,-0.17900514602661133,-0.17900514602661133
flow_jump_observation,20,16,4,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,1.1278952360153198,5554,1.377098798751831,7642,-0.24920356273651123,-0.24920356273651123
flow_jump,40,32,8,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.6478819847106934,4879,1.6145573854446411,6967,0.033324599266052246,0.033324599266052246
flow_jump_observation,40,32,8,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.648155689239502,5554,1.611472725868225,7642,0.036682963371276855,0.036682963371276855
flow_jump,40,32,8,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.8811885118484497,4879,2.07169771194458,6967,-0.19050920009613037,-0.19050920009613037
flow_jump_observation,40,32,8,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.8808728456497192,5554,2.068775415420532,7642,-0.18790256977081254,-0.18790256977081254
flow_jump,40,32,8,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,2.1835274696350098,4879,1.6408222913742063,6967,0.5427051782608034,0.5427051782608034
flow_jump_observation,40,32,8,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,2.1835315227508545,5554,1.646038055419922,7642,0.5374934673309324,0.5374934673309324
flow_jump,40,32,8,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,2.0377814769744877,4879,1.4403154850006104,6967,0.5974659919738774,0.5974659919738774
flow_jump_observation,40,32,8,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,2.033937931060791,5554,1.4343106746673584,7642,0.5996272563934326,0.5996272563934326
flow_jump,40,32,8,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,1.379539132118225,4879,1.6105493307113647,6967,-0.23101019859313965,-0.23101019859313965
flow_jump_observation,40,32,8,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,1.4021185636520386,5554,1.6110316514968872,7642,-0.20891308784484863,-0.20891308784484863
flow_jump,80,64,16,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.5179340839385986,4879,1.5875558853149414,6967,-0.06962180137634277,-0.06962180137634277
flow_jump_observation,80,64,16,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.520909309387207,5554,1.5846198797225952,7642,-0.06371057033538818,-0.06371057033538818
flow_jump,80,64,16,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.7833551168441772,4879,1.5088491439819336,6967,0.27450597286224365,0.27450597286224365
flow_jump_observation,80,64,16,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.7756623029708862,5554,1.5265122652053833,7642,0.24915003776550293,0.24915003776550293
flow_jump,80,64,16,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,1.8001692295074463,4879,1.4919977188110352,6967,0.30817151069641113,0.30817151069641113
flow_jump_observation,80,64,16,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,1.8030606508255005,5554,1.4814990758895874,7642,0.3215615749359131,0.3215615749359131
flow_jump,80,64,16,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,1.8484283685684204,4879,1.3519927263259888,6967,0.49643564224243164,0.49643564224243164
flow_jump_observation,80,64,16,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,1.9002580642700195,5554,1.34097158908844,7642,0.5592864751815796,0.5592864751815796
flow_jump,80,64,16,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,1.1040551662445068,4879,1.4154770374298096,6967,-0.31142187118530273,-0.31142187118530273
flow_jump_observation,80,64,16,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,1.1010116338729858,5554,1.4043810367584229,7642,-0.303369402885437,-0.303369402885437
flow_jump,100,80,20,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.633939266204834,4879,1.593286633491516,6967,0.04065263271331809,0.04065263271331809
flow_jump_observation,100,80,20,201,101,201,301,test,all,mae,misspecified,low_n,no_jump,1.6351872682571411,5554,1.5915234088897705,7642,0.043663859367370605,0.043663859367370605
flow_jump,100,80,20,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.6552289724349976,4879,1.849901795387268,6967,-0.1946728229522705,-0.1946728229522705
flow_jump_observation,100,80,20,202,102,202,302,test,all,mae,misspecified,low_n,no_jump,1.65776526927948,5554,1.9099061489105225,7642,-0.2521408796310425,-0.2521408796310425
flow_jump,100,80,20,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,1.8553465604782104,4879,1.5518194437026978,6967,0.3035271167755127,0.3035271167755127
flow_jump_observation,100,80,20,203,103,203,303,test,all,mae,misspecified,low_n,no_jump,1.8564882278442385,5554,1.554901361465454,7642,0.3015868663787844,0.3015868663787844
flow_jump,100,80,20,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,1.7410997152328491,4879,1.590121507644653,6967,0.15097820758819602,0.15097820758819602
flow_jump_observation,100,80,20,204,104,204,304,test,all,mae,misspecified,low_n,no_jump,1.7389652729034424,5554,1.5880136489868164,7642,0.15095162391662598,0.15095162391662598
flow_jump,100,80,20,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,1.0304986238479614,4879,1.469709873199463,6967,-0.43921124935150146,-0.43921124935150146
flow_jump_observation,100,80,20,205,105,205,305,test,all,mae,misspecified,low_n,no_jump,0.9997542500495912,5554,1.465036153793335,7642,-0.4652819037437438,-0.4652819037437438
flow_jump,5,4,1,201,101,201,301,test,all,mae,site_shift,low_n,no_jump,0.603805661201477,4879,0.6235316395759583,6967,-0.0197259783744812,-0.0197259783744812
flow_jump_observation,5,4,1,201,101,201,301,test,all,mae,site_shift,low_n,no_jump,0.6038542985916138,5554,0.6235237121582031,7642,-0.019669413566589355,-0.019669413566589355
flow_jump,5,4,1,202,102,202,302,test,all,mae,site_shift,low_n,no_jump,0.587608277797699,4879,0.6703136563301086,6967,-0.08270537853240967,-0.08270537853240967
flow_jump_observation,5,4,1,202,102,202,302,test,all,mae,site_shift,low_n,no_jump,0.5873307585716248,5554,0.6702578067779541,7642,-0.08292704820632935,-0.08292704820632935
flow_jump,5,4,1,203,103,203,303,test,all,mae,site_shift,low_n,no_jump,0.6018253564834595,4879,0.8202094435691833,6967,-0.21838408708572388,-0.21838408708572388
flow_jump_observation,5,4,1,203,103,203,303,test,all,mae,site_shift,low_n,no_jump,0.6013410091400146,5554,0.8202173113822937,7642,-0.21887630224227905,-0.21887630224227905
flow_jump,5,4,1,204,104,204,304,test,all,mae,site_shift,low_n,no_jump,0.916201651096344,4879,0.6487753391265869,6967,0.2674263119697571,0.2674263119697571
flow_jump_observation,5,4,1,204,104,204,304,test,all,mae,site_shift,low_n,no_jump,0.9161671996116638,5554,0.6442515850067139,7642,0.27191561460494995,0.27191561460494995
flow_jump,5,4,1,205,105,205,305,test,all,mae,site_shift,low_n,no_jump,0.6835890412330627,4879,0.6208787560462952,6967,0.06271028518676758,0.06271028518676758
flow_jump_observation,5,4,1,205,105,205,305,test,all,mae,site_shift,low_n,no_jump,0.6722444891929626,5554,0.6177068948745728,7642,0.05453759431838989,0.05453759431838989
flow_jump,5,4,1,201,101,201,301,test,site_0,mae,site_shift,observation_shift,no_jump,0.5331659913063049,4879,0.5081449151039124,6967,0.025021076202392578,0.025021076202392578
flow_jump_observation,5,4,1,201,101,201,301,test,site_0,mae,site_shift,observation_shift,no_jump,0.5194610953330994,5554,0.5087221264839172,7642,0.010738968849182129,0.010738968849182129
flow_jump,5,4,1,202,102,202,302,test,site_0,mae,site_shift,observation_shift,no_jump,0.5357690453529358,4879,0.5718927979469299,6967,-0.03612375259399414,-0.03612375259399414
flow_jump_observation,5,4,1,202,102,202,302,test,site_0,mae,site_shift,observation_shift,no_jump,0.5348549485206604,5554,0.5717931985855103,7642,-0.036938250064849854,-0.036938250064849854
flow_jump,5,4,1,203,103,203,303,test,site_0,mae,site_shift,observation_shift,no_jump,0.6110700964927673,4879,0.5466518998146057,6967,0.06441819667816162,0.06441819667816162
flow_jump_observation,5,4,1,203,103,203,303,test,site_0,mae,site_shift,observation_shift,no_jump,0.6112534999847412,5554,0.5468592047691345,7642,0.06439429521560669,0.06439429521560669
flow_jump,5,4,1,204,104,204,304,test,site_0,mae,site_shift,observation_shift,no_jump,0.6732280254364014,4879,0.5598823428153992,6967,0.1133456826210022,0.1133456826210022
flow_jump_observation,5,4,1,204,104,204,304,test,site_0,mae,site_shift,observation_shift,no_jump,0.6727059483528137,5554,0.5675208568572998,7642,0.10518509149551392,0.10518509149551392
flow_jump,5,4,1,205,105,205,305,test,site_0,mae,site_shift,observation_shift,no_jump,0.551604151725769,4879,0.5504275560379028,6967,0.001176595687866211,0.001176595687866211
flow_jump_observation,5,4,1,205,105,205,305,test,site_0,mae,site_shift,observation_shift,no_jump,0.5537728071212769,5554,0.5739965438842773,7642,-0.02022373676300049,-0.02022373676300049
flow_jump,5,4,1,201,101,201,301,test,site_1,mae,site_shift,observation_shift,no_jump,0.6238998770713806,4879,0.5267946720123291,6967,0.09710520505905151,0.09710520505905151
flow_jump_observation,5,4,1,201,101,201,301,test,site_1,mae,site_shift,observation_shift,no_jump,0.6222703456878662,5554,0.5271676778793335,7642,0.09510266780853271,0.09510266780853271
flow_jump,5,4,1,202,102,202,302,test,site_1,mae,site_shift,observation_shift,no_jump,0.5783858299255371,4879,0.5750861763954163,6967,0.0032996535301208496,0.0032996535301208496
flow_jump_observation,5,4,1,202,102,202,302,test,site_1,mae,site_shift,observation_shift,no_jump,0.5780153870582581,5554,0.5751964449882507,7642,0.0028189420700073242,0.0028189420700073242
flow_jump,5,4,1,203,103,203,303,test,site_1,mae,site_shift,observation_shift,no_jump,0.649703860282898,4879,0.5377904772758484,6967,0.11191338300704956,0.11191338300704956
flow_jump_observation,5,4,1,203,103,203,303,test,site_1,mae,site_shift,observation_shift,no_jump,0.6498610377311707,5554,0.5381292700767517,7642,0.11173176765441895,0.11173176765441895
flow_jump,5,4,1,204,104,204,304,test,site_1,mae,site_shift,observation_shift,no_jump,0.6443519592285156,4879,0.5378007292747498,6967,0.10655122995376587,0.10655122995376587
flow_jump_observation,5,4,1,204,104,204,304,test,site_1,mae,site_shift,observation_shift,no_jump,0.6434587240219116,5554,0.5424007773399353,7642,0.10105794668197632,0.10105794668197632
flow_jump,5,4,1,205,105,205,305,test,site_1,mae,site_shift,observation_shift,no_jump,0.5882954597473145,4879,0.5610366463661194,6967,0.02725881338119507,0.02725881338119507
flow_jump_observation,5,4,1,205,105,205,305,test,site_1,mae,site_shift,observation_shift,no_jump,0.5912476778030396,5554,0.5817916989326477,7642,0.009455978870391846,0.009455978870391846
flow_jump,5,4,1,201,101,201,301,test,site_1_minus_site_0,mae,site_shift,observation_shift,no_jump,0.0907338857650756,4879,0.0186497569084167,6967,0.07208412885665891,0.07208412885665891
flow_jump_observation,5,4,1,201,101,201,301,test,site_1_minus_site_0,mae,site_shift,observation_shift,no_jump,0.1028092503547668,5554,0.0184455513954162,7642,0.0843636989593506,0.0843636989593506
flow_jump,5,4,1,202,102,202,302,test,site_1_minus_site_0,mae,site_shift,observation_shift,no_jump,0.0426167845726013,4879,0.0031933784484863,6967,0.039423406124115,0.039423406124115
flow_jump_observation,5,4,1,202,102,202,302,test,site_1_minus_site_0,mae,site_shift,observation_shift,no_jump,0.0431604385375976,5554,0.0034032464027404,7642,0.0397571921348572,0.0397571921348572
flow_jump,5,4,1,203,103,203,303,test,site_1_minus_site_0,mae,site_shift,observation_shift,no_jump,0.0386337637901306,4879,-0.0088614225387573,6967,0.0474951863288879,0.0474951863288879
flow_jump_observation,5,4,1,203,103,203,303,test,site_1_minus_site_0,mae,site_shift,observation_shift,no_jump,0.0386075377464294,5554,-0.0087299346923828,7642,0.0473374724388122,0.0473374724388122
flow_jump,5,4,1,204,104,204,304,test,site_1_minus_site_0,mae,site_shift,observation_shift,no_jump,-0.0288760662078857,4879,-0.0220816135406494,6967,-0.0067944526672363,-0.0067944526672363
flow_jump_observation,5,4,1,204,104,204,304,test,site_1_minus_site_0,mae,site_shift,observation_shift,no_jump,-0.0292472243309021,5554,-0.0251200795173645,7642,-0.004127144813537601,-0.004127144813537601
flow_jump,5,4,1,205,105,205,305,test,site_1_minus_site_0,mae,site_shift,observation_shift,no_jump,0.0366913080215454,4879,0.0106090903282165,6967,0.026082217693328903,0.026082217693328903
flow_jump_observation,5,4,1,205,105,205,305,test,site_1_minus_site_0,mae,site_shift,observation_shift,no_jump,0.0374748706817626,5554,0.0077951550483703,7642,0.0296797156333923,0.0296797156333923
flow_jump,10,8,2,201,101,201,301,test,all,mae,site_shift,low_n,no_jump,0.8287757039070129,4879,0.6172940135002136,6967,0.21148169040679932,0.21148169040679932
flow_jump_observation,10,8,2,201,101,201,301,test,all,mae,site_shift,low_n,no_jump,0.8287677764892578,5554,0.5867154598236084,7642,0.24205231666564941,0.24205231666564941
flow_jump,10,8,2,202,102,202,302,test,all,mae,site_shift,low_n,no_jump,0.6272803544998169,4879,0.6975852251052856,6967,-0.07030487060546875,-0.07030487060546875
flow_jump_observation,10,8,2,202,102,202,302,test,all,mae,site_shift,low_n,no_jump,0.6265410780906677,5554,0.6981539726257324,7642,-0.0716128945350647,-0.0716128945350647
flow_jump,10,8,2,203,103,203,303,test,all,mae,site_shift,low_n,no_jump,0.7872494459152222,4879,0.82134610414505,6967,-0.03409665822982788,-0.03409665822982788
flow_jump_observation,10,8,2,203,103,203,303,test,all,mae,site_shift,low_n,no_jump,0.7875716090202332,5554,0.8213376402854919,7642,-0.03376603126525879,-0.03376603126525879
flow_jump,10,8,2,204,104,204,304,test,all,mae,site_shift,low_n,no_jump,0.6428729891777039,4879,0.634263277053833,6967,0.00860971212387085,0.00860971212387085
flow_jump_observation,10,8,2,204,104,204,304,test,all,mae,site_shift,low_n,no_jump,0.6493738293647766,5554,0.6328637599945068,7642,0.016510069370269775,0.016510069370269775
flow_jump,10,8,2,205,105,205,305,test,all,mae,site_shift,low_n,no_jump,0.6522596478462219,4879,0.6736686825752258,6967,-0.021409034729003906,-0.021409034729003906
flow_jump_observation,10,8,2,205,105,205,305,test,all,mae,site_shift,low_n,no_jump,0.6525341868400574,5554,0.6735755205154419,7642,-0.02104133367538452,-0.02104133367538452
flow_jump,10,8,2,201,101,201,301,test,site_0,mae,site_shift,observation_shift,no_jump,0.4828455150127411,4879,0.4980780482292175,6967,-0.015232533216476385,-0.015232533216476385
flow_jump_observation,10,8,2,201,101,201,301,test,site_0,mae,site_shift,observation_shift,no_jump,0.4818132817745209,5554,0.4980120956897735,7642,-0.01619881391525263,-0.01619881391525263
flow_jump,10,8,2,202,102,202,302,test,site_0,mae,site_shift,observation_shift,no_jump,0.5258762836456299,4879,0.59051513671875,6967,-0.06463885307312012,-0.06463885307312012
flow_jump_observation,10,8,2,202,102,202,302,test,site_0,mae,site_shift,observation_shift,no_jump,0.5121473670005798,5554,0.5903310775756836,7642,-0.07818371057510376,-0.07818371057510376
flow_jump,10,8,2,203,103,203,303,test,site_0,mae,site_shift,observation_shift,no_jump,0.6016045212745667,4879,0.5485339760780334,6967,0.0530705451965332,0.0530705451965332
flow_jump_observation,10,8,2,203,103,203,303,test,site_0,mae,site_shift,observation_shift,no_jump,0.6023043394088745,5554,0.5507907867431641,7642,0.05151355266571045,0.05151355266571045
flow_jump,10,8,2,204,104,204,304,test,site_0,mae,site_shift,observation_shift,no_jump,0.7328272461891174,4879,0.5697556734085083,6967,0.16307157278060913,0.16307157278060913
flow_jump_observation,10,8,2,204,104,204,304,test,site_0,mae,site_shift,observation_shift,no_jump,0.7330806851387024,5554,0.569342851638794,7642,0.16373783349990845,0.16373783349990845
flow_jump,10,8,2,205,105,205,305,test,site_0,mae,site_shift,observation_shift,no_jump,0.7860198020935059,4879,0.5543237924575806,6967,0.2316960096359253,0.2316960096359253
flow_jump_observation,10,8,2,205,105,205,305,test,site_0,mae,site_shift,observation_shift,no_jump,0.7849997878074646,5554,0.5542637705802917,7642,0.23073601722717285,0.23073601722717285
flow_jump,10,8,2,201,101,201,301,test,site_1,mae,site_shift,observation_shift,no_jump,0.5153617858886719,4879,0.523126482963562,6967,-0.007764697074890137,-0.007764697074890137
flow_jump_observation,10,8,2,201,101,201,301,test,site_1,mae,site_shift,observation_shift,no_jump,0.5155399441719055,5554,0.5228875279426575,7642,-0.007347583770751953,-0.007347583770751953
flow_jump,10,8,2,202,102,202,302,test,site_1,mae,site_shift,observation_shift,no_jump,0.575491189956665,4879,0.5938926339149475,6967,-0.01840144395828247,-0.01840144395828247
flow_jump_observation,10,8,2,202,102,202,302,test,site_1,mae,site_shift,observation_shift,no_jump,0.5656331181526184,5554,0.5937275886535645,7642,-0.028094470500946045,-0.028094470500946045
