epoch,train_core_loss,validation_core_loss,validation_mae,validation_rmse,gradient_l2_norm,parameter_l2_norm,mean_flow_displacement,median_flow_displacement,p95_flow_displacement,best_validation_core_loss_so_far,best_core_epoch,shadow_best_validation_mae_so_far,shadow_best_mae_epoch,stale_epochs
1,1.0038772821426392,1.147613763809204,0.47185397148132324,0.840665876865387,1.7661612033843994,7.575114727020264,0.3353361189365387,0.2920197546482086,0.8329963088035583,1.147613763809204,1,0.47185397148132324,1,0
2,0.9627560377120972,1.1158102750778198,0.4669562876224518,0.8364690542221069,1.6874945163726807,7.572666168212891,0.3304894268512726,0.2890623211860657,0.8211941123008728,1.1158102750778198,2,0.4669562876224518,2,0
3,0.9239780306816101,1.0858937501907349,0.46324488520622253,0.8327682018280029,1.6141149997711182,7.570816993713379,0.32642799615859985,0.28604233264923096,0.811359703540802,1.0858937501907349,3,0.46324488520622253,3,0
4,0.8873805999755859,1.057734727859497,0.460112065076828,0.8295015096664429,1.5459094047546387,7.569540023803711,0.3231283724308014,0.28231823444366455,0.8032938838005066,1.057734727859497,4,0.460112065076828,4,0
5,0.8528034687042236,1.0312085151672363,0.4575500190258026,0.826619029045105,1.4825245141983032,7.568789482116699,0.32059159874916077,0.27940633893013,0.797319769859314,1.0312085151672363,5,0.4575500190258026,5,0
6,0.8201043605804443,1.0062059164047241,0.45547693967819214,0.8240819573402405,1.4235286712646484,7.5685224533081055,0.3188306987285614,0.2773579955101013,0.7934789061546326,1.0062059164047241,6,0.45547693967819214,6,0
7,0.7891597747802734,0.982621967792511,0.45380356907844543,0.8218540549278259,1.3685481548309326,7.568711280822754,0.3178626298904419,0.2769191265106201,0.7918077707290649,0.982621967792511,7,0.45380356907844543,7,0
8,0.7598510384559631,0.9603472948074341,0.45239219069480896,0.8198947310447693,1.31730318069458,7.569339752197266,0.31770455837249756,0.2765551209449768,0.7923319935798645,0.9603472948074341,8,0.45239219069480896,8,0
9,0.7320577502250671,0.9392677545547485,0.4515841007232666,0.8181570172309875,1.2695585489273071,7.570394992828369,0.31837138533592224,0.27695807814598083,0.7950610518455505,0.9392677545547485,9,0.4515841007232666,9,0
10,0.7056567668914795,0.9192686080932617,0.45141953229904175,0.8165891170501709,1.2250850200653076,7.571866035461426,0.31987372040748596,0.27837443351745605,0.7981497645378113,0.9192686080932617,10,0.45141953229904175,10,0
11,0.6805254220962524,0.900239109992981,0.45144686102867126,0.8151379823684692,1.1836419105529785,7.573731899261475,0.3222163915634155,0.28154295682907104,0.8028498291969299,0.900239109992981,11,0.45141953229904175,10,0
12,0.6565452814102173,0.8820763826370239,0.45181959867477417,0.813750684261322,1.1449741125106812,7.57596492767334,0.32539665699005127,0.2853989005088806,0.8091630935668945,0.8820763826370239,12,0.45141953229904175,10,0
13,0.6336054801940918,0.8646860718727112,0.45210686326026917,0.8123754858970642,1.1088182926177979,7.578541278839111,0.3294030427932739,0.29009580612182617,0.8174019455909729,0.8646860718727112,13,0.45141953229904175,10,0
14,0.6116052865982056,0.8479851484298706,0.45246371626853943,0.8109639883041382,1.0749095678329468,7.581443786621094,0.3342144191265106,0.2957195043563843,0.8276548385620117,0.8479851484298706,14,0.45141953229904175,10,0
15,0.5904556512832642,0.831902027130127,0.45284634828567505,0.8094717860221863,1.042987585067749,7.584662914276123,0.3398004472255707,0.30020269751548767,0.8398687839508057,0.831902027130127,15,0.45141953229904175,10,0
