epoch,train_core_loss,validation_core_loss,validation_mae,validation_rmse,gradient_l2_norm,parameter_l2_norm,mean_flow_displacement,median_flow_displacement,p95_flow_displacement,best_validation_core_loss_so_far,best_core_epoch,shadow_best_validation_mae_so_far,shadow_best_mae_epoch,stale_epochs
1,1.1109684705734253,0.9246642589569092,0.32113951444625854,0.4208102822303772,1.7041521072387695,7.575066089630127,0.30266469717025757,0.24215760827064514,0.7626786828041077,0.9246642589569092,1,0.32113951444625854,1,0
2,1.0729941129684448,0.8878862261772156,0.3116074502468109,0.41242849826812744,1.6277294158935547,7.572311878204346,0.2971517741680145,0.23824608325958252,0.747444212436676,0.8878862261772156,2,0.3116074502468109,2,0
3,1.037279725074768,0.8533427715301514,0.3032319247722626,0.40520742535591125,1.5571626424789429,7.570148944854736,0.2924138605594635,0.2349538654088974,0.7348551750183105,0.8533427715301514,3,0.3032319247722626,3,0
4,1.003629207611084,0.8209081888198853,0.2956332266330719,0.3990769684314728,1.4921963214874268,7.568632125854492,0.288394033908844,0.23290926218032837,0.7248510718345642,0.8209081888198853,4,0.2956332266330719,4,0
5,0.9718732833862305,0.7904462814331055,0.28883469104766846,0.3939540982246399,1.4321861267089844,7.5677313804626465,0.2850576937198639,0.23131969571113586,0.7163551449775696,0.7904462814331055,5,0.28883469104766846,5,0
6,0.9418453574180603,0.761802613735199,0.2827610969543457,0.38972342014312744,1.3767287731170654,7.567377090454102,0.2823909819126129,0.23017866909503937,0.7093758583068848,0.761802613735199,6,0.2827610969543457,6,0
7,0.913382351398468,0.7348197102546692,0.2774561643600464,0.3862524926662445,1.3254327774047852,7.567509651184082,0.2803880274295807,0.22995683550834656,0.7039605975151062,0.7348197102546692,7,0.2774561643600464,7,0
8,0.8863383531570435,0.7093485593795776,0.27277180552482605,0.3834182620048523,1.2778977155685425,7.56809663772583,0.27904751896858215,0.22983425855636597,0.7001667022705078,0.7093485593795776,8,0.27277180552482605,8,0
9,0.8605847954750061,0.6852527856826782,0.2687239348888397,0.38111644983291626,1.2337554693222046,7.569128513336182,0.27837029099464417,0.22977784276008606,0.6980445384979248,0.6852527856826782,9,0.2687239348888397,9,0
10,0.8360088467597961,0.6624089479446411,0.26530539989471436,0.3792610764503479,1.1926774978637695,7.570598602294922,0.27835580706596375,0.2297907918691635,0.6976269483566284,0.6624089479446411,10,0.26530539989471436,10,0
11,0.8125102519989014,0.6407056450843811,0.2623594105243683,0.37778234481811523,1.1543681621551514,7.572487831115723,0.2790003716945648,0.2298751175403595,0.6989284157752991,0.6407056450843811,11,0.2623594105243683,11,0
12,0.7899996638298035,0.620043158531189,0.2597253918647766,0.3766234815120697,1.118556261062622,7.574770927429199,0.2802969813346863,0.23003190755844116,0.7019486427307129,0.620043158531189,12,0.2597253918647766,12,0
13,0.7683963775634766,0.6003319621086121,0.2574751079082489,0.3757391571998596,1.0849885940551758,7.577422618865967,0.2822354733943939,0.23104757070541382,0.7066749930381775,0.6003319621086121,13,0.2574751079082489,13,0
14,0.7476272583007812,0.5814935564994812,0.25554317235946655,0.3750942349433899,1.0534263849258423,7.580415725708008,0.28480276465415955,0.2326679527759552,0.7130822539329529,0.5814935564994812,14,0.25554317235946655,14,0
15,0.727626621723175,0.5634605288505554,0.2538919150829315,0.3746638298034668,1.023642659187317,7.583727836608887,0.2879822552204132,0.23482440412044525,0.721132218837738,0.5634605288505554,15,0.2538919150829315,15,0
16,0.7083354592323303,0.5461775064468384,0.25254708528518677,0.37443339824676514,0.995421290397644,7.587340354919434,0.2917538285255432,0.23750419914722443,0.7307721972465515,0.5461775064468384,16,0.25254708528518677,16,0
17,0.6897017955780029,0.5296003818511963,0.2515689432621002,0.37439805269241333,0.9685559272766113,7.591238975524902,0.29609349370002747,0.24069151282310486,0.7415083050727844,0.5296003818511963,17,0.2515689432621002,17,0
18,0.6716806292533875,0.513696014881134,0.25084418058395386,0.37456193566322327,0.9428498148918152,7.595413684844971,0.30097413063049316,0.2443678230047226,0.7536140084266663,0.513696014881134,18,0.25084418058395386,18,0
19,0.6542333960533142,0.4984404444694519,0.2503095269203186,0.37493687868118286,0.9181158542633057,7.599857807159424,0.3063662648200989,0.2485121190547943,0.7670428156852722,0.4984404444694519,19,0.2503095269203186,19,0
20,0.6373282670974731,0.483817994594574,0.2500852346420288,0.37554141879081726,0.8941752314567566,7.604567050933838,0.31223902106285095,0.2531021535396576,0.7817041873931885,0.483817994594574,20,0.2500852346420288,20,0
