candidate,control,trainable_parameters,passed,wins,win_fraction,mean_improvement,median_improvement,sd_improvement,mean_relative_improvement,candidate_mean_aulc,control_mean_aulc,selected
gated,none,4804,False,2,0.4,-0.010545138021310152,-0.02010544886191684,0.02684790050722635,-0.03619679985105899,0.3373018120725949,0.3267566740512847,False
time_scaled,none,4156,False,2,0.4,0.0009784132242202537,-0.0022380103667577478,0.018958769995291322,0.0005612233885657708,0.32577826082706446,0.3267566740512847,False
