stage,world,cohort_seed,subset_seed,model_seed,n_train,n_fit,n_validation,model,variant,optimization_policy,split,site_or_shift,metric,value,trainable_parameters,backend
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1465519946827418,3556,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.30158097632639,3556,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,mae,0.2657787501811981,4156,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,rmse,0.4182831303836022,4156,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_roc_auc,0.4730063893034253,4156,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_brier,0.0345993451568524,4156,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_log_loss,0.1541345757384941,4156,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.2944897557665989,4156,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,mae,0.323786199092865,4156,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,rmse,0.5016524605571971,4156,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.4751904676705664,4156,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_brier,0.0420899940438576,4156,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1792410186623867,4156,torch
phase07,smooth,407,507,1103,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.3002042177346768,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,mae,0.2843872606754303,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,rmse,0.445945724539776,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_roc_auc,0.5144576872391695,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_brier,0.0328096937371742,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_log_loss,0.1518265115988921,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.2964951529431692,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,mae,0.2843872606754303,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,rmse,0.445945724539776,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.5144576872391695,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_brier,0.0328096937371742,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1518265115988921,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.2964951529431692,3556,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,mae,0.2734043300151825,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,rmse,0.4308718225612629,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_roc_auc,0.4763046099884804,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_brier,0.0360566679865256,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_log_loss,0.1590739551459273,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.3087685210427977,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,mae,0.2734043300151825,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,rmse,0.4308718225612629,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.4763046099884804,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_brier,0.0360566679865256,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1590739551459273,4156,torch
phase07,smooth,407,507,1104,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.3087685210427977,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,mae,0.3054820895195007,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,rmse,0.4838915381013551,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_roc_auc,0.5027624407085676,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_brier,0.0325073003219366,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_log_loss,0.148604302700129,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.3292849819518405,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,mae,0.3054820895195007,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,rmse,0.4838915381013551,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.5027624407085676,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_brier,0.0325073003219366,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_log_loss,0.148604302700129,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.3292849819518405,3556,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,mae,0.2505710422992706,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,rmse,0.3876628910220046,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_roc_auc,0.4763212459802066,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_brier,0.0336556034896034,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_log_loss,0.1512516013776475,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.3096737027665642,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,mae,0.2505710422992706,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,rmse,0.3876628910220046,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.4763212459802066,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_brier,0.0336556034896034,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1512516013776475,4156,torch
phase07,smooth,407,507,1105,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.3096737027665642,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,mae,0.2882921397686004,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,rmse,0.4511152785171483,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_roc_auc,0.5123193307842134,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_brier,0.0329546855065354,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_log_loss,0.1486622887578848,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.3369710843528106,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,mae,0.2882921397686004,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,rmse,0.4511152785171483,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.5123193307842134,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_brier,0.0329546855065354,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1486622887578848,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.3369710843528106,3556,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,mae,0.2514744400978088,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,rmse,0.3976851821896618,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_roc_auc,0.4800090231309571,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_brier,0.0372531713122263,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_log_loss,0.1630171624052237,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.3223077456631071,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,mae,0.2514744400978088,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,rmse,0.3976851821896618,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.4800090231309571,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_brier,0.0372531713122263,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1630171624052237,4156,torch
phase07,smooth,407,507,1106,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.3223077456631071,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,mae,0.3069284558296203,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,rmse,0.4811996080594753,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_roc_auc,0.5020787772307909,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_brier,0.0333708760713697,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_log_loss,0.1491955546213089,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.3230055016489878,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,mae,0.3069284558296203,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,rmse,0.4811996080594753,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.5020787772307909,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_brier,0.0333708760713697,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1491955546213089,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.3230055016489878,3556,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,mae,0.2931581735610962,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,rmse,0.4618683645213122,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_roc_auc,0.4819741631861597,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_brier,0.0357340481623867,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_log_loss,0.1571799529075791,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.2838858882368691,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,mae,0.2931581735610962,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,rmse,0.4618683645213122,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.4819741631861597,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_brier,0.0357340481623867,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1571799529075791,4156,torch
phase07,smooth,407,507,1107,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.2838858882368691,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,mae,0.3194881379604339,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,rmse,0.5086119887308942,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_roc_auc,0.4824026572550498,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_brier,0.0337464640237162,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_log_loss,0.1499127353936666,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.2812864303440378,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,mae,0.3194881379604339,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,rmse,0.5086119887308942,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.4824026572550498,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_brier,0.0337464640237162,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1499127353936666,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.2812864303440378,3556,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,mae,0.2700619697570801,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,rmse,0.4238377407407092,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_roc_auc,0.4778038340150962,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_brier,0.0357034415259116,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_log_loss,0.1557336477018221,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.2921049257690686,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,mae,0.2700619697570801,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,rmse,0.4238377407407092,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.4778038340150962,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_brier,0.0357034415259116,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1557336477018221,4156,torch
phase07,smooth,407,507,1108,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.2921049257690686,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,mae,0.2919319570064544,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,rmse,0.4573166274149978,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_roc_auc,0.502503698711436,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_brier,0.0316023045875962,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_log_loss,0.1432310262556611,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.3401654184539004,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,mae,0.2919319570064544,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,rmse,0.4573166274149978,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.502503698711436,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_brier,0.0316023045875962,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1432310262556611,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.3401654184539004,3556,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,mae,0.2651359438896179,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,rmse,0.4170675455294391,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_roc_auc,0.471806035739884,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_brier,0.0339463194127714,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_log_loss,0.1542768649434799,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.3128503481465643,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,mae,0.2651359438896179,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,rmse,0.4170675455294391,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.471806035739884,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_brier,0.0339463194127714,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1542768649434799,4156,torch
phase07,smooth,407,507,1109,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.3128503481465643,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,mae,0.3092976212501526,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,rmse,0.4879553355664343,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_roc_auc,0.4816678949393457,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_brier,0.0307427645200208,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_log_loss,0.139330471199813,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.296628972222588,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,mae,0.3092976212501526,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,rmse,0.4879553355664343,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.4816678949393457,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_brier,0.0307427645200208,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,event_log_loss,0.139330471199813,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,none__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.296628972222588,3556,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,mae,0.2796609103679657,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,rmse,0.4353379916184793,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_roc_auc,0.4628657238738606,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_brier,0.0345903793795222,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,event_log_loss,0.1557808802548551,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,forced_horizon,test,all,latent_aligned_r2,0.2993864278295611,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,mae,0.2796609103679657,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,rmse,0.4353379916184793,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_roc_auc,0.4628657238738606,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_brier,0.0345903793795222,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,event_log_loss,0.1557808802548551,4156,torch
phase07,smooth,407,507,1110,40,32,8,phase05_flow_jump,time_scaled__none__deterministic,standard_early_stop,test,all,latent_aligned_r2,0.2993864278295611,4156,torch
phase07,smooth,408,508,1101,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,mae,0.2924774289131164,3556,torch
phase07,smooth,408,508,1101,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,rmse,0.454531640281785,3556,torch
phase07,smooth,408,508,1101,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_roc_auc,0.4666986998594711,3556,torch
phase07,smooth,408,508,1101,40,32,8,phase05_flow_jump,none__none__deterministic,forced_horizon,test,all,event_brier,0.0260237668781579,3556,torch
