epoch,train_core_loss,validation_core_loss,validation_mae,validation_rmse,gradient_l2_norm,parameter_l2_norm,mean_flow_displacement,median_flow_displacement,p95_flow_displacement,best_validation_core_loss_so_far,best_core_epoch,shadow_best_validation_mae_so_far,shadow_best_mae_epoch,stale_epochs
1,0.9010303020477295,0.8483021855354309,0.3673948347568512,0.49802958965301514,1.3310521841049194,6.944126605987549,0.0,0.0,0.0,0.8483021855354309,1,0.3673948347568512,1,0
2,0.8743860721588135,0.8247620463371277,0.36285683512687683,0.4940016567707062,1.3011525869369507,6.944446086883545,0.0,0.0,0.0,0.8247620463371277,2,0.36285683512687683,2,0
3,0.8483649492263794,0.8018628358840942,0.3589085638523102,0.4901595413684845,1.2713253498077393,6.945145130157471,0.0,0.0,0.0,0.8018628358840942,3,0.3589085638523102,3,0
4,0.822976291179657,0.779588520526886,0.3553153872489929,0.4865380525588989,1.2415817975997925,6.94619083404541,0.0,0.0,0.0,0.779588520526886,4,0.3553153872489929,4,0
5,0.7982416152954102,0.7579430341720581,0.3522128462791443,0.4831630289554596,1.2118971347808838,6.947581768035889,0.0,0.0,0.0,0.7579430341720581,5,0.3522128462791443,5,0
6,0.7741845846176147,0.7369309663772583,0.34922173619270325,0.48005974292755127,1.1822975873947144,6.949321269989014,0.0,0.0,0.0,0.7369309663772583,6,0.34922173619270325,6,0
7,0.750823974609375,0.7165540456771851,0.3463606536388397,0.47725194692611694,1.1528306007385254,6.951409816741943,0.0,0.0,0.0,0.7165540456771851,7,0.3463606536388397,7,0
8,0.7281743288040161,0.6968123912811279,0.34391430020332336,0.474759578704834,1.1235498189926147,6.953841209411621,0.0,0.0,0.0,0.6968123912811279,8,0.34391430020332336,8,0
9,0.7062456607818604,0.6777036190032959,0.34175634384155273,0.4725970923900604,1.0945111513137817,6.956600189208984,0.0,0.0,0.0,0.6777036190032959,9,0.34175634384155273,9,0
10,0.6850443482398987,0.6592225432395935,0.34002232551574707,0.470772922039032,1.0657713413238525,6.959672451019287,0.0,0.0,0.0,0.6592225432395935,10,0.34002232551574707,10,0
11,0.6645729541778564,0.6413606405258179,0.3386884927749634,0.4692886173725128,1.0373884439468384,6.9630446434021,0.0,0.0,0.0,0.6413606405258179,11,0.3386884927749634,11,0
