epoch,train_core_loss,validation_core_loss,validation_mae,validation_rmse,gradient_l2_norm,parameter_l2_norm,mean_flow_displacement,median_flow_displacement,p95_flow_displacement,best_validation_core_loss_so_far,best_core_epoch,shadow_best_validation_mae_so_far,shadow_best_mae_epoch,stale_epochs
1,0.8714878559112549,0.7717994451522827,0.45010122656822205,0.5415826439857483,1.3895604610443115,7.510180950164795,0.23109719157218933,0.21065038442611694,0.504757285118103,0.7717994451522827,1,0.45010122656822205,1,0
2,0.8393823504447937,0.7432324886322021,0.44559967517852783,0.5343302488327026,1.341314435005188,7.510339260101318,0.2314893752336502,0.21313801407814026,0.5108234286308289,0.7432324886322021,2,0.44559967517852783,2,0
3,0.8082637190818787,0.715762734413147,0.4408714175224304,0.5274280309677124,1.2968721389770508,7.51110315322876,0.23293380439281464,0.2111435830593109,0.5204508900642395,0.715762734413147,3,0.4408714175224304,3,0
4,0.7780799865722656,0.6893752813339233,0.436067134141922,0.520995557308197,1.2550586462020874,7.512445449829102,0.23541206121444702,0.210735023021698,0.5319745540618896,0.6893752813339233,4,0.436067134141922,4,0
5,0.7488071918487549,0.664071798324585,0.43113595247268677,0.5151160955429077,1.2153232097625732,7.51432466506958,0.23889277875423431,0.209333598613739,0.5460289716720581,0.664071798324585,5,0.43113595247268677,5,0
6,0.7204225659370422,0.6398453116416931,0.4259541928768158,0.5098493099212646,1.1773344278335571,7.51669979095459,0.24332711100578308,0.2084922045469284,0.5623932480812073,0.6398453116416931,6,0.4259541928768158,6,0
7,0.6928988695144653,0.6166865825653076,0.4209263324737549,0.505276620388031,1.1407966613769531,7.519540309906006,0.24866873025894165,0.21077987551689148,0.5808815360069275,0.6166865825653076,7,0.4209263324737549,7,0
8,0.6662061810493469,0.5945988893508911,0.4156705439090729,0.5015202760696411,1.1054025888442993,7.522833824157715,0.254881352186203,0.2106369137763977,0.6013851761817932,0.5945988893508911,8,0.4156705439090729,8,0
9,0.6403199434280396,0.5736069083213806,0.4101253151893616,0.4987463653087616,1.0708156824111938,7.52657413482666,0.26194119453430176,0.2110883593559265,0.6238588094711304,0.5736069083213806,9,0.4101253151893616,9,0
10,0.6152300834655762,0.5537602305412292,0.404324471950531,0.49715590476989746,1.0366789102554321,7.530758857727051,0.2698376774787903,0.21214964985847473,0.6483011245727539,0.5537602305412292,10,0.404324471950531,10,0
11,0.5909448862075806,0.5351313352584839,0.39830777049064636,0.496966153383255,1.0026386976242065,7.535378932952881,0.2785690724849701,0.21604348719120026,0.6747288703918457,0.5351313352584839,11,0.39830777049064636,11,0
12,0.5674917697906494,0.5178101062774658,0.3921126425266266,0.49839386343955994,0.9683656692504883,7.540414810180664,0.28813794255256653,0.22459092736244202,0.7031561732292175,0.5178101062774658,12,0.3921126425266266,12,0
13,0.5449152588844299,0.5018970370292664,0.3877946138381958,0.501638650894165,0.9335755109786987,7.54584264755249,0.2985451817512512,0.23380836844444275,0.7335809469223022,0.5018970370292664,13,0.3877946138381958,13,0
14,0.5232759714126587,0.4874945878982544,0.38416150212287903,0.5068645477294922,0.8980569243431091,7.55164098739624,0.30978459119796753,0.24367137253284454,0.7659688591957092,0.4874945878982544,14,0.38416150212287903,14,0
15,0.5026476383209229,0.4746939539909363,0.38209623098373413,0.5141734480857849,0.8617078065872192,7.557788848876953,0.3218345046043396,0.2498340606689453,0.8002320528030396,0.4746939539909363,15,0.38209623098373413,15,0
16,0.48311367630958557,0.4635545611381531,0.38138648867607117,0.5235713720321655,0.8245849013328552,7.564262866973877,0.33464810252189636,0.2586054503917694,0.8362036347389221,0.4635545611381531,16,0.38138648867607117,16,0
17,0.46476057171821594,0.45407524704933167,0.3809025287628174,0.5349262952804565,0.7869625687599182,7.571030616760254,0.34814321994781494,0.2693203091621399,0.8736118078231812,0.45407524704933167,17,0.3809025287628174,17,0
18,0.4476667046546936,0.4461643695831299,0.38308507204055786,0.5479294657707214,0.7493859529495239,7.57804012298584,0.3621964752674103,0.28046849370002747,0.9120715856552124,0.4461643695831299,18,0.3809025287628174,17,0
19,0.431886225938797,0.43961861729621887,0.38527312874794006,0.5620756149291992,0.7126784920692444,7.585211753845215,0.37664422392845154,0.2919343113899231,0.9510955214500427,0.43961861729621887,19,0.3809025287628174,17,0
20,0.41743218898773193,0.4341105818748474,0.3887630105018616,0.5766711831092834,0.6778634786605835,7.5924506187438965,0.3912871778011322,0.3035755157470703,0.9901114702224731,0.4341105818748474,20,0.3809025287628174,17,0
21,0.40426087379455566,0.42920130491256714,0.39660438895225525,0.5908852219581604,0.6459775567054749,7.599671840667725,0.4059058725833893,0.31523218750953674,1.0285065174102783,0.42920130491256714,21,0.3809025287628174,17,0
22,0.3922654390335083,0.42439037561416626,0.4042397737503052,0.6038532257080078,0.6177825331687927,7.606789588928223,0.42028629779815674,0.32674363255500793,1.0657029151916504,0.42439037561416626,22,0.3809025287628174,17,0
23,0.3812862038612366,0.41918712854385376,0.4108402132987976,0.614797830581665,0.5934821367263794,7.613741397857666,0.4342430830001831,0.3379661440849304,1.1012250185012817,0.41918712854385376,23,0.3809025287628174,17,0
24,0.37113460898399353,0.4131724238395691,0.4170164465904236,0.6231112480163574,0.5726006627082825,7.620488166809082,0.44763168692588806,0.348786324262619,1.1347318887710571,0.4131724238395691,24,0.3809025287628174,17,0
25,0.3616213798522949,0.4060367941856384,0.42301690578460693,0.6283897161483765,0.5540899038314819,7.62701416015625,0.4603530466556549,0.3591272830963135,1.1653577089309692,0.4060367941856384,25,0.3809025287628174,17,0
26,0.3525816798210144,0.3975967466831207,0.42627623677253723,0.6304301619529724,0.5366017818450928,7.633318901062012,0.47235631942749023,0.3689499795436859,1.1928743124008179,0.3975967466831207,26,0.3809025287628174,17,0
27,0.34389230608940125,0.3877946734428406,0.4270181953907013,0.6292108297348022,0.5188073515892029,7.639415740966797,0.48364001512527466,0.37825092673301697,1.2181589603424072,0.3877946734428406,27,0.3809025287628174,17,0
28,0.3354806900024414,0.3766898810863495,0.42555487155914307,0.6248673796653748,0.4996672570705414,7.645333290100098,0.49424684047698975,0.38705649971961975,1.2413958311080933,0.3766898810863495,28,0.3809025287628174,17,0
29,0.32732582092285156,0.3644416928291321,0.42259740829467773,0.6176665425300598,0.47860246896743774,7.651106834411621,0.5042514801025391,0.3954147398471832,1.2628288269042969,0.3644416928291321,29,0.3809025287628174,17,0
30,0.3194515109062195,0.3512870669364929,0.4172355532646179,0.6079792976379395,0.45556318759918213,7.656771659851074,0.5137463808059692,0.4033859372138977,1.2827259302139282,0.3512870669364929,30,0.3809025287628174,17,0
31,0.3119141459465027,0.3375152349472046,0.4094635248184204,0.5962548851966858,0.431015282869339,7.662364959716797,0.5228297710418701,0.4108482301235199,1.3013529777526855,0.3375152349472046,31,0.3809025287628174,17,0
32,0.304787278175354,0.32344454526901245,0.3999282121658325,0.5829991698265076,0.4058740735054016,7.667919158935547,0.531596839427948,0.41691410541534424,1.3189574480056763,0.32344454526901245,32,0.3809025287628174,17,0
33,0.29814639687538147,0.30940234661102295,0.389045774936676,0.5687577128410339,0.38140225410461426,7.673464298248291,0.5401328802108765,0.42278116941452026,1.3357574939727783,0.30940234661102295,33,0.3809025287628174,17,0
34,0.29205524921417236,0.29571017622947693,0.37757423520088196,0.5541026592254639,0.3590669631958008,7.679023265838623,0.5485076904296875,0.42850643396377563,1.3519326448440552,0.29571017622947693,34,0.37757423520088196,34,0
35,0.2865550220012665,0.2826736569404602,0.36663711071014404,0.5396227240562439,0.340327650308609,7.684609889984131,0.5567695498466492,0.4341283142566681,1.3676124811172485,0.2826736569404602,35,0.36663711071014404,35,0
