epoch,train_core_loss,validation_core_loss,validation_mae,validation_rmse,gradient_l2_norm,parameter_l2_norm,mean_flow_displacement,median_flow_displacement,p95_flow_displacement,best_validation_core_loss_so_far,best_core_epoch,shadow_best_validation_mae_so_far,shadow_best_mae_epoch,stale_epochs
1,0.7894972562789917,0.8248496651649475,0.41545671224594116,0.4989359974861145,1.2031910419464111,6.89694356918335,0.0,0.0,0.0,0.8248496651649475,1,0.41545671224594116,1,0
2,0.7684187889099121,0.809417724609375,0.41993388533592224,0.5039909482002258,1.1768473386764526,6.897526741027832,0.0,0.0,0.0,0.809417724609375,2,0.41545671224594116,1,0
3,0.747776210308075,0.7942972779273987,0.42479634284973145,0.5089190006256104,1.1514637470245361,6.898522853851318,0.0,0.0,0.0,0.7942972779273987,3,0.41545671224594116,1,0
4,0.7275698781013489,0.7795137166976929,0.4294784665107727,0.5137316584587097,1.1269606351852417,6.899934768676758,0.0,0.0,0.0,0.7795137166976929,4,0.41545671224594116,1,0
5,0.7078042030334473,0.7650461792945862,0.43396589159965515,0.5183869004249573,1.1033176183700562,6.901777744293213,0.0,0.0,0.0,0.7650461792945862,5,0.41545671224594116,1,0
6,0.6884785890579224,0.7508550882339478,0.4382169246673584,0.5228212475776672,1.0805176496505737,6.904064178466797,0.0,0.0,0.0,0.7508550882339478,6,0.41545671224594116,1,0
7,0.6695942282676697,0.7369012832641602,0.4421800374984741,0.5269678235054016,1.0585339069366455,6.906787872314453,0.0,0.0,0.0,0.7369012832641602,7,0.41545671224594116,1,0
8,0.6511539816856384,0.7231523394584656,0.4458036422729492,0.5307693481445312,1.0373457670211792,6.909931182861328,0.0,0.0,0.0,0.7231523394584656,8,0.41545671224594116,1,0
9,0.6331591010093689,0.7095837593078613,0.4490411579608917,0.5341842174530029,1.0169366598129272,6.9134697914123535,0.0,0.0,0.0,0.7095837593078613,9,0.41545671224594116,1,0
10,0.6156084537506104,0.6961797475814819,0.4518561363220215,0.5371899604797363,0.997287929058075,6.9173712730407715,0.0,0.0,0.0,0.6961797475814819,10,0.41545671224594116,1,0
11,0.5984984636306763,0.6829320192337036,0.4542238414287567,0.5397797226905823,0.9783747792243958,6.921606540679932,0.0,0.0,0.0,0.6829320192337036,11,0.41545671224594116,1,0
12,0.581823468208313,0.6698352098464966,0.4561295807361603,0.5419554710388184,0.9601648449897766,6.926151752471924,0.0,0.0,0.0,0.6698352098464966,12,0.41545671224594116,1,0
13,0.5655762553215027,0.6568852663040161,0.45756566524505615,0.5437222719192505,0.9426184296607971,6.9309892654418945,0.0,0.0,0.0,0.6568852663040161,13,0.41545671224594116,1,0
14,0.5497482419013977,0.6440774202346802,0.4585285186767578,0.5450856685638428,0.9256895780563354,6.936103343963623,0.0,0.0,0.0,0.6440774202346802,14,0.41545671224594116,1,0
15,0.5343300700187683,0.6314063668251038,0.45901617407798767,0.5460507273674011,0.9093272089958191,6.941481113433838,0.0,0.0,0.0,0.6314063668251038,15,0.41545671224594116,1,0
16,0.519311785697937,0.6188665628433228,0.459026962518692,0.5466217398643494,0.8934766054153442,6.947113037109375,0.0,0.0,0.0,0.6188665628433228,16,0.41545671224594116,1,0
17,0.5046833157539368,0.6064519286155701,0.4585588276386261,0.5468027591705322,0.8780808448791504,6.9529924392700195,0.0,0.0,0.0,0.6064519286155701,17,0.41545671224594116,1,0
18,0.4904346168041229,0.5941569805145264,0.45760929584503174,0.5465971231460571,0.863082230091095,6.959114074707031,0.0,0.0,0.0,0.5941569805145264,18,0.41545671224594116,1,0
19,0.4765560030937195,0.5819762349128723,0.4561765491962433,0.5460094809532166,0.8484233021736145,6.965476989746094,0.0,0.0,0.0,0.5819762349128723,19,0.41545671224594116,1,0
20,0.46303850412368774,0.5699054598808289,0.4542604982852936,0.5450454354286194,0.8340479731559753,6.972077369689941,0.0,0.0,0.0,0.5699054598808289,20,0.41545671224594116,1,0
21,0.44987383484840393,0.5579420328140259,0.45186424255371094,0.5437134504318237,0.819903552532196,6.978917598724365,0.0,0.0,0.0,0.5579420328140259,21,0.41545671224594116,1,0
