epoch,train_core_loss,validation_core_loss,validation_mae,validation_rmse,gradient_l2_norm,parameter_l2_norm,mean_flow_displacement,median_flow_displacement,p95_flow_displacement,best_validation_core_loss_so_far,best_core_epoch,shadow_best_validation_mae_so_far,shadow_best_mae_epoch,stale_epochs
1,0.640093207359314,0.8356881141662598,0.5111292004585266,0.8013135194778442,0.8270869851112366,7.040960788726807,0.0,0.0,0.0,0.8356881141662598,1,0.5111292004585266,1,0
2,0.6252099275588989,0.8198812007904053,0.5081005096435547,0.79736328125,0.8061536550521851,7.041325092315674,0.0,0.0,0.0,0.8198812007904053,2,0.5081005096435547,2,0
3,0.6108005046844482,0.8046833276748657,0.5051394701004028,0.7936179637908936,0.7864898443222046,7.042110443115234,0.0,0.0,0.0,0.8046833276748657,3,0.5051394701004028,3,0
4,0.5968582034111023,0.790099024772644,0.5022113919258118,0.7901002168655396,0.7681050300598145,7.043325901031494,0.0,0.0,0.0,0.790099024772644,4,0.5022113919258118,4,0
5,0.5833699703216553,0.7760774493217468,0.4994242191314697,0.7867674231529236,0.7509346008300781,7.044949054718018,0.0,0.0,0.0,0.7760774493217468,5,0.4994242191314697,5,0
6,0.570324182510376,0.7625765204429626,0.49677324295043945,0.783586323261261,0.7348179221153259,7.046974182128906,0.0,0.0,0.0,0.7625765204429626,6,0.49677324295043945,6,0
7,0.5577097535133362,0.7495704889297485,0.4942350387573242,0.7805430293083191,0.719633162021637,7.0493974685668945,0.0,0.0,0.0,0.7495704889297485,7,0.4942350387573242,7,0
8,0.5455129742622375,0.7370406985282898,0.49176910519599915,0.7776323556900024,0.70529705286026,7.0522141456604,0.0,0.0,0.0,0.7370406985282898,8,0.49176910519599915,8,0
9,0.5337172746658325,0.7249714732170105,0.4893719553947449,0.7748515009880066,0.6917402744293213,7.055418491363525,0.0,0.0,0.0,0.7249714732170105,9,0.4893719553947449,9,0
10,0.5223038196563721,0.7133470773696899,0.4870325028896332,0.7721965909004211,0.6788951754570007,7.059003829956055,0.0,0.0,0.0,0.7133470773696899,10,0.4870325028896332,10,0
11,0.5112528204917908,0.7021512985229492,0.48469969630241394,0.769662618637085,0.6666926145553589,7.062962532043457,0.0,0.0,0.0,0.7021512985229492,11,0.48469969630241394,11,0
12,0.5005438923835754,0.6913676261901855,0.48245394229888916,0.7672441005706787,0.6550611853599548,7.067277431488037,0.0,0.0,0.0,0.6913676261901855,12,0.48245394229888916,12,0
13,0.49015724658966064,0.68097984790802,0.48030680418014526,0.7649353742599487,0.6439288854598999,7.071926116943359,0.0,0.0,0.0,0.68097984790802,13,0.48030680418014526,13,0
14,0.4800739288330078,0.6709724068641663,0.47835084795951843,0.7627315521240234,0.6332240700721741,7.076885223388672,0.0,0.0,0.0,0.6709724068641663,14,0.47835084795951843,14,0
15,0.47027653455734253,0.661329984664917,0.47649356722831726,0.7606282830238342,0.6228775382041931,7.082129955291748,0.0,0.0,0.0,0.661329984664917,15,0.47649356722831726,15,0
16,0.46074914932250977,0.6520376801490784,0.474689245223999,0.7586214542388916,0.6128235459327698,7.087636470794678,0.0,0.0,0.0,0.6520376801490784,16,0.474689245223999,16,0
17,0.45147761702537537,0.643081545829773,0.47284457087516785,0.7567079067230225,0.6030009984970093,7.093386173248291,0.0,0.0,0.0,0.643081545829773,17,0.47284457087516785,17,0
18,0.4424492120742798,0.6344473361968994,0.4709536135196686,0.7548841834068298,0.5933545231819153,7.099362850189209,0.0,0.0,0.0,0.6344473361968994,18,0.4709536135196686,18,0
19,0.43365293741226196,0.6261216402053833,0.4691042900085449,0.7531467080116272,0.5838342905044556,7.105554103851318,0.0,0.0,0.0,0.6261216402053833,19,0.4691042900085449,19,0
20,0.4250791370868683,0.6180909276008606,0.46739187836647034,0.7514917254447937,0.5743964910507202,7.111949443817139,0.0,0.0,0.0,0.6180909276008606,20,0.46739187836647034,20,0
21,0.41671961545944214,0.6103420257568359,0.46595028042793274,0.7499151229858398,0.5650033354759216,7.118542671203613,0.0,0.0,0.0,0.6103420257568359,21,0.46595028042793274,21,0
22,0.4085673987865448,0.6028618812561035,0.4646071493625641,0.7484121322631836,0.5556231141090393,7.125324726104736,0.0,0.0,0.0,0.6028618812561035,22,0.4646071493625641,22,0
23,0.4006168842315674,0.5956381559371948,0.46354469656944275,0.7469776272773743,0.5462297797203064,7.132289886474609,0.0,0.0,0.0,0.5956381559371948,23,0.46354469656944275,23,0
24,0.3928634524345398,0.5886584520339966,0.46256598830223083,0.7456061244010925,0.536803126335144,7.139430522918701,0.0,0.0,0.0,0.5886584520339966,24,0.46256598830223083,24,0
25,0.38530343770980835,0.5819109678268433,0.4615994691848755,0.7442914843559265,0.5273278951644897,7.146738529205322,0.0,0.0,0.0,0.5819109678268433,25,0.4615994691848755,25,0
26,0.37793397903442383,0.5753840208053589,0.46068239212036133,0.7430273294448853,0.517793595790863,7.154207706451416,0.0,0.0,0.0,0.5753840208053589,26,0.46068239212036133,26,0
27,0.3707526922225952,0.5690667629241943,0.45971065759658813,0.7418068051338196,0.5081934332847595,7.161827087402344,0.0,0.0,0.0,0.5690667629241943,27,0.45971065759658813,27,0
28,0.3637577295303345,0.5629489421844482,0.4589817225933075,0.7406229972839355,0.4985239803791046,7.169591426849365,0.0,0.0,0.0,0.5629489421844482,28,0.4589817225933075,28,0
29,0.35694748163223267,0.5570211410522461,0.4583624601364136,0.7394688129425049,0.48878389596939087,7.177494049072266,0.0,0.0,0.0,0.5570211410522461,29,0.4583624601364136,29,0
30,0.35032063722610474,0.5512750148773193,0.4577295780181885,0.7383379340171814,0.47897371649742126,7.185532093048096,0.0,0.0,0.0,0.5512750148773193,30,0.4577295780181885,30,0
31,0.3438761234283447,0.5457034707069397,0.4570908546447754,0.7372244000434875,0.46909552812576294,7.193701267242432,0.0,0.0,0.0,0.5457034707069397,31,0.4570908546447754,31,0
32,0.3376130163669586,0.5403009653091431,0.45641741156578064,0.7361233830451965,0.45915260910987854,7.202000141143799,0.0,0.0,0.0,0.5403009653091431,32,0.45641741156578064,32,0
33,0.33153074979782104,0.5350632667541504,0.45566749572753906,0.7350314855575562,0.44915005564689636,7.210427284240723,0.0,0.0,0.0,0.5350632667541504,33,0.45566749572753906,33,0
34,0.32562899589538574,0.5299878120422363,0.45484188199043274,0.7339466214179993,0.43909522891044617,7.2189836502075195,0.0,0.0,0.0,0.5299878120422363,34,0.45484188199043274,34,0
35,0.319907546043396,0.5250733494758606,0.45389875769615173,0.7328686118125916,0.428998202085495,7.227665901184082,0.0,0.0,0.0,0.5250733494758606,35,0.45389875769615173,35,0
36,0.31436657905578613,0.5203203558921814,0.4528839886188507,0.7317988872528076,0.4188726544380188,7.236475467681885,0.0,0.0,0.0,0.5203203558921814,36,0.4528839886188507,36,0
37,0.3090064823627472,0.5157303214073181,0.45174142718315125,0.7307409048080444,0.4087364375591278,7.245410442352295,0.0,0.0,0.0,0.5157303214073181,37,0.45174142718315125,37,0
38,0.3038276433944702,0.5113060474395752,0.4506358802318573,0.7296993732452393,0.398611843585968,7.25446891784668,0.0,0.0,0.0,0.5113060474395752,38,0.4506358802318573,38,0
39,0.29883047938346863,0.5070509314537048,0.4494396448135376,0.7286803722381592,0.3885257840156555,7.263647079467773,0.0,0.0,0.0,0.5070509314537048,39,0.4494396448135376,39,0
40,0.2940152585506439,0.5029686689376831,0.4481949806213379,0.7276908755302429,0.3785092234611511,7.272937774658203,0.0,0.0,0.0,0.5029686689376831,40,0.4481949806213379,40,0
41,0.2893820106983185,0.4990633428096771,0.44693535566329956,0.726738452911377,0.36859625577926636,7.282333850860596,0.0,0.0,0.0,0.4990633428096771,41,0.44693535566329956,41,0
42,0.28493013978004456,0.495338499546051,0.445648193359375,0.7258306741714478,0.3588225543498993,7.291823863983154,0.0,0.0,0.0,0.495338499546051,42,0.445648193359375,42,0
43,0.280658483505249,0.49179720878601074,0.4444406032562256,0.7249746322631836,0.34922340512275696,7.301394939422607,0.0,0.0,0.0,0.49179720878601074,43,0.4444406032562256,43,0
44,0.2765650153160095,0.4884416162967682,0.4432528614997864,0.7241767048835754,0.3398314416408539,7.311034679412842,0.0,0.0,0.0,0.4884416162967682,44,0.4432528614997864,44,0
45,0.27264684438705444,0.48527228832244873,0.44210243225097656,0.7234417200088501,0.3306741714477539,7.320725917816162,0.0,0.0,0.0,0.48527228832244873,45,0.44210243225097656,45,0
46,0.268900066614151,0.48228853940963745,0.44112205505371094,0.7227728962898254,0.3217720091342926,7.330455303192139,0.0,0.0,0.0,0.48228853940963745,46,0.44112205505371094,46,0
47,0.26531994342803955,0.47948741912841797,0.44023945927619934,0.7221711277961731,0.3131365478038788,7.340206623077393,0.0,0.0,0.0,0.47948741912841797,47,0.44023945927619934,47,0
48,0.26190081238746643,0.4768642485141754,0.4395275115966797,0.7216348052024841,0.30477020144462585,7.3499674797058105,0.0,0.0,0.0,0.4768642485141754,48,0.4395275115966797,48,0
