epoch,train_core_loss,validation_core_loss,validation_mae,validation_rmse,gradient_l2_norm,parameter_l2_norm,mean_flow_displacement,median_flow_displacement,p95_flow_displacement,best_validation_core_loss_so_far,best_core_epoch,shadow_best_validation_mae_so_far,shadow_best_mae_epoch,stale_epochs
1,0.9379483461380005,0.7820683717727661,0.3968551754951477,0.5116973519325256,1.2766728401184082,7.538999080657959,0.29114830493927,0.24918735027313232,0.6960015296936035,0.7820683717727661,1,0.3968551754951477,1,0
2,0.9136189222335815,0.7618825435638428,0.3876795470714569,0.502196192741394,1.239820122718811,7.5387468338012695,0.2925008237361908,0.24934224784374237,0.6989577412605286,0.7618825435638428,2,0.3876795470714569,2,0
3,0.8901278376579285,0.7422785758972168,0.3792850077152252,0.4936182200908661,1.2061033248901367,7.539059638977051,0.29438066482543945,0.25011149048805237,0.7031591534614563,0.7422785758972168,3,0.3792850077152252,3,0
4,0.8674105405807495,0.7232216000556946,0.3715004324913025,0.48584648966789246,1.1754544973373413,7.539962291717529,0.29694435000419617,0.25174739956855774,0.7090107798576355,0.7232216000556946,4,0.3715004324913025,4,0
5,0.8454011678695679,0.7046804428100586,0.3644842207431793,0.4788067638874054,1.147552728652954,7.541463375091553,0.3002544641494751,0.25435468554496765,0.7167201042175293,0.7046804428100586,5,0.3644842207431793,5,0
6,0.8240307569503784,0.6866414546966553,0.3577941060066223,0.4724642038345337,1.122102975845337,7.5435333251953125,0.3043065667152405,0.2579421401023865,0.7263621091842651,0.6866414546966553,6,0.3577941060066223,6,0
7,0.8032374978065491,0.669097900390625,0.3512168228626251,0.4668205678462982,1.098774790763855,7.546111106872559,0.3090652823448181,0.2625104486942291,0.7379449605941772,0.669097900390625,7,0.3512168228626251,7,0
8,0.7829662561416626,0.652034342288971,0.3448554277420044,0.46190667152404785,1.077304482460022,7.549156188964844,0.3145262897014618,0.2681245803833008,0.7514442205429077,0.652034342288971,8,0.3448554277420044,8,0
9,0.7631598711013794,0.6354197859764099,0.33876678347587585,0.4577690362930298,1.0574960708618164,7.552633285522461,0.3207283020019531,0.2749168276786804,0.7666537761688232,0.6354197859764099,9,0.33876678347587585,9,0
10,0.743756890296936,0.6192164421081543,0.3331313729286194,0.4544598460197449,1.039137840270996,7.5565080642700195,0.3277280330657959,0.2825127840042114,0.7841026782989502,0.6192164421081543,10,0.3331313729286194,10,0
