backend,cohort_seed,metric,model,model_seed,n_fit,n_train,n_validation,site_or_shift,split,stage,subset_seed,trainable_parameters,value,variant,world
torch,403,event_roc_auc,phase05_flow_jump,603,4,5,1,all,test,flow,503,4156,0.5131486837268112,time_scaled__none__deterministic,smooth
torch,403,event_brier,phase05_flow_jump,603,4,5,1,all,test,flow,503,4156,0.034045591268697335,time_scaled__none__deterministic,smooth
torch,403,event_log_loss,phase05_flow_jump,603,4,5,1,all,test,flow,503,4156,0.1617047006179237,time_scaled__none__deterministic,smooth
torch,403,latent_aligned_r2,phase05_flow_jump,603,4,5,1,all,test,flow,503,4156,0.26167827138779776,time_scaled__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,8,10,2,all,test,flow,504,4804,0.3436090648174286,gated__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,8,10,2,all,test,flow,504,4804,0.5160030366342483,gated__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,8,10,2,all,test,flow,504,4804,0.4943078855369157,gated__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,8,10,2,all,test,flow,504,4804,0.027919552356223874,gated__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,8,10,2,all,test,flow,504,4804,0.15021662548076858,gated__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,8,10,2,all,test,flow,504,4804,0.2414836062707389,gated__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,8,10,2,all,test,flow,504,3556,0.33222880959510803,none__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,8,10,2,all,test,flow,504,3556,0.5161904788861437,none__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,8,10,2,all,test,flow,504,3556,0.4927898976808186,none__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,8,10,2,all,test,flow,504,3556,0.02966212923293996,none__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,8,10,2,all,test,flow,504,3556,0.13369342973962473,none__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,8,10,2,all,test,flow,504,3556,0.28087421638493504,none__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,8,10,2,all,test,flow,504,4156,0.33660826086997986,time_scaled__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,8,10,2,all,test,flow,504,4156,0.5257684703254384,time_scaled__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,8,10,2,all,test,flow,504,4156,0.5006132350941193,time_scaled__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,8,10,2,all,test,flow,504,4156,0.02945291565602641,time_scaled__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,8,10,2,all,test,flow,504,4156,0.1404720739051606,time_scaled__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,8,10,2,all,test,flow,504,4156,0.2657596140237442,time_scaled__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,16,20,4,all,test,flow,504,4804,0.33464738726615906,gated__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,16,20,4,all,test,flow,504,4804,0.5037558870941793,gated__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,16,20,4,all,test,flow,504,4804,0.4997267621859025,gated__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,16,20,4,all,test,flow,504,4804,0.032986408740204795,gated__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,16,20,4,all,test,flow,504,4804,0.1493278657194128,gated__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,16,20,4,all,test,flow,504,4804,0.2634244412172733,gated__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,16,20,4,all,test,flow,504,3556,0.3167527914047241,none__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,16,20,4,all,test,flow,504,3556,0.48536979901997374,none__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,16,20,4,all,test,flow,504,3556,0.4789329285365717,none__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,16,20,4,all,test,flow,504,3556,0.030823144689995634,none__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,16,20,4,all,test,flow,504,3556,0.14230042797050502,none__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,16,20,4,all,test,flow,504,3556,0.2836145000507806,none__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,16,20,4,all,test,flow,504,4156,0.33908697962760925,time_scaled__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,16,20,4,all,test,flow,504,4156,0.5191444161465397,time_scaled__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,16,20,4,all,test,flow,504,4156,0.50187426500588,time_scaled__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,16,20,4,all,test,flow,504,4156,0.035308601073030584,time_scaled__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,16,20,4,all,test,flow,504,4156,0.1556276067383002,time_scaled__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,16,20,4,all,test,flow,504,4156,0.27604110070489063,time_scaled__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,32,40,8,all,test,flow,504,4804,0.3713974058628082,gated__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,32,40,8,all,test,flow,504,4804,0.542098438742507,gated__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,32,40,8,all,test,flow,504,4804,0.4977061783505732,gated__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,32,40,8,all,test,flow,504,4804,0.043461571476385595,gated__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,32,40,8,all,test,flow,504,4804,0.19208053917290996,gated__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,32,40,8,all,test,flow,504,4804,0.23772857614965537,gated__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,32,40,8,all,test,flow,504,3556,0.29740458726882935,none__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,32,40,8,all,test,flow,504,3556,0.4531405216057895,none__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,32,40,8,all,test,flow,504,3556,0.4881032151742786,none__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,32,40,8,all,test,flow,504,3556,0.03128219768089797,none__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,32,40,8,all,test,flow,504,3556,0.1462381338164166,none__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,32,40,8,all,test,flow,504,3556,0.31365235471454,none__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,32,40,8,all,test,flow,504,4156,0.25025251507759094,time_scaled__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,32,40,8,all,test,flow,504,4156,0.3871455486498897,time_scaled__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,32,40,8,all,test,flow,504,4156,0.5098614811081511,time_scaled__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,32,40,8,all,test,flow,504,4156,0.03084705949274539,time_scaled__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,32,40,8,all,test,flow,504,4156,0.14136662633690278,time_scaled__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,32,40,8,all,test,flow,504,4156,0.2961388527463712,time_scaled__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,4,5,1,all,test,flow,504,4804,0.3676221966743469,gated__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,4,5,1,all,test,flow,504,4804,0.5491284671989201,gated__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,4,5,1,all,test,flow,504,4804,0.5008630330957353,gated__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,4,5,1,all,test,flow,504,4804,0.028293501944511655,gated__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,4,5,1,all,test,flow,504,4804,0.18104006002643022,gated__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,4,5,1,all,test,flow,504,4804,0.20954357896528852,gated__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,4,5,1,all,test,flow,504,3556,0.33313217759132385,none__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,4,5,1,all,test,flow,504,3556,0.5177941213510567,none__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,4,5,1,all,test,flow,504,3556,0.4759149526803786,none__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,4,5,1,all,test,flow,504,3556,0.02993229701323515,none__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,4,5,1,all,test,flow,504,3556,0.13471470636136992,none__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,4,5,1,all,test,flow,504,3556,0.2740743256939075,none__none__deterministic,smooth
torch,404,mae,phase05_flow_jump,604,4,5,1,all,test,flow,504,4156,0.3529287278652191,time_scaled__none__deterministic,smooth
torch,404,rmse,phase05_flow_jump,604,4,5,1,all,test,flow,504,4156,0.5500570907006054,time_scaled__none__deterministic,smooth
torch,404,event_roc_auc,phase05_flow_jump,604,4,5,1,all,test,flow,504,4156,0.49157154742762055,time_scaled__none__deterministic,smooth
torch,404,event_brier,phase05_flow_jump,604,4,5,1,all,test,flow,504,4156,0.030102445232437672,time_scaled__none__deterministic,smooth
torch,404,event_log_loss,phase05_flow_jump,604,4,5,1,all,test,flow,504,4156,0.16972546352862133,time_scaled__none__deterministic,smooth
torch,404,latent_aligned_r2,phase05_flow_jump,604,4,5,1,all,test,flow,504,4156,0.2315697713918791,time_scaled__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,8,10,2,all,test,flow,505,4804,0.36029353737831116,gated__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,8,10,2,all,test,flow,505,4804,0.553566619526942,gated__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,8,10,2,all,test,flow,505,4804,0.511744820318142,gated__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,8,10,2,all,test,flow,505,4804,0.04309596302258714,gated__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,8,10,2,all,test,flow,505,4804,0.1912803613098256,gated__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,8,10,2,all,test,flow,505,4804,0.28027142314328535,gated__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,8,10,2,all,test,flow,505,3556,0.3572295606136322,none__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,8,10,2,all,test,flow,505,3556,0.5425362270758209,none__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,8,10,2,all,test,flow,505,3556,0.4882515446048187,none__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,8,10,2,all,test,flow,505,3556,0.03537832351189897,none__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,8,10,2,all,test,flow,505,3556,0.17230011171984297,none__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,8,10,2,all,test,flow,505,3556,0.3550264663587556,none__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,8,10,2,all,test,flow,505,4156,0.3867706060409546,time_scaled__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,8,10,2,all,test,flow,505,4156,0.587216545267713,time_scaled__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,8,10,2,all,test,flow,505,4156,0.49723711425774153,time_scaled__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,8,10,2,all,test,flow,505,4156,0.040811337523707754,time_scaled__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,8,10,2,all,test,flow,505,4156,0.18379698945952996,time_scaled__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,8,10,2,all,test,flow,505,4156,0.31687667470610775,time_scaled__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,16,20,4,all,test,flow,505,4804,0.32823091745376587,gated__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,16,20,4,all,test,flow,505,4804,0.500478307112885,gated__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,16,20,4,all,test,flow,505,4804,0.5088257398593468,gated__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,16,20,4,all,test,flow,505,4804,0.035377729566785504,gated__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,16,20,4,all,test,flow,505,4804,0.15762645709212927,gated__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,16,20,4,all,test,flow,505,4804,0.2826443244274087,gated__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,16,20,4,all,test,flow,505,3556,0.25862449407577515,none__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,16,20,4,all,test,flow,505,3556,0.4115172376197347,none__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,16,20,4,all,test,flow,505,3556,0.4838988427732245,none__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,16,20,4,all,test,flow,505,3556,0.029217424839374263,none__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,16,20,4,all,test,flow,505,3556,0.1389501958155323,none__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,16,20,4,all,test,flow,505,3556,0.35647986494516454,none__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,16,20,4,all,test,flow,505,4156,0.30835074186325073,time_scaled__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,16,20,4,all,test,flow,505,4156,0.486518194598383,time_scaled__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,16,20,4,all,test,flow,505,4156,0.502398204211358,time_scaled__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,16,20,4,all,test,flow,505,4156,0.03208080579872839,time_scaled__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,16,20,4,all,test,flow,505,4156,0.15181959001174056,time_scaled__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,16,20,4,all,test,flow,505,4156,0.3200182011434216,time_scaled__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,32,40,8,all,test,flow,505,4804,0.23132170736789703,gated__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,32,40,8,all,test,flow,505,4804,0.37053521939242956,gated__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,32,40,8,all,test,flow,505,4804,0.5031180251959306,gated__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,32,40,8,all,test,flow,505,4804,0.0290038464580887,gated__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,32,40,8,all,test,flow,505,4804,0.1341570972608099,gated__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,32,40,8,all,test,flow,505,4804,0.30890108372072156,gated__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,32,40,8,all,test,flow,505,3556,0.29780617356300354,none__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,32,40,8,all,test,flow,505,3556,0.4892011902836771,none__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,32,40,8,all,test,flow,505,3556,0.48670951463239676,none__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,32,40,8,all,test,flow,505,3556,0.028199924562353693,none__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,32,40,8,all,test,flow,505,3556,0.13001975387547518,none__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,32,40,8,all,test,flow,505,3556,0.3502089013771249,none__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,32,40,8,all,test,flow,505,4156,0.26295459270477295,time_scaled__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,32,40,8,all,test,flow,505,4156,0.43247347957137194,time_scaled__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,32,40,8,all,test,flow,505,4156,0.4994502703285625,time_scaled__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,32,40,8,all,test,flow,505,4156,0.030513646357667644,time_scaled__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,32,40,8,all,test,flow,505,4156,0.14056679359480753,time_scaled__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,32,40,8,all,test,flow,505,4156,0.33693331615069333,time_scaled__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,4,5,1,all,test,flow,505,4804,0.3675251603126526,gated__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,4,5,1,all,test,flow,505,4804,0.5417385573241519,gated__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,4,5,1,all,test,flow,505,4804,0.5092040907945309,gated__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,4,5,1,all,test,flow,505,4804,0.035488782494147615,gated__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,4,5,1,all,test,flow,505,4804,0.16465123825126135,gated__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,4,5,1,all,test,flow,505,4804,0.262344195656768,gated__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,4,5,1,all,test,flow,505,3556,0.3257488012313843,none__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,4,5,1,all,test,flow,505,3556,0.5130839591392942,none__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,4,5,1,all,test,flow,505,3556,0.478450695329653,none__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,4,5,1,all,test,flow,505,3556,0.029706601422367373,none__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,4,5,1,all,test,flow,505,3556,0.14005869337863794,none__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,4,5,1,all,test,flow,505,3556,0.3389808105107769,none__none__deterministic,smooth
torch,405,mae,phase05_flow_jump,605,4,5,1,all,test,flow,505,4156,0.3438850939273834,time_scaled__none__deterministic,smooth
torch,405,rmse,phase05_flow_jump,605,4,5,1,all,test,flow,505,4156,0.5342605501721043,time_scaled__none__deterministic,smooth
torch,405,event_roc_auc,phase05_flow_jump,605,4,5,1,all,test,flow,505,4156,0.5039292153565041,time_scaled__none__deterministic,smooth
torch,405,event_brier,phase05_flow_jump,605,4,5,1,all,test,flow,505,4156,0.031231431834781897,time_scaled__none__deterministic,smooth
torch,405,event_log_loss,phase05_flow_jump,605,4,5,1,all,test,flow,505,4156,0.1632741769400068,time_scaled__none__deterministic,smooth
torch,405,latent_aligned_r2,phase05_flow_jump,605,4,5,1,all,test,flow,505,4156,0.29555915130515215,time_scaled__none__deterministic,smooth
