candidate,control,cohort_seed,subset_seed,model_seed,n_train,metric,candidate_value,control_value,effect,candidate_better
time_scaled,none,403,503,603,10,rmse,0.572333686608924,0.5628695863263912,-0.009464100282532861,False
time_scaled,none,403,503,603,20,event_brier,0.03313878439153433,0.03199337723595301,-0.0011454071555813197,False
time_scaled,none,403,503,603,20,event_log_loss,0.15748287846203785,0.14299861332562452,-0.014484265136413321,False
time_scaled,none,403,503,603,20,event_roc_auc,0.5104998328592169,0.5005552796223625,0.009944553236854392,True
time_scaled,none,403,503,603,20,latent_aligned_r2,0.31820277343288345,0.3544137858569208,-0.03621101242403735,False
time_scaled,none,403,503,603,20,mae,0.2654244601726532,0.30315300822257996,0.03772854804992676,True
time_scaled,none,403,503,603,20,rmse,0.42337092337209786,0.48098691276245387,0.057615989390356004,True
time_scaled,none,403,503,603,40,event_brier,0.04381207125084554,0.03502627649148199,-0.00878579475936355,False
time_scaled,none,403,503,603,40,event_log_loss,0.19286573723628392,0.15849464240798766,-0.034371094828296256,False
time_scaled,none,403,503,603,40,event_roc_auc,0.5278292637498803,0.5093938365722428,0.018435427177637465,True
time_scaled,none,403,503,603,40,latent_aligned_r2,0.284397152175538,0.32973362842602605,-0.045336476250488034,False
time_scaled,none,403,503,603,40,mae,0.3433723747730255,0.32861074805259705,-0.014761626720428467,False
time_scaled,none,403,503,603,40,rmse,0.5545316127884474,0.5289041110605465,-0.02562750172790096,False
time_scaled,none,404,504,604,5,event_brier,0.030102445232437672,0.02993229701323515,-0.00017014821920252263,False
time_scaled,none,404,504,604,5,event_log_loss,0.16972546352862133,0.13471470636136992,-0.03501075716725141,False
time_scaled,none,404,504,604,5,event_roc_auc,0.49157154742762055,0.4759149526803786,0.01565659474724196,True
time_scaled,none,404,504,604,5,latent_aligned_r2,0.2315697713918791,0.2740743256939075,-0.0425045543020284,False
time_scaled,none,404,504,604,5,mae,0.3529287278652191,0.33313217759132385,-0.019796550273895264,False
time_scaled,none,404,504,604,5,rmse,0.5500570907006054,0.5177941213510567,-0.03226296934954864,False
time_scaled,none,404,504,604,10,event_brier,0.02945291565602641,0.02966212923293996,0.0002092135769135514,True
time_scaled,none,404,504,604,10,event_log_loss,0.1404720739051606,0.13369342973962473,-0.006778644165535863,False
time_scaled,none,404,504,604,10,event_roc_auc,0.5006132350941193,0.4927898976808186,0.007823337413300657,True
time_scaled,none,404,504,604,10,latent_aligned_r2,0.2657596140237442,0.28087421638493504,-0.015114602361190832,False
time_scaled,none,404,504,604,10,mae,0.33660826086997986,0.33222880959510803,-0.004379451274871826,False
time_scaled,none,404,504,604,10,rmse,0.5257684703254384,0.5161904788861437,-0.00957799143929472,False
time_scaled,none,404,504,604,20,event_brier,0.035308601073030584,0.030823144689995634,-0.00448545638303495,False
time_scaled,none,404,504,604,20,event_log_loss,0.1556276067383002,0.14230042797050502,-0.013327178767795184,False
time_scaled,none,404,504,604,20,event_roc_auc,0.50187426500588,0.4789329285365717,0.022941336469308238,True
time_scaled,none,404,504,604,20,latent_aligned_r2,0.27604110070489063,0.2836145000507806,-0.007573399345889964,False
time_scaled,none,404,504,604,20,mae,0.33908697962760925,0.3167527914047241,-0.022334188222885132,False
time_scaled,none,404,504,604,20,rmse,0.5191444161465397,0.48536979901997374,-0.03377461712656599,False
time_scaled,none,404,504,604,40,event_brier,0.03084705949274539,0.03128219768089797,0.00043513818815257843,True
time_scaled,none,404,504,604,40,event_log_loss,0.14136662633690278,0.1462381338164166,0.004871507479513815,True
time_scaled,none,404,504,604,40,event_roc_auc,0.5098614811081511,0.4881032151742786,0.021758265933872478,True
time_scaled,none,404,504,604,40,latent_aligned_r2,0.2961388527463712,0.31365235471454,-0.01751350196816881,False
time_scaled,none,404,504,604,40,mae,0.25025251507759094,0.29740458726882935,0.0471520721912384,True
time_scaled,none,404,504,604,40,rmse,0.3871455486498897,0.4531405216057895,0.06599497295589979,True
time_scaled,none,405,505,605,5,event_brier,0.031231431834781897,0.029706601422367373,-0.001524830412414524,False
time_scaled,none,405,505,605,5,event_log_loss,0.1632741769400068,0.14005869337863794,-0.02321548356136885,False
time_scaled,none,405,505,605,5,event_roc_auc,0.5039292153565041,0.478450695329653,0.025478520026851137,True
time_scaled,none,405,505,605,5,latent_aligned_r2,0.29555915130515215,0.3389808105107769,-0.04342165920562474,False
time_scaled,none,405,505,605,5,mae,0.3438850939273834,0.3257488012313843,-0.018136292695999146,False
time_scaled,none,405,505,605,5,rmse,0.5342605501721043,0.5130839591392942,-0.02117659103281011,False
time_scaled,none,405,505,605,10,event_brier,0.040811337523707754,0.03537832351189897,-0.005433014011808783,False
time_scaled,none,405,505,605,10,event_log_loss,0.18379698945952996,0.17230011171984297,-0.011496877739686995,False
time_scaled,none,405,505,605,10,event_roc_auc,0.49723711425774153,0.4882515446048187,0.008985569652922853,True
time_scaled,none,405,505,605,10,latent_aligned_r2,0.31687667470610775,0.3550264663587556,-0.03814979165264787,False
time_scaled,none,405,505,605,10,mae,0.3867706060409546,0.3572295606136322,-0.029541045427322388,False
time_scaled,none,405,505,605,10,rmse,0.587216545267713,0.5425362270758209,-0.04468031819189211,False
time_scaled,none,405,505,605,20,event_brier,0.03208080579872839,0.029217424839374263,-0.0028633809593541296,False
time_scaled,none,405,505,605,20,event_log_loss,0.15181959001174056,0.1389501958155323,-0.01286939419620825,False
time_scaled,none,405,505,605,20,event_roc_auc,0.502398204211358,0.4838988427732245,0.018499361438133466,True
time_scaled,none,405,505,605,20,latent_aligned_r2,0.3200182011434216,0.35647986494516454,-0.03646166380174293,False
time_scaled,none,405,505,605,20,mae,0.30835074186325073,0.25862449407577515,-0.049726247787475586,False
time_scaled,none,405,505,605,20,rmse,0.486518194598383,0.4115172376197347,-0.07500095697864834,False
time_scaled,none,405,505,605,40,event_brier,0.030513646357667644,0.028199924562353693,-0.0023137217953139513,False
time_scaled,none,405,505,605,40,event_log_loss,0.14056679359480753,0.13001975387547518,-0.010547039719332352,False
time_scaled,none,405,505,605,40,event_roc_auc,0.4994502703285625,0.48670951463239676,0.012740755696165729,True
time_scaled,none,405,505,605,40,latent_aligned_r2,0.33693331615069333,0.3502089013771249,-0.013275585226431574,False
time_scaled,none,405,505,605,40,mae,0.26295459270477295,0.29780617356300354,0.03485158085823059,True
time_scaled,none,405,505,605,40,rmse,0.43247347957137194,0.4892011902836771,0.056727710712305146,True
