cohort_seed,subset_seed,mean_Delta_MAE,median_Delta_MAE,std_Delta_MAE,model_seed_count
401,501,0.012500771880149841,0.01580841839313507,0.033670653571057106,10
402,502,0.04379732608795166,0.04927937686443329,0.01863629607211081,10
403,503,-0.015780112147331236,-0.012136712670326233,0.013381939785646271,10
404,504,-0.027317193150520325,-0.02629941701889038,0.030197481053713466,10
405,505,0.03152108788490295,0.03148163855075836,0.03106513073594866,10
