cell_id_standard,cohort_seed,subset_seed,model_seed,flow_mode,test_mae_standard,epochs_run_standard,stop_epoch_standard,early_stop_reason_standard,would_patience_exhaust_epoch_standard,selected_checkpoint_epoch_standard,shadow_mae_checkpoint_epoch_standard,selected_validation_core_loss_standard,shadow_validation_mae_standard,cell_id_forced,test_mae_forced,epochs_run_forced,stop_epoch_forced,early_stop_reason_forced,would_patience_exhaust_epoch_forced,selected_checkpoint_epoch_forced,shadow_mae_checkpoint_epoch_forced,selected_validation_core_loss_forced,shadow_validation_mae_forced,H_architecture,standard_patience_exhausted,forced_patience_event,checkpoint_epoch_changed,test_mae_changed,patience_epoch_agrees
p07__smooth__cohort409__subset509__model1106__n40__none__standard_early_stop,409,509,1106,none,0.287882387638092,100,100,max_epochs_reached,,100,100,0.17599087953567505,0.22281169891357422,p07__smooth__cohort409__subset509__model1106__n40__none__forced_horizon,0.287882387638092,100,100,max_epochs_reached,,100,100,0.17599087953567505,0.22281169891357422,0.0,False,False,False,False,True
p07__smooth__cohort409__subset509__model1106__n40__time_scaled__standard_early_stop,409,509,1106,time_scaled,0.2550605237483978,100,100,max_epochs_reached,,100,100,0.18150724470615387,0.2087203413248062,p07__smooth__cohort409__subset509__model1106__n40__time_scaled__forced_horizon,0.2550605237483978,100,100,max_epochs_reached,,100,100,0.18150724470615387,0.2087203413248062,0.0,False,False,False,False,True
p07__smooth__cohort409__subset509__model1107__n40__none__standard_early_stop,409,509,1107,none,0.2981997430324554,100,100,max_epochs_reached,,100,100,0.18295001983642578,0.23119530081748962,p07__smooth__cohort409__subset509__model1107__n40__none__forced_horizon,0.2981997430324554,100,100,max_epochs_reached,,100,100,0.18295001983642578,0.23119530081748962,0.0,False,False,False,False,True
p07__smooth__cohort409__subset509__model1107__n40__time_scaled__standard_early_stop,409,509,1107,time_scaled,0.2851745188236236,100,100,max_epochs_reached,,100,100,0.19139151275157928,0.23824381828308105,p07__smooth__cohort409__subset509__model1107__n40__time_scaled__forced_horizon,0.2851745188236236,100,100,max_epochs_reached,,100,100,0.19139151275157928,0.23824381828308105,0.0,False,False,False,False,True
p07__smooth__cohort409__subset509__model1108__n40__none__standard_early_stop,409,509,1108,none,0.3095525205135345,100,100,max_epochs_reached,,100,100,0.19138893485069275,0.23895494639873505,p07__smooth__cohort409__subset509__model1108__n40__none__forced_horizon,0.3095525205135345,100,100,max_epochs_reached,,100,100,0.19138893485069275,0.23895494639873505,0.0,False,False,False,False,True
p07__smooth__cohort409__subset509__model1108__n40__time_scaled__standard_early_stop,409,509,1108,time_scaled,0.2751272916793823,100,100,max_epochs_reached,,100,100,0.17787832021713257,0.21552476286888123,p07__smooth__cohort409__subset509__model1108__n40__time_scaled__forced_horizon,0.2751272916793823,100,100,max_epochs_reached,,100,100,0.17787832021713257,0.21552476286888123,0.0,False,False,False,False,True
p07__smooth__cohort409__subset509__model1109__n40__none__standard_early_stop,409,509,1109,none,0.3004445135593414,100,100,max_epochs_reached,,100,100,0.17877240478992462,0.23756398260593414,p07__smooth__cohort409__subset509__model1109__n40__none__forced_horizon,0.3004445135593414,100,100,max_epochs_reached,,100,100,0.17877240478992462,0.23756398260593414,0.0,False,False,False,False,True
p07__smooth__cohort409__subset509__model1109__n40__time_scaled__standard_early_stop,409,509,1109,time_scaled,0.2922625541687011,100,100,max_epochs_reached,,100,100,0.1904301792383194,0.24446861445903778,p07__smooth__cohort409__subset509__model1109__n40__time_scaled__forced_horizon,0.2922625541687011,100,100,max_epochs_reached,,100,100,0.1904301792383194,0.24446861445903778,0.0,False,False,False,False,True
p07__smooth__cohort409__subset509__model1110__n40__none__standard_early_stop,409,509,1110,none,0.3061538338661194,100,100,max_epochs_reached,,100,100,0.1730228066444397,0.23980166018009186,p07__smooth__cohort409__subset509__model1110__n40__none__forced_horizon,0.3061538338661194,100,100,max_epochs_reached,,100,100,0.1730228066444397,0.23980166018009186,0.0,False,False,False,False,True
p07__smooth__cohort409__subset509__model1110__n40__time_scaled__standard_early_stop,409,509,1110,time_scaled,0.2971019744873047,100,100,max_epochs_reached,,100,100,0.18077968060970306,0.22882294654846191,p07__smooth__cohort409__subset509__model1110__n40__time_scaled__forced_horizon,0.2971019744873047,100,100,max_epochs_reached,,100,100,0.18077968060970306,0.22882294654846191,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1101__n40__none__standard_early_stop,410,510,1101,none,0.290360540151596,100,100,max_epochs_reached,,100,100,0.3522011935710907,0.40645304322242737,p07__smooth__cohort410__subset510__model1101__n40__none__forced_horizon,0.290360540151596,100,100,max_epochs_reached,,100,100,0.3522011935710907,0.40645304322242737,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1101__n40__time_scaled__standard_early_stop,410,510,1101,time_scaled,0.2718669474124908,100,100,max_epochs_reached,,100,100,0.2930390238761902,0.35161998867988586,p07__smooth__cohort410__subset510__model1101__n40__time_scaled__forced_horizon,0.2718669474124908,100,100,max_epochs_reached,,100,100,0.2930390238761902,0.35161998867988586,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1102__n40__none__standard_early_stop,410,510,1102,none,0.2923372983932495,100,100,max_epochs_reached,,100,100,0.36833739280700684,0.41371265053749084,p07__smooth__cohort410__subset510__model1102__n40__none__forced_horizon,0.2923372983932495,100,100,max_epochs_reached,,100,100,0.36833739280700684,0.41371265053749084,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1102__n40__time_scaled__standard_early_stop,410,510,1102,time_scaled,0.2600552141666412,100,100,max_epochs_reached,,100,100,0.24301452934741974,0.32639336585998535,p07__smooth__cohort410__subset510__model1102__n40__time_scaled__forced_horizon,0.2600552141666412,100,100,max_epochs_reached,,100,100,0.24301452934741974,0.32639336585998535,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1103__n40__none__standard_early_stop,410,510,1103,none,0.2791101932525635,100,100,max_epochs_reached,,100,100,0.3368305563926697,0.3938659131526947,p07__smooth__cohort410__subset510__model1103__n40__none__forced_horizon,0.2791101932525635,100,100,max_epochs_reached,,100,100,0.3368305563926697,0.3938659131526947,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1103__n40__time_scaled__standard_early_stop,410,510,1103,time_scaled,0.2616722881793976,100,100,max_epochs_reached,,100,100,0.24368861317634583,0.31638628244400024,p07__smooth__cohort410__subset510__model1103__n40__time_scaled__forced_horizon,0.2616722881793976,100,100,max_epochs_reached,,100,100,0.24368861317634583,0.31638628244400024,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1104__n40__none__standard_early_stop,410,510,1104,none,0.2790423035621643,100,100,max_epochs_reached,,100,100,0.32656383514404297,0.373132586479187,p07__smooth__cohort410__subset510__model1104__n40__none__forced_horizon,0.2790423035621643,100,100,max_epochs_reached,,100,100,0.32656383514404297,0.373132586479187,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1104__n40__time_scaled__standard_early_stop,410,510,1104,time_scaled,0.2727780640125274,100,100,max_epochs_reached,,100,100,0.24616611003875732,0.33252835273742676,p07__smooth__cohort410__subset510__model1104__n40__time_scaled__forced_horizon,0.2727780640125274,100,100,max_epochs_reached,,100,100,0.24616611003875732,0.33252835273742676,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1105__n40__none__standard_early_stop,410,510,1105,none,0.290556788444519,100,100,max_epochs_reached,,100,100,0.36691814661026,0.3997897207736969,p07__smooth__cohort410__subset510__model1105__n40__none__forced_horizon,0.290556788444519,100,100,max_epochs_reached,,100,100,0.36691814661026,0.3997897207736969,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1105__n40__time_scaled__standard_early_stop,410,510,1105,time_scaled,0.2465454488992691,100,100,max_epochs_reached,,100,100,0.21469545364379883,0.2922047972679138,p07__smooth__cohort410__subset510__model1105__n40__time_scaled__forced_horizon,0.2465454488992691,100,100,max_epochs_reached,,100,100,0.21469545364379883,0.2922047972679138,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1106__n40__none__standard_early_stop,410,510,1106,none,0.2744841277599334,100,100,max_epochs_reached,,100,100,0.3328540623188019,0.3863375186920166,p07__smooth__cohort410__subset510__model1106__n40__none__forced_horizon,0.2744841277599334,100,100,max_epochs_reached,,100,100,0.3328540623188019,0.3863375186920166,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1106__n40__time_scaled__standard_early_stop,410,510,1106,time_scaled,0.2448126226663589,100,100,max_epochs_reached,,100,100,0.22401005029678345,0.2845298647880554,p07__smooth__cohort410__subset510__model1106__n40__time_scaled__forced_horizon,0.2448126226663589,100,100,max_epochs_reached,,100,100,0.22401005029678345,0.2845298647880554,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1107__n40__none__standard_early_stop,410,510,1107,none,0.2864367663860321,100,100,max_epochs_reached,,100,100,0.36267149448394775,0.4070703089237213,p07__smooth__cohort410__subset510__model1107__n40__none__forced_horizon,0.2864367663860321,100,100,max_epochs_reached,,100,100,0.36267149448394775,0.4070703089237213,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1107__n40__time_scaled__standard_early_stop,410,510,1107,time_scaled,0.2559018433094024,100,100,max_epochs_reached,,100,100,0.236160546541214,0.3098162114620209,p07__smooth__cohort410__subset510__model1107__n40__time_scaled__forced_horizon,0.2559018433094024,100,100,max_epochs_reached,,100,100,0.236160546541214,0.3098162114620209,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1108__n40__none__standard_early_stop,410,510,1108,none,0.306451141834259,100,100,max_epochs_reached,,100,100,0.3994889259338379,0.4338933229446411,p07__smooth__cohort410__subset510__model1108__n40__none__forced_horizon,0.306451141834259,100,100,max_epochs_reached,,100,100,0.3994889259338379,0.4338933229446411,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1108__n40__time_scaled__standard_early_stop,410,510,1108,time_scaled,0.2619942426681518,100,100,max_epochs_reached,,100,100,0.2583264112472534,0.33081045746803284,p07__smooth__cohort410__subset510__model1108__n40__time_scaled__forced_horizon,0.2619942426681518,100,100,max_epochs_reached,,100,100,0.2583264112472534,0.33081045746803284,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1109__n40__none__standard_early_stop,410,510,1109,none,0.2780282497406006,100,100,max_epochs_reached,,100,100,0.3301311433315277,0.3872051239013672,p07__smooth__cohort410__subset510__model1109__n40__none__forced_horizon,0.2780282497406006,100,100,max_epochs_reached,,100,100,0.3301311433315277,0.3872051239013672,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1109__n40__time_scaled__standard_early_stop,410,510,1109,time_scaled,0.265542060136795,100,100,max_epochs_reached,,100,100,0.24248963594436646,0.3179185688495636,p07__smooth__cohort410__subset510__model1109__n40__time_scaled__forced_horizon,0.265542060136795,100,100,max_epochs_reached,,100,100,0.24248963594436646,0.3179185688495636,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1110__n40__none__standard_early_stop,410,510,1110,none,0.2871918082237243,100,100,max_epochs_reached,,100,100,0.3610636591911316,0.4044240415096283,p07__smooth__cohort410__subset510__model1110__n40__none__forced_horizon,0.2871918082237243,100,100,max_epochs_reached,,100,100,0.3610636591911316,0.4044240415096283,0.0,False,False,False,False,True
p07__smooth__cohort410__subset510__model1110__n40__time_scaled__standard_early_stop,410,510,1110,time_scaled,0.2740320861339569,100,100,max_epochs_reached,,100,100,0.29716432094573975,0.3793039619922638,p07__smooth__cohort410__subset510__model1110__n40__time_scaled__forced_horizon,0.2740320861339569,100,100,max_epochs_reached,,100,100,0.29716432094573975,0.3793039619922638,0.0,False,False,False,False,True
