model,ablation,n_train,n_fit,n_validation,seed,cohort_seed,subset_seed,model_seed,split,site_or_shift,metric,value,trainable_parameters,backend,world,benchmark
gradient_boosting,none,20,16,4,204,104,204,304,test,all,mae,0.6891541962103059,0,,jumps,low_n
gradient_boosting,none,20,16,4,204,104,204,304,test,all,rmse,1.2805502083697289,0,,jumps,low_n
gru_from_scratch,none,20,16,4,204,104,204,304,test,all,coverage_90,0.8058707987778263,4455,,jumps,low_n
gru_from_scratch,none,20,16,4,204,104,204,304,test,all,event_brier,0.2189338649174713,4455,,jumps,low_n
gru_from_scratch,none,20,16,4,204,104,204,304,test,all,event_log_loss,0.6319491889983507,4455,,jumps,low_n
gru_from_scratch,none,20,16,4,204,104,204,304,test,all,event_roc_auc,0.48696344651916135,4455,,jumps,low_n
gru_from_scratch,none,20,16,4,204,104,204,304,test,all,latent_aligned_r2,0.8354606912289249,4455,,jumps,low_n
gru_from_scratch,none,20,16,4,204,104,204,304,test,all,mae,1.0570728778839111,4455,,jumps,low_n
gru_from_scratch,none,20,16,4,204,104,204,304,test,all,nll,1.6954468564339342,4455,,jumps,low_n
gru_from_scratch,none,20,16,4,204,104,204,304,test,all,rmse,2.1665918875285426,4455,,jumps,low_n
representation_linear,none,20,16,4,204,104,204,304,test,all,mae,1.1520641701102179,20,,jumps,low_n
representation_linear,none,20,16,4,204,104,204,304,test,all,rmse,1.844061213404957,20,,jumps,low_n
representation_mlp,none,20,16,4,204,104,204,304,test,all,mae,1.793990774912663,673,torch_lbfgs,jumps,low_n
representation_mlp,none,20,16,4,204,104,204,304,test,all,rmse,5.41602802351738,673,torch_lbfgs,jumps,low_n
engineered_linear,none,40,32,8,204,104,204,304,test,all,mae,0.9769081905632221,17,,jumps,low_n
engineered_linear,none,40,32,8,204,104,204,304,test,all,rmse,1.4617482328875984,17,,jumps,low_n
flow_jump,no_flow,40,32,8,204,104,204,304,test,all,coverage_90,0.8900316455696202,6967,,jumps,low_n
flow_jump,no_flow,40,32,8,204,104,204,304,test,all,event_brier,0.22121379504746339,6967,,jumps,low_n
flow_jump,no_flow,40,32,8,204,104,204,304,test,all,event_log_loss,0.6347867710194861,6967,,jumps,low_n
flow_jump,no_flow,40,32,8,204,104,204,304,test,all,event_roc_auc,0.47649793710131505,6967,,jumps,low_n
flow_jump,no_flow,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.6665407859457827,6967,,jumps,low_n
flow_jump,no_flow,40,32,8,204,104,204,304,test,all,mae,1.1542425155639648,6967,,jumps,low_n
flow_jump,no_flow,40,32,8,204,104,204,304,test,all,nll,1.684377163783326,6967,,jumps,low_n
flow_jump,no_flow,40,32,8,204,104,204,304,test,all,rmse,2.254681591044698,6967,,jumps,low_n
flow_jump,no_jump,40,32,8,204,104,204,304,test,all,coverage_90,0.8463825840244434,4879,,jumps,low_n
flow_jump,no_jump,40,32,8,204,104,204,304,test,all,event_brier,0.22569431811799914,4879,,jumps,low_n
flow_jump,no_jump,40,32,8,204,104,204,304,test,all,event_log_loss,0.6455366617863723,4879,,jumps,low_n
flow_jump,no_jump,40,32,8,204,104,204,304,test,all,event_roc_auc,0.48726827271455175,4879,,jumps,low_n
flow_jump,no_jump,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.6682220638628551,4879,,jumps,low_n
flow_jump,no_jump,40,32,8,204,104,204,304,test,all,mae,1.3339546918869019,4879,,jumps,low_n
flow_jump,no_jump,40,32,8,204,104,204,304,test,all,nll,2.7422949563998453,4879,,jumps,low_n
flow_jump,no_jump,40,32,8,204,104,204,304,test,all,rmse,2.5985568442954383,4879,,jumps,low_n
flow_jump,no_prob_scale,40,32,8,204,104,204,304,test,all,coverage_90,0.8494380183326059,6967,,jumps,low_n
flow_jump,no_prob_scale,40,32,8,204,104,204,304,test,all,event_brier,0.2191535773465772,6967,,jumps,low_n
flow_jump,no_prob_scale,40,32,8,204,104,204,304,test,all,event_log_loss,0.6316507520092584,6967,,jumps,low_n
flow_jump,no_prob_scale,40,32,8,204,104,204,304,test,all,event_roc_auc,0.4869186362228229,6967,,jumps,low_n
flow_jump,no_prob_scale,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.5770989618836532,6967,,jumps,low_n
flow_jump,no_prob_scale,40,32,8,204,104,204,304,test,all,mae,0.8883998394012451,6967,,jumps,low_n
flow_jump,no_prob_scale,40,32,8,204,104,204,304,test,all,nll,2.175018452930157,6967,,jumps,low_n
flow_jump,no_prob_scale,40,32,8,204,104,204,304,test,all,rmse,1.5849794397314236,6967,,jumps,low_n
flow_jump,no_representation,40,32,8,204,104,204,304,test,all,coverage_90,0.8563400261894369,5815,,jumps,low_n
flow_jump,no_representation,40,32,8,204,104,204,304,test,all,event_brier,0.24855912488939694,5815,,jumps,low_n
flow_jump,no_representation,40,32,8,204,104,204,304,test,all,event_log_loss,0.6902584317453866,5815,,jumps,low_n
flow_jump,no_representation,40,32,8,204,104,204,304,test,all,event_roc_auc,0.508954345778865,5815,,jumps,low_n
flow_jump,no_representation,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.6953786871729041,5815,,jumps,low_n
flow_jump,no_representation,40,32,8,204,104,204,304,test,all,mae,1.2866402864456177,5815,,jumps,low_n
flow_jump,no_representation,40,32,8,204,104,204,304,test,all,nll,2.0298192397655757,5815,,jumps,low_n
flow_jump,no_representation,40,32,8,204,104,204,304,test,all,rmse,2.505852524591182,5815,,jumps,low_n
flow_jump,none,40,32,8,204,104,204,304,test,all,coverage_90,0.9028262767350502,6967,,jumps,low_n
flow_jump,none,40,32,8,204,104,204,304,test,all,event_brier,0.21935136784181003,6967,,jumps,low_n
flow_jump,none,40,32,8,204,104,204,304,test,all,event_log_loss,0.6308511436657475,6967,,jumps,low_n
flow_jump,none,40,32,8,204,104,204,304,test,all,event_roc_auc,0.4822189155775929,6967,,jumps,low_n
flow_jump,none,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.5170294546799934,6967,,jumps,low_n
flow_jump,none,40,32,8,204,104,204,304,test,all,mae,1.1195999383926392,6967,,jumps,low_n
flow_jump,none,40,32,8,204,104,204,304,test,all,nll,1.7578908530393307,6967,,jumps,low_n
flow_jump,none,40,32,8,204,104,204,304,test,all,rmse,2.193392637005696,6967,,jumps,low_n
flow_jump_observation,no_flow,40,32,8,204,104,204,304,test,all,coverage_90,0.8900043649061545,7642,,jumps,low_n
flow_jump_observation,no_flow,40,32,8,204,104,204,304,test,all,event_brier,0.22123195862127001,7642,,jumps,low_n
flow_jump_observation,no_flow,40,32,8,204,104,204,304,test,all,event_log_loss,0.6348247763547156,7642,,jumps,low_n
flow_jump_observation,no_flow,40,32,8,204,104,204,304,test,all,event_roc_auc,0.47649617969061187,7642,,jumps,low_n
flow_jump_observation,no_flow,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.6671046075695496,7642,,jumps,low_n
flow_jump_observation,no_flow,40,32,8,204,104,204,304,test,all,mae,1.154297947883606,7642,,jumps,low_n
flow_jump_observation,no_flow,40,32,8,204,104,204,304,test,all,nll,1.6841250286127865,7642,,jumps,low_n
flow_jump_observation,no_flow,40,32,8,204,104,204,304,test,all,rmse,2.254786063489872,7642,,jumps,low_n
flow_jump_observation,no_jump,40,32,8,204,104,204,304,test,all,coverage_90,0.8466826713225666,5554,,jumps,low_n
flow_jump_observation,no_jump,40,32,8,204,104,204,304,test,all,event_brier,0.2256525247725656,5554,,jumps,low_n
flow_jump_observation,no_jump,40,32,8,204,104,204,304,test,all,event_log_loss,0.6454457802558253,5554,,jumps,low_n
flow_jump_observation,no_jump,40,32,8,204,104,204,304,test,all,event_roc_auc,0.48740932882132226,5554,,jumps,low_n
flow_jump_observation,no_jump,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.6690689972898843,5554,,jumps,low_n
flow_jump_observation,no_jump,40,32,8,204,104,204,304,test,all,mae,1.333970308303833,5554,,jumps,low_n
flow_jump_observation,no_jump,40,32,8,204,104,204,304,test,all,nll,2.7492024449141867,5554,,jumps,low_n
flow_jump_observation,no_jump,40,32,8,204,104,204,304,test,all,rmse,2.598278825770112,5554,,jumps,low_n
flow_jump_observation,no_observation_head,40,32,8,204,104,204,304,test,all,coverage_90,0.9028262767350502,6967,,jumps,low_n
flow_jump_observation,no_observation_head,40,32,8,204,104,204,304,test,all,event_brier,0.21935136784181003,6967,,jumps,low_n
flow_jump_observation,no_observation_head,40,32,8,204,104,204,304,test,all,event_log_loss,0.6308511436657475,6967,,jumps,low_n
flow_jump_observation,no_observation_head,40,32,8,204,104,204,304,test,all,event_roc_auc,0.4822189155775929,6967,,jumps,low_n
flow_jump_observation,no_observation_head,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.5170294546799934,6967,,jumps,low_n
flow_jump_observation,no_observation_head,40,32,8,204,104,204,304,test,all,mae,1.1195999383926392,6967,,jumps,low_n
flow_jump_observation,no_observation_head,40,32,8,204,104,204,304,test,all,nll,1.7578908530393307,6967,,jumps,low_n
flow_jump_observation,no_observation_head,40,32,8,204,104,204,304,test,all,rmse,2.193392637005696,6967,,jumps,low_n
flow_jump_observation,no_prob_scale,40,32,8,204,104,204,304,test,all,coverage_90,0.8489196857267569,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,40,32,8,204,104,204,304,test,all,event_brier,0.21912714736472882,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,40,32,8,204,104,204,304,test,all,event_log_loss,0.6315417403944528,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,40,32,8,204,104,204,304,test,all,event_roc_auc,0.486796742510581,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.5747349850418572,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,40,32,8,204,104,204,304,test,all,mae,0.889236330986023,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,40,32,8,204,104,204,304,test,all,nll,2.1753070484936985,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,40,32,8,204,104,204,304,test,all,rmse,1.5851615172440134,7642,,jumps,low_n
flow_jump_observation,no_representation,40,32,8,204,104,204,304,test,all,coverage_90,0.8564491488432999,6490,,jumps,low_n
flow_jump_observation,no_representation,40,32,8,204,104,204,304,test,all,event_brier,0.24860409816806858,6490,,jumps,low_n
flow_jump_observation,no_representation,40,32,8,204,104,204,304,test,all,event_log_loss,0.690348504447218,6490,,jumps,low_n
flow_jump_observation,no_representation,40,32,8,204,104,204,304,test,all,event_roc_auc,0.5089532133887048,6490,,jumps,low_n
flow_jump_observation,no_representation,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.6952785020538355,6490,,jumps,low_n
flow_jump_observation,no_representation,40,32,8,204,104,204,304,test,all,mae,1.2866106033325195,6490,,jumps,low_n
flow_jump_observation,no_representation,40,32,8,204,104,204,304,test,all,nll,2.0296201223157166,6490,,jumps,low_n
flow_jump_observation,no_representation,40,32,8,204,104,204,304,test,all,rmse,2.505934442836287,6490,,jumps,low_n
flow_jump_observation,none,40,32,8,204,104,204,304,test,all,coverage_90,0.9029081187254474,7642,,jumps,low_n
flow_jump_observation,none,40,32,8,204,104,204,304,test,all,event_brier,0.2193738954896331,7642,,jumps,low_n
flow_jump_observation,none,40,32,8,204,104,204,304,test,all,event_log_loss,0.630893445069952,7642,,jumps,low_n
flow_jump_observation,none,40,32,8,204,104,204,304,test,all,event_roc_auc,0.48208913925332697,7642,,jumps,low_n
flow_jump_observation,none,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.5167254004423167,7642,,jumps,low_n
flow_jump_observation,none,40,32,8,204,104,204,304,test,all,mae,1.1195800304412842,7642,,jumps,low_n
flow_jump_observation,none,40,32,8,204,104,204,304,test,all,nll,1.7568092035690743,7642,,jumps,low_n
flow_jump_observation,none,40,32,8,204,104,204,304,test,all,rmse,2.1938321698659116,7642,,jumps,low_n
gradient_boosting,none,40,32,8,204,104,204,304,test,all,mae,0.4567452396739021,0,,jumps,low_n
gradient_boosting,none,40,32,8,204,104,204,304,test,all,rmse,0.9704909546074264,0,,jumps,low_n
gru_from_scratch,none,40,32,8,204,104,204,304,test,all,coverage_90,0.889022261021388,4455,,jumps,low_n
gru_from_scratch,none,40,32,8,204,104,204,304,test,all,event_brier,0.21536062867020545,4455,,jumps,low_n
gru_from_scratch,none,40,32,8,204,104,204,304,test,all,event_log_loss,0.6223171106756755,4455,,jumps,low_n
gru_from_scratch,none,40,32,8,204,104,204,304,test,all,event_roc_auc,0.4869968851182094,4455,,jumps,low_n
gru_from_scratch,none,40,32,8,204,104,204,304,test,all,latent_aligned_r2,0.7911357219158353,4455,,jumps,low_n
gru_from_scratch,none,40,32,8,204,104,204,304,test,all,mae,1.1821904182434082,4455,,jumps,low_n
gru_from_scratch,none,40,32,8,204,104,204,304,test,all,nll,1.5995505371635421,4455,,jumps,low_n
gru_from_scratch,none,40,32,8,204,104,204,304,test,all,rmse,2.365457538437311,4455,,jumps,low_n
representation_linear,none,40,32,8,204,104,204,304,test,all,mae,1.0795335656557463,20,,jumps,low_n
representation_linear,none,40,32,8,204,104,204,304,test,all,rmse,1.7818064242310288,20,,jumps,low_n
representation_mlp,none,40,32,8,204,104,204,304,test,all,mae,1.3019644019783845,673,torch_lbfgs,jumps,low_n
representation_mlp,none,40,32,8,204,104,204,304,test,all,rmse,2.924023987422634,673,torch_lbfgs,jumps,low_n
engineered_linear,none,80,64,16,204,104,204,304,test,all,mae,0.9893511025674105,17,,jumps,low_n
engineered_linear,none,80,64,16,204,104,204,304,test,all,rmse,1.4524232905070182,17,,jumps,low_n
flow_jump,no_flow,80,64,16,204,104,204,304,test,all,coverage_90,0.9266968572675688,6967,,jumps,low_n
flow_jump,no_flow,80,64,16,204,104,204,304,test,all,event_brier,0.21932001157499834,6967,,jumps,low_n
flow_jump,no_flow,80,64,16,204,104,204,304,test,all,event_log_loss,0.6307427109638883,6967,,jumps,low_n
flow_jump,no_flow,80,64,16,204,104,204,304,test,all,event_roc_auc,0.4773955658689664,6967,,jumps,low_n
flow_jump,no_flow,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.6767156902753123,6967,,jumps,low_n
flow_jump,no_flow,80,64,16,204,104,204,304,test,all,mae,1.1097755432128906,6967,,jumps,low_n
flow_jump,no_flow,80,64,16,204,104,204,304,test,all,nll,1.561772536123633,6967,,jumps,low_n
flow_jump,no_flow,80,64,16,204,104,204,304,test,all,rmse,2.2175832555166233,6967,,jumps,low_n
flow_jump,no_jump,80,64,16,204,104,204,304,test,all,coverage_90,0.9050905718027062,4879,,jumps,low_n
flow_jump,no_jump,80,64,16,204,104,204,304,test,all,event_brier,0.2217356517142847,4879,,jumps,low_n
flow_jump,no_jump,80,64,16,204,104,204,304,test,all,event_log_loss,0.6362486950074397,4879,,jumps,low_n
flow_jump,no_jump,80,64,16,204,104,204,304,test,all,event_roc_auc,0.4926085217653845,4879,,jumps,low_n
flow_jump,no_jump,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.6813249483072138,4879,,jumps,low_n
flow_jump,no_jump,80,64,16,204,104,204,304,test,all,mae,1.1456694602966309,4879,,jumps,low_n
flow_jump,no_jump,80,64,16,204,104,204,304,test,all,nll,1.2636754874465712,4879,,jumps,low_n
flow_jump,no_jump,80,64,16,204,104,204,304,test,all,rmse,2.3392317899855612,4879,,jumps,low_n
flow_jump,no_prob_scale,80,64,16,204,104,204,304,test,all,coverage_90,0.8836752509821039,6967,,jumps,low_n
flow_jump,no_prob_scale,80,64,16,204,104,204,304,test,all,event_brier,0.21890489472054153,6967,,jumps,low_n
flow_jump,no_prob_scale,80,64,16,204,104,204,304,test,all,event_log_loss,0.6308053991799341,6967,,jumps,low_n
flow_jump,no_prob_scale,80,64,16,204,104,204,304,test,all,event_roc_auc,0.4906648806765928,6967,,jumps,low_n
flow_jump,no_prob_scale,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.6858126921095659,6967,,jumps,low_n
flow_jump,no_prob_scale,80,64,16,204,104,204,304,test,all,mae,0.788127064704895,6967,,jumps,low_n
flow_jump,no_prob_scale,80,64,16,204,104,204,304,test,all,nll,1.7250767286837416,6967,,jumps,low_n
flow_jump,no_prob_scale,80,64,16,204,104,204,304,test,all,rmse,1.2697544312539677,6967,,jumps,low_n
flow_jump,no_representation,80,64,16,204,104,204,304,test,all,coverage_90,0.9242688782191183,5815,,jumps,low_n
flow_jump,no_representation,80,64,16,204,104,204,304,test,all,event_brier,0.21787233718048732,5815,,jumps,low_n
flow_jump,no_representation,80,64,16,204,104,204,304,test,all,event_log_loss,0.6278165885783159,5815,,jumps,low_n
flow_jump,no_representation,80,64,16,204,104,204,304,test,all,event_roc_auc,0.4932465427356326,5815,,jumps,low_n
flow_jump,no_representation,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.7436923718621561,5815,,jumps,low_n
flow_jump,no_representation,80,64,16,204,104,204,304,test,all,mae,0.9498854279518127,5815,,jumps,low_n
flow_jump,no_representation,80,64,16,204,104,204,304,test,all,nll,1.1948238614637179,5815,,jumps,low_n
flow_jump,no_representation,80,64,16,204,104,204,304,test,all,rmse,1.9061815843655774,5815,,jumps,low_n
flow_jump,none,80,64,16,204,104,204,304,test,all,coverage_90,0.9204495853339153,6967,,jumps,low_n
flow_jump,none,80,64,16,204,104,204,304,test,all,event_brier,0.21795742032767892,6967,,jumps,low_n
flow_jump,none,80,64,16,204,104,204,304,test,all,event_log_loss,0.6279868039959164,6967,,jumps,low_n
flow_jump,none,80,64,16,204,104,204,304,test,all,event_roc_auc,0.4923767935607883,6967,,jumps,low_n
flow_jump,none,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.6016521412189051,6967,,jumps,low_n
flow_jump,none,80,64,16,204,104,204,304,test,all,mae,0.9739654064178467,6967,,jumps,low_n
flow_jump,none,80,64,16,204,104,204,304,test,all,nll,1.3212955867814888,6967,,jumps,low_n
flow_jump,none,80,64,16,204,104,204,304,test,all,rmse,1.888625040824759,6967,,jumps,low_n
flow_jump_observation,no_flow,80,64,16,204,104,204,304,test,all,coverage_90,0.9266968572675688,7642,,jumps,low_n
flow_jump_observation,no_flow,80,64,16,204,104,204,304,test,all,event_brier,0.21932889561470417,7642,,jumps,low_n
flow_jump_observation,no_flow,80,64,16,204,104,204,304,test,all,event_log_loss,0.6307613076976045,7642,,jumps,low_n
flow_jump_observation,no_flow,80,64,16,204,104,204,304,test,all,event_roc_auc,0.4773812455453499,7642,,jumps,low_n
flow_jump_observation,no_flow,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.6767797878405718,7642,,jumps,low_n
flow_jump_observation,no_flow,80,64,16,204,104,204,304,test,all,mae,1.1098029613494873,7642,,jumps,low_n
flow_jump_observation,no_flow,80,64,16,204,104,204,304,test,all,nll,1.5616429707129198,7642,,jumps,low_n
flow_jump_observation,no_flow,80,64,16,204,104,204,304,test,all,rmse,2.21767969239893,7642,,jumps,low_n
flow_jump_observation,no_jump,80,64,16,204,104,204,304,test,all,coverage_90,0.9052815364469664,5554,,jumps,low_n
flow_jump_observation,no_jump,80,64,16,204,104,204,304,test,all,event_brier,0.2217475364368506,5554,,jumps,low_n
flow_jump_observation,no_jump,80,64,16,204,104,204,304,test,all,event_log_loss,0.636288178698228,5554,,jumps,low_n
flow_jump_observation,no_jump,80,64,16,204,104,204,304,test,all,event_roc_auc,0.49256453870211764,5554,,jumps,low_n
flow_jump_observation,no_jump,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.6824591214153053,5554,,jumps,low_n
flow_jump_observation,no_jump,80,64,16,204,104,204,304,test,all,mae,1.1453737020492554,5554,,jumps,low_n
flow_jump_observation,no_jump,80,64,16,204,104,204,304,test,all,nll,1.2628043022904236,5554,,jumps,low_n
flow_jump_observation,no_jump,80,64,16,204,104,204,304,test,all,rmse,2.338516801618371,5554,,jumps,low_n
flow_jump_observation,no_observation_head,80,64,16,204,104,204,304,test,all,coverage_90,0.9204495853339153,6967,,jumps,low_n
flow_jump_observation,no_observation_head,80,64,16,204,104,204,304,test,all,event_brier,0.21795742032767892,6967,,jumps,low_n
flow_jump_observation,no_observation_head,80,64,16,204,104,204,304,test,all,event_log_loss,0.6279868039959164,6967,,jumps,low_n
flow_jump_observation,no_observation_head,80,64,16,204,104,204,304,test,all,event_roc_auc,0.4923767935607883,6967,,jumps,low_n
flow_jump_observation,no_observation_head,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.6016521412189051,6967,,jumps,low_n
flow_jump_observation,no_observation_head,80,64,16,204,104,204,304,test,all,mae,0.9739654064178467,6967,,jumps,low_n
flow_jump_observation,no_observation_head,80,64,16,204,104,204,304,test,all,nll,1.3212955867814888,6967,,jumps,low_n
flow_jump_observation,no_observation_head,80,64,16,204,104,204,304,test,all,rmse,1.888625040824759,6967,,jumps,low_n
flow_jump_observation,no_prob_scale,80,64,16,204,104,204,304,test,all,coverage_90,0.8823384984722829,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,80,64,16,204,104,204,304,test,all,event_brier,0.21883698520604689,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,80,64,16,204,104,204,304,test,all,event_log_loss,0.6306679595853948,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,80,64,16,204,104,204,304,test,all,event_roc_auc,0.48999381817917104,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.6889750040620604,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,80,64,16,204,104,204,304,test,all,mae,0.7895252704620361,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,80,64,16,204,104,204,304,test,all,nll,1.7304094948599578,7642,,jumps,low_n
flow_jump_observation,no_prob_scale,80,64,16,204,104,204,304,test,all,rmse,1.2739473504097043,7642,,jumps,low_n
flow_jump_observation,no_representation,80,64,16,204,104,204,304,test,all,coverage_90,0.9241051942383238,6490,,jumps,low_n
flow_jump_observation,no_representation,80,64,16,204,104,204,304,test,all,event_brier,0.21790548197042145,6490,,jumps,low_n
flow_jump_observation,no_representation,80,64,16,204,104,204,304,test,all,event_log_loss,0.6279109066460913,6490,,jumps,low_n
flow_jump_observation,no_representation,80,64,16,204,104,204,304,test,all,event_roc_auc,0.4928932553886146,6490,,jumps,low_n
flow_jump_observation,no_representation,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.7410719494940454,6490,,jumps,low_n
flow_jump_observation,no_representation,80,64,16,204,104,204,304,test,all,mae,0.9511940479278564,6490,,jumps,low_n
flow_jump_observation,no_representation,80,64,16,204,104,204,304,test,all,nll,1.2131640373791661,6490,,jumps,low_n
flow_jump_observation,no_representation,80,64,16,204,104,204,304,test,all,rmse,1.9106050989813514,6490,,jumps,low_n
flow_jump_observation,none,80,64,16,204,104,204,304,test,all,coverage_90,0.920695111305107,7642,,jumps,low_n
flow_jump_observation,none,80,64,16,204,104,204,304,test,all,event_brier,0.2179746078869678,7642,,jumps,low_n
flow_jump_observation,none,80,64,16,204,104,204,304,test,all,event_log_loss,0.6280299979277343,7642,,jumps,low_n
flow_jump_observation,none,80,64,16,204,104,204,304,test,all,event_roc_auc,0.49204925706014013,7642,,jumps,low_n
flow_jump_observation,none,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.604511722433026,7642,,jumps,low_n
flow_jump_observation,none,80,64,16,204,104,204,304,test,all,mae,0.9738642573356628,7642,,jumps,low_n
flow_jump_observation,none,80,64,16,204,104,204,304,test,all,nll,1.319698141657218,7642,,jumps,low_n
flow_jump_observation,none,80,64,16,204,104,204,304,test,all,rmse,1.8892289989920026,7642,,jumps,low_n
gradient_boosting,none,80,64,16,204,104,204,304,test,all,mae,0.413060583094337,0,,jumps,low_n
gradient_boosting,none,80,64,16,204,104,204,304,test,all,rmse,0.7966041993568259,0,,jumps,low_n
gru_from_scratch,none,80,64,16,204,104,204,304,test,all,coverage_90,0.9313891313836753,4455,,jumps,low_n
gru_from_scratch,none,80,64,16,204,104,204,304,test,all,event_brier,0.21541279002745198,4455,,jumps,low_n
gru_from_scratch,none,80,64,16,204,104,204,304,test,all,event_log_loss,0.6224186209428917,4455,,jumps,low_n
gru_from_scratch,none,80,64,16,204,104,204,304,test,all,event_roc_auc,0.48570044544846436,4455,,jumps,low_n
gru_from_scratch,none,80,64,16,204,104,204,304,test,all,latent_aligned_r2,0.8326675200677883,4455,,jumps,low_n
gru_from_scratch,none,80,64,16,204,104,204,304,test,all,mae,1.063030481338501,4455,,jumps,low_n
gru_from_scratch,none,80,64,16,204,104,204,304,test,all,nll,1.215248150552022,4455,,jumps,low_n
gru_from_scratch,none,80,64,16,204,104,204,304,test,all,rmse,2.153038397432873,4455,,jumps,low_n
representation_linear,none,80,64,16,204,104,204,304,test,all,mae,1.1129473754795043,20,,jumps,low_n
representation_linear,none,80,64,16,204,104,204,304,test,all,rmse,1.7805208280958338,20,,jumps,low_n
representation_mlp,none,80,64,16,204,104,204,304,test,all,mae,1.231094303040883,673,torch_lbfgs,jumps,low_n
representation_mlp,none,80,64,16,204,104,204,304,test,all,rmse,2.4630497083455682,673,torch_lbfgs,jumps,low_n
engineered_linear,none,100,80,20,204,104,204,304,test,all,mae,1.005708057788302,17,,jumps,low_n
engineered_linear,none,100,80,20,204,104,204,304,test,all,rmse,1.452849800577732,17,,jumps,low_n
flow_jump,no_flow,100,80,20,204,104,204,304,test,all,coverage_90,0.9400371017023134,6967,,jumps,low_n
flow_jump,no_flow,100,80,20,204,104,204,304,test,all,event_brier,0.21849746906404996,6967,,jumps,low_n
flow_jump,no_flow,100,80,20,204,104,204,304,test,all,event_log_loss,0.6289952301559625,6967,,jumps,low_n
flow_jump,no_flow,100,80,20,204,104,204,304,test,all,event_roc_auc,0.477681990724254,6967,,jumps,low_n
flow_jump,no_flow,100,80,20,204,104,204,304,test,all,latent_aligned_r2,0.6732791639694333,6967,,jumps,low_n
flow_jump,no_flow,100,80,20,204,104,204,304,test,all,mae,1.1101644039154053,6967,,jumps,low_n
flow_jump,no_flow,100,80,20,204,104,204,304,test,all,nll,1.5673821301556548,6967,,jumps,low_n
flow_jump,no_flow,100,80,20,204,104,204,304,test,all,rmse,2.2013478788399383,6967,,jumps,low_n
flow_jump,no_jump,100,80,20,204,104,204,304,test,all,coverage_90,0.9257693147097338,4879,,jumps,low_n
flow_jump,no_jump,100,80,20,204,104,204,304,test,all,event_brier,0.22330555887977135,4879,,jumps,low_n
flow_jump,no_jump,100,80,20,204,104,204,304,test,all,event_log_loss,0.6401794883908389,4879,,jumps,low_n
flow_jump,no_jump,100,80,20,204,104,204,304,test,all,event_roc_auc,0.4875246745242288,4879,,jumps,low_n
flow_jump,no_jump,100,80,20,204,104,204,304,test,all,latent_aligned_r2,0.6636327408231592,4879,,jumps,low_n
flow_jump,no_jump,100,80,20,204,104,204,304,test,all,mae,1.2649619579315186,4879,,jumps,low_n
flow_jump,no_jump,100,80,20,204,104,204,304,test,all,nll,1.308500874707882,4879,,jumps,low_n
flow_jump,no_jump,100,80,20,204,104,204,304,test,all,rmse,2.5295509947149277,4879,,jumps,low_n
flow_jump,no_prob_scale,100,80,20,204,104,204,304,test,all,coverage_90,0.8864851593190747,6967,,jumps,low_n
flow_jump,no_prob_scale,100,80,20,204,104,204,304,test,all,event_brier,0.22003506660965902,6967,,jumps,low_n
flow_jump,no_prob_scale,100,80,20,204,104,204,304,test,all,event_log_loss,0.6330670155388594,6967,,jumps,low_n
flow_jump,no_prob_scale,100,80,20,204,104,204,304,test,all,event_roc_auc,0.4841152352581001,6967,,jumps,low_n
flow_jump,no_prob_scale,100,80,20,204,104,204,304,test,all,latent_aligned_r2,0.7027636906649333,6967,,jumps,low_n
